n_harmonics,base_freq,magnitudes,instruments
9,2.135764912763894,"[-1.4849617   0.91608054  0.17393721  0.10663165  0.1001394  -1.28496602
 -0.58576241 -0.80588535 -1.51406172]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9980573846507506,0.614819420204547
-2.9857621714816545,1.1820485096414903
-2.9736384415430064,1.7131085910806607
-2.9663893295840515,2.018174794308757
-2.961183800277225,2.223986769819907
-2.959565888074612,2.281225337884777
-2.9477215152828364,2.708034555472769
-2.925237561119298,3.2492368418881945
-2.9213503593599617,3.288279693710987
-2.916093793982111,3.3504609825340745
-2.9083921432301922,3.397306212741762
-2.906944825437722,3.3905707564195833
-2.895519658126877,3.3814136062996574
-2.8890119416864177,3.3102845703571826
-2.8877423727285163,3.290348378940893
-2.884170386418959,3.239673920942672
-2.8651765856252958,2.803950038978774
-2.852892137228018,2.416236024081666
-2.850892479848535,2.3476954547658586
-2.8466043955731424,2.172328151254216
-2.842345467793138,2.0162065303783954
-2.82999997941102,1.4912727511334074
-2.8254412267164,1.2782910570853456
-2.8073848916402193,0.46674676417113237
-2.8030399373361536,0.27080073899064405
-2.7993899829257773,0.10144702595154387
-2.7891126009091574,-0.3507667284665618
-2.7878911672673414,-0.3963013300421451
-2.7845896900968077,-0.5502860806430443
-2.7827188517180597,-0.6005783802070783
-2.770931088691033,-1.072252808554765
-2.759981019934927,-1.4399890078407602
-2.752351013914514,-1.6704133932847096
-2.752000320612729,-1.6652311379932312
-2.746380340240802,-1.8081073525789537
-2.7450476823212395,-1.8215528984321387
-2.737351118975071,-1.991767666342321
-2.7186235340066283,-2.2174842020569834
-2.7044491290115515,-2.233128984044009
-2.692808429814024,-2.2005904788003487
-2.6861956975974897,-2.116356145287228
-2.6846776933848995,-2.117504274774518
-2.683905936148813,-2.109097600435885
-2.6732590426635876,-1.9633160673133987
-2.6697055444833193,-1.8999455602705912
-2.6689225372017527,-1.9132282089633517
-2.658508547920763,-1.7120795197943264
-2.6583566901931706,-1.7044209883125154
-2.650629148709434,-1.5694293132152972
-2.64398159979876,-1.4424886215424697
-2.640880946779955,-1.3664609477057033
-2.639939405854729,-1.3691063823116694
-2.6387309292763965,-1.342720089687507
-2.636251310300696,-1.3076032480041317
-2.6360063418639195,-1.296659033617296
-2.6345579980349902,-1.25602894700253
-2.632808206768087,-1.2280393064651447
-2.630593048278646,-1.1870058033080968
-2.6264030672093064,-1.1298839565477798
-2.6226576174467002,-1.0768839541184936
-2.620502167023754,-1.0255417915594278
-2.599335122695111,-0.7513829179658026
-2.5966812616714936,-0.7049372972144387
-2.5869341388131275,-0.6565827551578596
-2.580878743139233,-0.6486376619290815
-2.5797848732809223,-0.6553341033969403
-2.576041757890953,-0.6442732937677464
-2.5695975797182697,-0.6540942835580794
-2.5676832171098365,-0.680340730412645
-2.5546686186279888,-0.7757650040677104
-2.5530026336293163,-0.7956003316445269
-2.5504127245212818,-0.8029473422200637
-2.52811059650597,-1.2192102395629656
-2.5258657952854535,-1.2641946226351675
-2.5229618988644997,-1.3337122819349008
-2.5078365012204764,-1.7046027641044208
-2.4975057860849406,-1.97491433562619
-2.4947523364756736,-2.039533279781441
-2.490548049527246,-2.1674531521444376
-2.488266303276304,-2.215082922371017
-2.4763069286892563,-2.542769080168791
-2.4657053853991155,-2.8264572476556133
-2.4649774136990636,-2.8595757714759165
-2.4636700500460806,-2.8721201553353715
-2.4609763559669626,-2.9303241143581973
-2.4601133324903586,-2.948619195931063
-2.4525748432285654,-3.1172810509624638
-2.446517855740985,-3.2235323121029333
-2.438672012380012,-3.3509199280203807
-2.437663987554048,-3.3767073453587564
-2.4366728430013596,-3.3807389594374797
-2.432002517421374,-3.4415639306613706
-2.4263395613668832,-3.51050186452099
-2.4166005569885227,-3.561145923174905
-2.414860505041241,-3.568474105244215
-2.4120990980944823,-3.5553927015589757
-2.4113496498640803,-3.5692659723041364
-2.4067356238733253,-3.551309333952272
-2.406505578433956,-3.5485143453957675
-2.405474920827496,-3.556371522306276
-2.405254046611412,-3.5458386747017006
-2.4011920769486785,-3.5277491307659514
-2.4008235124271824,-3.523385671670716
-2.3990765409699746,-3.509530196475109
-2.3949261622529416,-3.4709172707970746
-2.394563585047317,-3.4741087894656966
-2.381980155695776,-3.3202142080764947
-2.3803844602523423,-3.2880799873978743
-2.3794440378449164,-3.26006363368854
-2.376009700101424,-3.195034887517048
-2.3577676508976873,-2.764263067338666
-2.354419755687934,-2.657432857408618
-2.350238160688863,-2.5432872547314216
-2.350040463615875,-2.533035834322251
-2.3455080553972407,-2.3921780307344545
-2.3436316115114035,-2.3349086194427215
-2.342773119905945,-2.3045348635661838
-2.3403927892428156,-2.229434508436149
-2.33943895138723,-2.199283227274
-2.319854801778396,-1.5064663598671195
-2.3182084822697684,-1.454410118396851
-2.314440477994391,-1.3057369315853284
-2.3112357806789743,-1.2061600414555287
-2.3085057416587653,-1.1016879340203172
-2.305505881811057,-0.9875535590367794
-2.3051750669104685,-0.9707062335306577
-2.2998986393051757,-0.7994830124658711
-2.2933981433844552,-0.5665907403629153
-2.2929676206782448,-0.5538220751876787
-2.28119201871312,-0.17700974451985688
-2.2761740007146436,-0.023001762193458328
-2.2661894285889446,0.23386871296605596
-2.262908866390028,0.3286190629386812
-2.256814006023066,0.46514884472143575
-2.2507441471689558,0.5782094222273783
-2.2456583422071232,0.672956104024279
-2.2379191328820007,0.7595049955774144
-2.2326968387245105,0.8140545064405856
-2.2320793696208256,0.8245210225482319
-2.2186092851561248,0.894474976734161
-2.2184641364000246,0.8915048062356138
-2.2060876843270174,0.8711758438998026
-2.204412092236284,0.873228042064414
-2.198944652410982,0.8493626034835712
-2.1794592293935047,0.6337612363076434
-2.1732508057505573,0.5437830760879852
-2.171886120230594,0.529308096405911
-2.1696206765613084,0.4884745684725382
-2.1653982313021785,0.4319106038247318
-2.161029609913419,0.34815914008891885
-2.1539902962171276,0.21951369292935485
-2.1490894748769387,0.14337919457141704
-2.1480318674594985,0.1318401268679949
-2.143699651701545,0.03602485487640235
-2.1329707929858084,-0.13799933550586427
-2.131579956047679,-0.17008232761726433
-2.1313257945418322,-0.16432136120469024
-2.130487193333267,-0.1831263664203933
-2.128330370462195,-0.23386572207422496
-2.1243877743368094,-0.2991541371716864
-2.123059956092903,-0.3049957718441766
-2.1192642717592998,-0.37255015206621356
-2.107769603960863,-0.5137221777212512
-2.1012892361385527,-0.5744702601585918
-2.1012844412500447,-0.5985118002535543
-2.0963446803663017,-0.6154503355985017
-2.0883648146413707,-0.6837279884745906
-2.0870432870085613,-0.7007308870765689
-2.0869680047798065,-0.7020520303500211
-2.085960023051461,-0.708575309670085
-2.07643101296965,-0.7202563131901855
-2.0634745282592597,-0.6949212756990116
-2.0618494845371313,-0.7129274788531308
-2.061022010016236,-0.6887644340515909
-2.0604193175977352,-0.6805342357304519
-2.060315709437293,-0.6688508480305504
-2.057851718390145,-0.6749518023000359
-2.054749655055506,-0.6446239443879758
-2.0397402346226734,-0.5008042482254094
-2.033482640807112,-0.40666221985829254
-2.0319479348835614,-0.39267968693901245
-2.0301329372340033,-0.36370793258826956
-2.0272047319704534,-0.32904325215754415
-2.026328663316831,-0.30001893241768535
-2.025549799395594,-0.28677077733301626
-2.0217067562064814,-0.24023358337560316
-2.015644548189061,-0.12770267992524315
-1.9965815120264079,0.26185211009118775
-1.991200640537768,0.36188473870036497
-1.9837976636317125,0.5025782101897475
-1.9837230346234007,0.48790645387955656
-1.9786841317171135,0.5915657705276387
-1.974433749194289,0.6580407002701041
-1.969544711404563,0.7410416127272819
-1.9651947563622028,0.8208368464035624
-1.9621517693358759,0.8532288921042074
-1.9609746882275745,0.8654551806763691
-1.9557598211704883,0.924453254426985
-1.954201291459851,0.9669285440287702
-1.9536360498273093,0.9562445074858511
-1.9343118726540833,1.1069139559537342
-1.933563213029066,1.1190151110795832
-1.926710531685484,1.1271416496965123
-1.922323052058263,1.1069796582027884
-1.906866862718868,1.033248474706128
-1.8997517711211633,0.9422963129427467
-1.8889506696455505,0.7968131751010072
-1.887630062055732,0.7542167578011438
-1.878014525611979,0.5524501684110682
-1.864929286796142,0.2292383908990427
-1.8514913747269521,-0.14839852246245933
-1.8510959340242052,-0.16984675398521093
-1.8406958520627015,-0.5132857620347158
-1.8386354886760752,-0.5789944195354159
-1.8336967870308225,-0.7240181919286593
-1.8268456561824113,-0.9588031089366464
-1.8203636942597712,-1.1885123284225385
-1.8103973557708448,-1.4993540368776959
-1.8099670989970125,-1.5324857291728458
-1.803483684602383,-1.742887507016646
-1.7985763227463574,-1.8902679727425227
-1.7897665324232161,-2.131373754925213
-1.785318499795259,-2.26545364402196
-1.771527362504477,-2.5588104039017923
-1.7665650950934075,-2.6555116922491613
-1.7585569122014697,-2.782515399802309
-1.7502471714118577,-2.8740074534684643
-1.7439736340124332,-2.906951636015389
-1.7437188937374377,-2.9130680313643564
-1.734721912958649,-2.9300927673824413
-1.7314408108141632,-2.9269998328326836
-1.7285773069389985,-2.9069455091783394
-1.7246710699313978,-2.888119612301592
-1.7235295872213876,-2.8996005778877136
-1.7142680176644565,-2.800383103495111
-1.7063855453553087,-2.6770661888108167
-1.6918129914451598,-2.3804241286326424
-1.6829592664613497,-2.1598289021629427
-1.6799306541879209,-2.0784185586805917
-1.675179024639722,-1.9682835248672839
-1.670679436037994,-1.8164286080389909
-1.6680512624521586,-1.725326621758494
-1.6640858666349663,-1.6187641995069424
-1.6592700582456492,-1.4363724437546312
-1.6470645362625758,-1.0238283538972133
-1.6413792032995447,-0.7936400265844428
-1.6355277019587853,-0.5969262949368382
-1.6323947671270012,-0.5076341523239426
-1.6322657916599927,-0.49065648029778725
-1.6219981395495888,-0.11184083318830478
-1.62107352100089,-0.07766643249582608
-1.6022330631432993,0.5549302869941501
-1.6022227907689301,0.5495756137464866
-1.6015521287212657,0.5674894767590569
-1.6011553932970815,0.5855526940468704
-1.5726586717104594,1.362270100366557
-1.5614479822928748,1.612348222069346
-1.5491510012012641,1.8165148834003657
-1.543279346555073,1.8911429999868088
-1.5410785941961913,1.9283152959767824
-1.5408051959420934,1.9183699092267368
-1.5297010777666074,2.0309915462496604
-1.5292253560099904,2.0247501508151817
-1.5107771192844506,2.1326207415836422
-1.5073581636091256,2.1407660742498824
-1.503411860757224,2.140463755146734
-1.5012574688688303,2.1565666398242858
-1.4883495151711705,2.1705547396151594
-1.4749380142059398,2.169741685916856
-1.466388029049149,2.152346742731778
-1.462236138229206,2.15258088640427
-1.4574279827637995,2.1481133344540844
-1.4524381197766878,2.14439305561336
-1.4368213165971258,2.18598809689197
-1.4358124215796573,2.1854436016653316
-1.4296668109416348,2.188532306545028
-1.403472921740446,2.352028881643778
-1.3990248740695965,2.3921878115373225
-1.3977564179434703,2.391266634941244
-1.3970614805937847,2.3942205519745254
-1.3828629136003296,2.5503059032543076
-1.379811227428387,2.5887924027560847
-1.372568903232964,2.6912095870622785
-1.3618784356299303,2.8356160023712453
-1.3482130851841256,3.03486549150111
-1.3367683875039558,3.2124289479417465
-1.3301653184091142,3.314646571585034
-1.327104279648338,3.358877778677417
-1.3236706879006757,3.406931023908404
-1.3085460353609817,3.5910809953560685
-1.3061528139926133,3.608161419403244
-1.30604893695136,3.627671573287291
-1.2983991501731786,3.689422706859578
-1.292490562855573,3.740759743275101
-1.2910778019599982,3.7613830700539226
-1.2826937557813578,3.7901904847336563
-1.2740433543390963,3.801813990751176
-1.2583138904619793,3.7717928348503866
-1.2550898911123367,3.748505779963412
-1.2448989689803271,3.6380087670573564
-1.2369529021582197,3.5557948770011785
-1.2360842907101335,3.5317008016603673
-1.2282908837710935,3.402630535702698
-1.2264379967726264,3.3607370746100753
-1.2256315526718535,3.3468071709287304
-1.2168781446298242,3.161982733555009
-1.2145473675261542,3.1314080824249486
-1.2131998251485516,3.0918388078670342
-1.207105452147156,2.9409883714041913
-1.199801335313858,2.75874879105846
-1.1835287191102208,2.258987048251436
-1.181078455407587,2.162283877171377
-1.1809972979084646,2.176368321977062
-1.1771694599726992,2.0643622229627705
-1.165835941432609,1.6604014028390834
-1.1613190139482046,1.5078076512494512
-1.1537302889268934,1.2681593617589955
-1.1474583175444224,1.030219127163979
-1.1318007447553873,0.5046736096486093
-1.125930428505424,0.34431485133226886
-1.1226868204620866,0.24485489595991924
-1.118298831947392,0.0833247205883166
-1.103956467588099,-0.28910514739439747
-1.1012068856588284,-0.35958593090626134
-1.0998831792326478,-0.4113159861379832
-1.0954248966925375,-0.47844919674825864
-1.0898385827432495,-0.619451286570006
-1.0878253773294626,-0.6531337898323673
-1.0732989578016874,-0.9026191460893968
-1.071891166270939,-0.9125508374196626
-1.0581788510545245,-1.0593914390483232
-1.0561445835618213,-1.0509959121706416
-1.0514287997017042,-1.054559644424067
-1.048663073616115,-1.113941812341725
-1.040566272656284,-1.1006336353143367
-1.0373914003433242,-1.0898580421108437
-1.0341145568999628,-1.0629952446192394
-1.0223142451810128,-1.0054949362481156
-1.0106084913166538,-0.8861128632229073
-1.0086801693226926,-0.8859775026388983
-1.0071519789396095,-0.8348701649465377
-1.0030165284038903,-0.7894723223632005
-1.0024299279365978,-0.7787596988762026
-0.9871762818887562,-0.5205240832816029
-0.9863993684264232,-0.4903798007076717
-0.9794545874910447,-0.35409640857661934
-0.9590777062736056,0.12403121729841049
-0.9497457596190158,0.34926000526121337
-0.9486788048501174,0.37273871717970725
-0.9464487243574151,0.42361971932974013
-0.9437482474491312,0.49702801833327737
-0.9334772060726388,0.7612893918629644
-0.9330034118335684,0.7701603850783684
-0.9299725565399788,0.8523121532779908
-0.9279992908632675,0.9093516694468413
-0.920546980552909,1.0942938028732505
-0.9144614367722879,1.2548395599559092
-0.9138108832963798,1.2399088183319964
-0.9018634607744014,1.5459518185180565
-0.9012279052777101,1.5490316247924887
-0.899975436876165,1.5934974202570724
-0.8928347598822688,1.7393497755280816
-0.8784830451182817,2.0365465624979255
-0.8633560683407597,2.3123268203525464
-0.8381034092544897,2.6205913636797837
