n_harmonics,base_freq,magnitudes,instruments
10,3.0002418789917127,"[ 0.52344933 -0.97905999  0.86618697  1.25318899  0.67565952  0.45847632
  3.05211096  0.65293847  0.3422114  -0.1116913 ]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.988521321717408,2.480707943138067
-2.9789919056750955,3.0690079178604384
-2.9674830475489014,3.631041346941673
-2.967244107672746,3.6450059284515297
-2.9442582145316893,4.131393335538797
-2.9427419182764174,4.109742849259165
-2.941353468513087,4.1101509444839035
-2.941316506383564,4.099605438159602
-2.938184304850849,4.069409284474478
-2.935397922813595,4.025854038137851
-2.9278780654940872,3.8075608641373355
-2.925934514259727,3.7331863974682675
-2.921352363684564,3.5206206010765704
-2.918096487242825,3.362370988774084
-2.9152611709773346,3.2220283593576506
-2.9139466376514607,3.0800305567791075
-2.9104030791247126,2.8913838778116805
-2.9033083385036784,2.4098180799705364
-2.8962556357301197,1.8574844155056187
-2.894908775380047,1.7419941086765713
-2.8900599771749276,1.3174118177451004
-2.889577385968855,1.261759036276305
-2.887923963332459,1.1354762990642975
-2.882937016313095,0.7177589061767702
-2.8663248572932867,-0.7850046136968436
-2.8561907131593722,-1.5837329429748244
-2.8470644992299032,-2.237829469440734
-2.8408859891451126,-2.591342385299663
-2.8265468659694726,-3.205129758486166
-2.806674399466721,-3.514902929592495
-2.797587064854312,-3.4744161059980776
-2.7939222052957726,-3.420439086205545
-2.7934134824899557,-3.4233975843705298
-2.7866662771399504,-3.2941314435500892
-2.7770111069930348,-3.0477570261749416
-2.77166135105206,-2.8768616842878374
-2.765061988345019,-2.679555689877955
-2.7499988405288587,-2.2235166570945593
-2.7448753738175986,-2.1269328772926084
-2.739931139314831,-2.0157365374296385
-2.73882089937565,-1.9856034048487334
-2.7276776966201384,-1.8869692605271722
-2.7272908558657982,-1.885925286163102
-2.7187351414436938,-1.8897496707243675
-2.7172159278242614,-1.8966869965400441
-2.7172096136050587,-1.8700131924165333
-2.714911194785151,-1.908211643307795
-2.696494681077395,-2.236151052832639
-2.687458782809849,-2.47969386297372
-2.677647287488085,-2.8120892494708367
-2.6764460208753187,-2.847696518263158
-2.6729160602342765,-2.955643943037094
-2.6696740306360915,-3.0778354772971785
-2.6692804760676188,-3.0787661830738116
-2.6685655765392307,-3.1086985767186364
-2.6590767786936036,-3.391941850550773
-2.6563675103931477,-3.4747886504112246
-2.646852847465939,-3.670082352032116
-2.6334767977914706,-3.8274051103225566
