n_harmonics,base_freq,magnitudes,instruments
10,3.625670435860397,"[ 1.7750329  -0.10454142 -0.76542058 -1.23790373  2.18245561  0.08537298
 -0.41767917 -2.01082833  0.17413368  0.40164259]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9997375207033223,-3.270589496217238
-2.9981122120659514,-3.248096597577359
-2.9729107684898475,-2.602599195610539
-2.9708137095580827,-2.519241500947979
-2.9605792478359554,-2.1284300684093833
-2.9478903768776643,-1.6312410414551048
-2.944647537119892,-1.5140865976233897
-2.9423363600907053,-1.4238461094552686
-2.935700245553372,-1.202149538013808
-2.9312771602477365,-1.0695307055849155
-2.915973244200778,-0.7114631365785352
-2.9064214826471026,-0.575036162191386
-2.905755047500108,-0.5677654416400241
-2.9028278624854407,-0.5440586692626199
-2.902046693085147,-0.533762792322122
-2.8995374352701875,-0.5150903031716063
-2.893616706149862,-0.4909736913935327
-2.883741967514238,-0.47735951247252956
-2.8820336204779062,-0.4761439031455412
-2.8713556966952534,-0.4773444309759061
-2.8654784273298373,-0.48154040797750125
-2.852124145217628,-0.43842769015683597
-2.8495798650215067,-0.42226870662484195
-2.8419454782238054,-0.36472577306652276
-2.835777801845089,-0.2849868356779904
-2.8152057989682557,0.10317840571410004
-2.811908717620131,0.17233236402133645
-2.8072831032092243,0.2736933794778969
-2.7959918257211163,0.5273978431096745
-2.7951868130112674,0.5382713436105312
-2.789696720288985,0.643593395368588
-2.777614214558902,0.8414979108632019
-2.7770549167474368,0.8465818011526502
-2.7764594936236087,0.8533217050624976
-2.7719268083459268,0.8985860268933651
-2.767527950028931,0.9205555508722087
-2.7600276708252425,0.9440628538246245
-2.758513485752391,0.9356534798496957
-2.756726880443635,0.9351301870039433
-2.7500181891084003,0.8930435581718271
-2.749999202885716,0.8866018660387539
-2.743654505997309,0.8312247543719917
-2.740431560777952,0.7881364596212289
-2.728402286379397,0.5723649863615129
-2.7268663700355544,0.552347162360668
-2.7204855529815766,0.42500614138394355
-2.715333434301094,0.324391412669377
