n_harmonics,base_freq,magnitudes,instruments
9,2.489060393128064,"[-2.5398361  -0.26217926  0.76792178 -0.25634481  0.51903714 -0.1795052
  0.550063   -0.64706578 -0.45303066]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.998621184487844,0.2255010944386249
-2.9846101193007404,-0.08990066467907429
-2.9790667434370484,-0.18943105019180906
-2.973066026661959,-0.36801150104452035
-2.9688602496674124,-0.4326234995907954
-2.962965326919448,-0.5642617614643161
-2.9561497436549633,-0.704595773057958
-2.9553287346325963,-0.7407038726217174
-2.953991603911707,-0.7027746834069287
-2.9534290103531484,-0.7509127512779254
-2.9513140280746164,-0.7246492825115671
-2.9407531176334816,-0.8954096869415376
-2.936757424396366,-1.0004493888310908
-2.9305491228192193,-1.072081640338978
-2.9261791941050186,-1.1826876263438615
-2.9239826453534095,-1.0849027604929848
-2.9206642345485303,-1.123143074797633
-2.9152071682215874,-1.1376067506762322
-2.911549588505679,-1.1863474333833963
-2.9038175362595,-1.1271661939201663
-2.9022779177475098,-1.0810963514815732
-2.9007967115880295,-1.0491101341962104
-2.9001515515150107,-1.066838794664622
-2.899666252925998,-1.0573881549919615
-2.892318215564349,-1.0289801366380762
-2.8779730613604544,-0.8021117477614562
-2.875725533377712,-0.6752590479679305
-2.8623878817394055,-0.4820531508281145
-2.8568485807723594,-0.3319279014649027
-2.8558759457464165,-0.2231617813392291
-2.855551312487738,-0.27025382552434235
-2.8542433139872285,-0.29617341361386335
-2.837379407669647,0.24473979456688177
-2.8346870140309903,0.35028170722270946
-2.8284746192550405,0.5141151212180172
-2.8095721962659086,1.1452653116839555
-2.8045277639758965,1.3568018042273162
-2.803276114909032,1.3423010966885376
-2.798622520583395,1.4369739580784235
-2.7982636619463035,1.4564796829985682
-2.790729817584937,1.6610791075269815
-2.783275355487202,1.8265968187638237
-2.7823777791146664,1.8881400450777432
-2.768704156412798,2.1638824901899896
-2.768208864820905,2.1506790125605555
-2.7662032445303515,2.1590855588660136
-2.762128866888383,2.230532811792601
-2.74898427366245,2.4383831824143383
-2.7480182234862784,2.4352663100765515
-2.7403735819704016,2.459693526023062
-2.740000493346189,2.4791723940368384
-2.7363227443646294,2.470815418018245
-2.733979641310129,2.5042873879410052
-2.729875894287716,2.457076524333764
-2.7252052404732314,2.4809339890054827
-2.722184576023193,2.5706526439207873
-2.715827836925513,2.52033355598244
-2.715569294300188,2.5368351095168875
-2.714733963655263,2.482593664180868
-2.6992548113814916,2.465448427639014
-2.6913140552700083,2.4275978549062867
-2.6765951308509175,2.255339708856018
-2.666744239263882,2.2390333255107184
-2.6615563422207753,2.1923879874592336
-2.6496675427495244,2.0750855768191214
-2.6423359163644236,2.0420336508266153
-2.637460135621344,1.9927623246960304
-2.634919482942439,1.9848605514195
-2.6331356639858425,1.994221133951185
-2.6212571494418757,1.9301873501275766
-2.6182311566846663,1.955620447798117
-2.6103940075198815,1.9558920707098997
-2.6049326423620824,1.9084197861184151
