n_harmonics,base_freq,magnitudes,instruments
10,4.6544438916499455,"[-0.20600599 -0.10448769 -1.29501231 -0.19786045  0.93057543  0.93057608
  0.05460909 -2.02725529 -0.06503948  0.72485351]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9987574396996717,-5.3462177460707805
-2.987763963572639,-3.9869400250200284
-2.9770606120718925,-2.3999514632120715
-2.975010629217543,-2.0247463342747376
-2.9732428015153882,-1.7544902658905777
-2.972258330438341,-1.625371538618271
-2.970932751757256,-1.398052875087261
-2.9692664514033105,-1.1195985909804753
-2.963526856150863,-0.21226163458062314
-2.9602623896338263,0.2902723812002933
-2.956579380902125,0.8118820507836808
-2.9456947890275833,2.1560808661124113
-2.9396143488786697,2.7528015845294838
-2.9305235988458707,3.329403955404377
-2.9193364621454725,3.590722834110638
-2.9174879295417098,3.5991879781205505
-2.914181212099729,3.5579353309359805
-2.898162790149144,3.0265391578501735
-2.88856197237834,2.524858578428857
-2.876853039785997,1.942170470380153
-2.8700707323680636,1.6269434838495913
-2.853977859362127,1.0674298704711975
-2.834655740869268,0.6861371026569719
-2.8324159051720823,0.6632017395218475
-2.8266986471779614,0.5466169502084826
-2.818149023614877,0.4254368097455634
-2.8180962882325007,0.42890375395993885
-2.812352801935717,0.3020921554902497
-2.8012548273674773,0.037200166980011724
-2.7952081518292595,-0.1380182802620392
-2.7890429087522657,-0.27932599291436305
-2.7836310292168873,-0.41264879586271286
-2.783548555199296,-0.4436581163741623
-2.782848382724207,-0.4238554859816667
-2.77074621983919,-0.6417193143268608
-2.77067698768951,-0.6015839012236321
-2.7699236807198178,-0.6263754286604928
-2.7681181852587287,-0.6192336079851115
-2.7598884113978293,-0.6200157117692856
-2.7558226889834234,-0.5565767575179631
-2.753435985264143,-0.46233890160577
-2.739015086200008,0.00947615561540974
-2.7381642745117745,0.07312662583181308
-2.731500495632793,0.45794984288650076
-2.727500198607953,0.6806491515983997
-2.725016153197216,0.8532592820701898
-2.7151629304765343,1.4251427476661953
-2.7118696288663124,1.6029135132834667
-2.7117501240722905,1.6320511190338423
-2.7110507726351254,1.6605514959771088
-2.7021437452523247,2.0570698229837547
-2.699469330327723,2.150526426820647
-2.694565181186875,2.2352505183271614
-2.688080959604404,2.314641520083727
-2.6720346547119562,1.859415705598895
-2.671441283366154,1.8056672136762348
-2.67113114542927,1.7847817811557514
-2.6650048454927235,1.3815570195880371
-2.6644808653038474,1.3228614509547416
-2.653763149760379,0.4298098625395804
-2.6483838379835576,-0.10478103999723841
-2.6433463120019933,-0.5816915587335194
-2.637781481045292,-1.137477805975715
-2.6317349639115175,-1.654224123125443
-2.629745576370723,-1.818702142423677
-2.626798764593223,-2.0494534212314677
-2.61532721461863,-2.6413514938149265
-2.6143188176054535,-2.6542771261978624
-2.6128694288769916,-2.691656934794653
-2.6109281399296584,-2.7253928804516065
-2.610214126612046,-2.744259869227336
-2.5902665099353444,-2.2180295309197553
-2.576822928535792,-1.0740712571913513
-2.575678915375256,-0.9669174761849784
-2.5755575990692177,-0.9906378944328078
-2.5705899408796116,-0.4405650211306754
-2.5635169625537735,0.3233937235831369
-2.5601325798090464,0.6633935221805963
-2.553805371469374,1.3513275566407852
-2.552417065746635,1.4406047754187927
-2.5432275601531966,2.22199036462546
-2.5397398494504575,2.43216602454987
-2.5380161307524913,2.5628068438985463
-2.5243385028217924,3.0103862369063514
-2.516183360897971,2.932975653613832
-2.5132272870113948,2.897840509670484
-2.509193216900504,2.7775978281891085
-2.5032553778886077,2.477527574216014
-2.503180269743928,2.415138201575059
-2.497789499460943,2.121601550078086
-2.4906772090582185,1.5533300831395034
-2.470967562583528,0.0003035085143437235
-2.4707093896917414,-0.040707079090358034
-2.4647164034180493,-0.466584312328892
-2.4555550226271206,-1.0000936062633408
-2.444915382799598,-1.4617769227712827
-2.442010399412043,-1.5104187768600104
-2.433141637307548,-1.623090949138709
-2.4312812943343314,-1.620180873986402
-2.428106271638212,-1.6099508862770464
-2.422916254893891,-1.5426227502105678
-2.4208315735733357,-1.4611428365638142
-2.4207326034237453,-1.488977794801901
-2.418666477625692,-1.446573015337717
-2.410850138469285,-1.1995954438133969
-2.3900105558214477,-0.15600294381122654
-2.3881226037794883,-0.03759660553121716
-2.375347973372243,0.687181843799954
-2.3695112570878276,1.0245307762873848
-2.3535935091434417,1.886908449493259
-2.349979521061358,2.0404788162151277
-2.3425113426272297,2.2998618647210956
-2.334657589597784,2.485996776025114
-2.3282134318791465,2.6023668712115158
-2.3240836754388594,2.625840138547479
-2.32357505907959,2.6119565350439697
-2.320919465670824,2.5929630070474103
-2.316565915230326,2.5389415770696164
-2.3050803808832274,2.2503416954237165
-2.283172786958686,1.0693116438524901
-2.2809762207309707,0.9227458259535265
-2.2784147432466106,0.7520598302018283
-2.2627996276108497,-0.24270603547447517
-2.2610964957098627,-0.3779370232499688
-2.260252233018,-0.40611328393159196
-2.2495556492663633,-0.9394755932693566
-2.244825581324924,-1.0722403362789972
-2.2262922290278953,-1.0833857995677898
-2.2104487531364336,-0.36763755350142213
-2.20526060953605,-0.03365683683971797
-2.1731100288989653,2.0243159612787713
-2.160604128359031,2.346168230232426
-2.1586711847477993,2.3619345453235168
-2.149993840759172,2.2526212921097892
-2.138488925033431,1.8182662787226826
-2.1226376577957904,0.8869544587978002
-2.1125654151295583,0.24238120149859135
-2.1042120609144592,-0.14071998185295417
-2.1038409694065714,-0.145939256883589
-2.099230018323561,-0.3055975245709181
-2.0978092329002394,-0.3316321645939667
-2.088460557423537,-0.41931737868897806
-2.082436080490936,-0.306355106841026
-2.0817321913015574,-0.29843540846961475
-2.0623420542944046,0.6037601116086757
-2.054084295053995,1.1353621154639835
-2.0539454742653076,1.157774705057788
-2.0509450259778874,1.3538359580971437
-2.046649763131115,1.6125624444784947
-2.0436167448686304,1.7613816665808955
-2.0378302983204146,2.0843176669522347
-2.0364716532294205,2.1217079701357706
-2.034345156400593,2.1731110268013114
-2.031724273744387,2.2288788365338976
-2.0303909184973694,2.290640074984089
-2.018002628713509,2.1711429253364383
-2.011996676861374,1.9393454600075108
-2.0080289780120095,1.6897941620925716
-2.0067701074261155,1.6109647725041727
-2.0060774905165184,1.5721035629693778
-1.9934560569504938,0.41750139758081883
-1.992769368542765,0.3458849741245715
-1.9834002143045149,-0.6572769650548068
-1.9829470431822191,-0.688956375871832
-1.967815586597296,-2.197031947409218
-1.9437475594425533,-2.904002140460258
-1.9372206945494792,-2.629546333717839
-1.9342422465149685,-2.4212647752202643
-1.9337876780405374,-2.367321403209854
-1.911082150802548,0.08385595160787199
-1.9042879323548803,0.9577960317021523
-1.9036799290280564,0.9958642148555018
-1.8911518011573392,2.3904760721838874
-1.8909448690764386,2.4134794058178515
-1.875286397819518,3.3030967419463204
-1.8737593462636848,3.3297111541163735
-1.872058129472637,3.3352530744935875
-1.8717253434650916,3.3149580589705825
-1.8660260758526102,3.2416693364528677
-1.8660096270016755,3.237094668987807
-1.860211081164846,2.991262189407925
-1.8601621667832489,3.017846874814072
-1.8565204996864464,2.7734412783521596
-1.8476720021455142,1.9902067598278825
-1.8474911379673653,1.936816047400018
-1.8403134561822743,1.1936333213016819
-1.8357269285176887,0.594798046164263
-1.8330121422908374,0.24152317712228458
-1.8311071442306726,0.038706913556108065
-1.8296621938194748,-0.1629929769738678
-1.8285185709947818,-0.29883073966554585
-1.8279852672290913,-0.3542085768563237
-1.8218296489918935,-1.0477841892984507
-1.8185748970963271,-1.4311688223991967
