n_harmonics,base_freq,magnitudes,instruments
8,3.3272618889919294,"[-1.31650379 -0.8638734   1.44677496 -0.27020996  0.27973718 -1.18471753
 -1.90512621  0.15737668]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.99342239884394,-2.2894586939373895
-2.989112190964483,-2.6854086300461186
-2.9810462189286318,-3.348590498525948
-2.9692456005736654,-4.281407962594183
-2.9630781488665754,-4.669155318233374
-2.9576470141212474,-4.931308867976877
-2.9546808920894154,-5.105049130018224
-2.9493288866357306,-5.333828653117337
-2.948909050842462,-5.32830094971649
-2.9476140881216417,-5.395014259479382
-2.944871295210375,-5.502612639864354
-2.9282731010899408,-5.797392790847869
-2.928093967008999,-5.793959365943772
-2.9241426082332693,-5.801012863819365
-2.923886639474798,-5.795025789421253
-2.9220693063099636,-5.759609011455655
-2.918552616506989,-5.740152591807517
-2.918170811167135,-5.729420041279624
-2.917231866706177,-5.802403188802342
-2.916620054545252,-5.770373731703451
-2.9101018723202627,-5.659200357523222
-2.9087935306143002,-5.62920974411994
-2.888422481178911,-4.947323675774905
-2.8835402286908787,-4.7325742214864315
-2.88094720008201,-4.584022270227905
-2.875759330176553,-4.386741865298823
-2.868916429371565,-4.073597255071331
-2.8477547760333066,-2.9921016331293853
-2.8427221440658084,-2.757917579859936
-2.842702370239924,-2.8006082130325023
-2.8325299262396535,-2.3367951628928765
-2.8288493175638116,-2.179660099427998
-2.827295821125431,-2.138005506650992
-2.8189467947386286,-1.8244267001407592
-2.818756162565566,-1.8148230381292376
-2.8151945454149576,-1.6853448111707061
-2.805813158258704,-1.4299386941195982
-2.7961975250108813,-1.2208378019824262
-2.7925280376227635,-1.12295726924292
-2.787671145808269,-1.0401751073893073
-2.778372223262548,-0.9218363738890362
-2.775808384580114,-0.8941863793785655
-2.7727350986547554,-0.8286216248042502
-2.7683496500729943,-0.8119881111308369
-2.76184372018269,-0.7164384714189869
-2.759667783154434,-0.7152784361225591
-2.7481029592240054,-0.6546840608536314
-2.7434624406035235,-0.6159042190845959
-2.7390634136905407,-0.5831757700894498
-2.731911453021985,-0.5215675518602707
-2.716721663323636,-0.36056581885022354
-2.703653424109074,-0.2042854891619183
-2.7021108939057505,-0.1752966408422034
-2.702017597949454,-0.17775506913424438
-2.7006086770580513,-0.1712565944447428
-2.695416096781993,-0.10509450936724286
-2.6918966846919785,-0.022726202183362437
-2.6899096416736317,0.01860409707573204
-2.683912248035144,0.09514023025244596
-2.674522826469726,0.27345669083493035
