n_harmonics,base_freq,magnitudes,instruments
8,3.627066141746463,"[-1.06999421 -0.32623015 -1.43756002 -0.57044509  0.30999043  0.12636396
 -0.66100595 -0.01425296]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9914644505957844,0.5462067143649385
-2.9914550538393323,0.5024973087224016
-2.9892334314734015,0.5553283520289315
-2.987450312166138,0.5892768713084703
-2.985794556785184,0.6251193904954655
-2.980423039796414,0.70335513472277
-2.9802415822919057,0.6942540416453058
-2.974515790067705,0.8348570369651798
-2.9728738901866025,0.8598897618146059
-2.971911586830302,0.8740882377696828
-2.969572149698015,0.8950280570552978
-2.951763336415273,1.3143671376330088
-2.9492009219010074,1.3290727458646436
-2.9437219205679765,1.4938322611934356
-2.935086485519311,1.6097831611901061
-2.9194221920196224,1.7706392491538452
-2.9189810238502694,1.8496770028565404
-2.9055665207889714,1.9767552897733216
-2.898751720162249,1.925105459103656
-2.8812862735598186,1.8919295574196404
-2.8703382366241352,1.7108063193208662
-2.870108563572572,1.7053143164444875
-2.868599205043287,1.6866607216197769
-2.8678191937406368,1.7039027507243103
-2.8650471908381814,1.6573152110633356
-2.84536571612435,1.3055649774400193
-2.8425787343051026,1.2094391451112543
-2.834610815443122,1.0299267676476196
-2.8302259519866153,0.9572063517866369
-2.8245749565753577,0.8737925019624384
-2.8192078266909357,0.8243546009820687
-2.8155338959252516,0.7322393864584329
-2.8102044966182893,0.6595353553201173
-2.7897353740881323,0.4724897785902523
-2.789562929973119,0.46406162533202044
-2.782220532528175,0.45064928313712893
-2.7689406223077313,0.4837549629632903
-2.7649108690410227,0.515454469922923
-2.734356945584337,0.6065660539127918
-2.7123279879348736,0.5835075908591681
-2.7117589838715404,0.4976683987205815
-2.7098364016253935,0.45494778047219087
-2.69447103360075,0.1926702319866251
-2.6926925554564303,0.09520519759320165
-2.6842732904095863,-0.15212094808703547
-2.6731648619621122,-0.607397872829127
-2.6730126583677833,-0.6800012350395833
-2.665550444249952,-0.9568574710100162
-2.6622522558933026,-1.1889076767704603
-2.6605436207272053,-1.2110071076495235
-2.6500905789293223,-1.8432479015104548
-2.634546563107058,-2.8222433725460383
-2.6318524644618595,-2.956729957622699
-2.631671721303558,-2.984222485904386
-2.619953065022573,-3.6785793358666155
-2.616248518050466,-3.8985001578762795
-2.609190201553946,-4.232833464025329
-2.6080904572655945,-4.253836653108805
-2.5955935246538555,-4.80124952983201
-2.5788110822461903,-5.165235347252363
-2.574944491061405,-5.110717120437849
-2.5659218318528385,-5.115622161598319
-2.562532000784038,-5.013869260731306
-2.557951226833266,-4.919970429743289
-2.5510449830494295,-4.64306552852672
-2.548116269719125,-4.58325910582521
-2.534084649392309,-3.877201185015887
-2.532656650120622,-3.717466714085352
-2.5305742719583972,-3.608063654572103
-2.5275324149367684,-3.4246345210787137
-2.524186130840267,-3.2113135804712174
-2.512977634587786,-2.3775932936914463
