n_harmonics,base_freq,magnitudes,instruments
9,4.703415890841765,"[ 0.92142109  0.18763087  1.22733703  0.36036336  1.40446035 -0.14978695
 -0.68882961 -1.4588204  -0.03795141]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.993900688031809,-2.0787629487332318
-2.9876319779061578,-2.2096279897084696
-2.9867512319082046,-2.232453935097369
-2.9820158524203038,-2.2748873727611385
-2.9775418469058845,-2.319701874605391
-2.967917915021486,-2.234538959409807
-2.9630240946480777,-2.1037801475805304
-2.9559163588379804,-1.8304741440050236
-2.9501559578545518,-1.5144140185150625
-2.938576233933023,-0.7271080843136793
-2.936582784862873,-0.5772998360297626
-2.93002220498397,-0.05557167967068842
-2.9289631841955126,0.01670442721153432
-2.9241865913731515,0.3944106418944863
-2.9148546397380857,1.0757717469386774
-2.90583331353794,1.6365424089962797
-2.904869390185551,1.6834923743823604
-2.9034248206044895,1.7572383870968806
-2.901279794402364,1.8418736710507244
-2.8956022336574216,2.0322470526472736
-2.8899970615254498,2.123316291439767
-2.8897526950641024,2.1178707180193954
-2.8889079556689614,2.126202453036867
-2.883624944003408,2.127417057668562
-2.860437651067249,1.1790943807657965
-2.852471148836027,0.660600472621189
-2.84194061757684,-0.03357320395515984
-2.836442095401196,-0.3484097244507985
-2.832014372510974,-0.5764113606251944
-2.8222116585401875,-0.9112329293970494
-2.81330380302012,-0.9482906883875074
-2.8018486499055473,-0.6380301154242671
-2.798274199639306,-0.4767028902341304
-2.7967814756138334,-0.36667787690565457
-2.794883973734388,-0.24608818232371754
-2.786713302411856,0.3640004337953199
-2.785373155876493,0.4690600821738526
-2.781698016494908,0.796089503688492
-2.7810552257906105,0.854243614687633
-2.774978473635408,1.3863512179815654
-2.7729771877620806,1.5865575629969593
-2.7722928871473904,1.658393896919515
-2.766713330960839,2.1348936685784716
-2.7564202744903623,2.9306909125874876
-2.747435873594351,3.372036501795755
-2.726334774998085,3.1503218814517857
-2.724534008430384,3.03141503245026
-2.722130491820928,2.8721699282178275
-2.721076978004123,2.7789925494761056
-2.707357749096872,1.312736380564207
-2.7014281296926015,0.5085908638435486
-2.6889227717736324,-1.316735700537074
-2.681106727039196,-2.4599916778001467
-2.674861651200561,-3.249292205470568
-2.665203895579751,-4.244662012292477
-2.6584648604108816,-4.69138939234427
-2.658066736656674,-4.712753992806584
-2.6436323505870982,-4.848337217864837
-2.6388256940975334,-4.6179941545829
-2.638758135153782,-4.62519253133916
-2.6320807851928705,-4.1254284646691906
-2.6125903043430228,-1.5724047327022037
-2.610697948474896,-1.2692661549372006
-2.610355002709607,-1.1984057775867274
-2.6028684232751598,0.06076333340089505
-2.6018821584575695,0.237782183271478
-2.601412090875124,0.3048936681689212
-2.6011928910353443,0.3498994083210449
-2.595395385710498,1.3400989943942607
-2.5902338402456344,2.202041338865708
-2.5846416198168654,3.0746403720204816
-2.58121140312464,3.5641069890495056
-2.5768008002801537,4.126741486181478
-2.572258762136689,4.672092053472149
-2.558910194599579,5.6709783542375165
-2.5520598804885437,5.918319809604816
-2.539706277418892,5.785970815241405
-2.5181267954996143,4.313821288355983
-2.5104908507316144,3.603524810072129
-2.5088189318557816,3.4433167860219704
-2.499151229792752,2.479149062801952
-2.492898169371454,1.8943293701433146
-2.4820548213130076,0.9958173944605516
-2.4711519114354186,0.27818627575065236
-2.4635674381678454,-0.10910840442690642
-2.4469867364584568,-0.665048811814817
-2.441524777300402,-0.7621351153141562
-2.439750525730469,-0.7888464231785713
-2.431627448524461,-0.8772559712142103
-2.420581659934632,-0.9943598120528557
-2.411472999254724,-1.076701113165009
-2.40607215386791,-1.1168262882926319
-2.404285440678209,-1.1139707142717852
-2.398499988364196,-1.1791000143954553
-2.393133233279724,-1.218528015811827
-2.3888150953548424,-1.2277813194362852
-2.3847556836090407,-1.2663065959666115
-2.3725102051337776,-1.2946310654735755
-2.3700088317828936,-1.3048578459501479
-2.360972035924183,-1.2651989418651608
-2.358502823851055,-1.2407790703689696
-2.3541676485501335,-1.199166532192311
-2.347452725545036,-1.1005069746716767
-2.3474299291432796,-1.1064543941011205
-2.344717481538554,-1.03321034884406
-2.3435566741824294,-1.0231876045290327
-2.337379932601176,-0.8859380027809609
-2.3316623902737588,-0.7284491681779733
-2.325484140513316,-0.5650678993249769
-2.319480453064837,-0.3869620142098596
-2.316108165903671,-0.2830825748737523
-2.309832169250148,-0.09853787068328515
-2.3076836381029358,-0.03379290044657571
-2.296331133414787,0.24061969736693994
-2.2939589745019298,0.2785886554814379
-2.2801726094860704,0.4860996361420861
-2.277141884659514,0.4975446887172696
-2.270283989222724,0.5364467240367926
-2.2555512345786255,0.48552722915030444
-2.249406746719661,0.4284106368170463
-2.242111306224842,0.3780248823785605
-2.236354677154477,0.33780065110582785
-2.219990083737158,0.3082458922121916
-2.2196315704411465,0.31020365163148894
-2.2123248236021356,0.36220438469208777
-2.211498743553941,0.3618417080210748
-2.2086721798534494,0.39538754018215533
-2.200767875861854,0.5136122794971466
-2.1942406441757534,0.6412167851664802
-2.1937933511051924,0.6403012157197736
-2.186123292967966,0.817063386599728
-2.176004588396499,1.0425709726236438
-2.1668081366454586,1.2582722702212519
-2.1615142698575807,1.3387638608157932
-2.1589838103085213,1.3747233144327529
-2.1527023995506074,1.4518058159711806
-2.1379219641213774,1.4536629960481087
-2.1279446560737467,1.3447418520130592
-2.1250195988858693,1.307663350759211
-2.1153972006045256,1.0981583684059497
-2.1041864747538264,0.8454756389854623
-2.0987510585346705,0.7300095166786016
-2.0904744212248696,0.5949394024564351
-2.0857210459437825,0.5307011212559931
-2.0767268416646427,0.46900300539323003
-2.070942874338395,0.47633324677026423
-2.0667764265347484,0.5151994127709357
-2.0660447791119054,0.5167562671950626
-2.055881416042422,0.6861365520991869
-2.0527176267880556,0.7464237248869767
-2.0368459029410704,1.178488171103052
-2.0307786668077115,1.3540526126086634
-2.0285417245190924,1.417096812246732
-2.023676608319866,1.5183578922115166
-2.0217166062240706,1.564420937433022
-2.019802337044629,1.6046833338251245
-2.0107972352492234,1.7435224904890119
-2.000797723729939,1.7525936967403255
-2.000128101321507,1.7440465640029237
-1.995888489257594,1.711616600028967
-1.9918739464251956,1.628606857430631
-1.9897713639267334,1.5899037040718733
-1.985606041256862,1.4843075184855703
-1.9779570989565323,1.2155165591518056
-1.9725022733277993,0.9818789497993794
-1.9669188938780453,0.7221829286000154
-1.95361996025686,0.0756271044869595
-1.9521501609542005,0.001201214106897379
-1.9335550723817738,-0.7436969447345623
-1.9218695054278327,-1.0132666427380541
-1.9209694443577325,-1.0108112624428955
-1.9142134446407304,-1.0717688525793512
-1.9093122902466853,-1.079437788025473
-1.9028774181072512,-1.0425620287291488
-1.89830057667657,-1.0001176773069724
-1.8861581901092233,-0.8072682508053193
-1.8846946941188825,-0.7791661670767334
-1.873143365222615,-0.6125976845486214
-1.850695019995434,-0.7381849359460995
-1.8433151965243963,-0.9419354064841373
-1.8415029502146016,-1.0131718816055486
-1.8371552234225024,-1.1690970070846283
-1.8326853894861446,-1.3647901275012346
-1.8323449546428376,-1.4016719027795377
-1.8276451381376815,-1.6285499592198538
-1.8267927404711173,-1.6740500634192519
-1.8207412817132917,-2.005114872982598
-1.818837573294105,-2.1126849348843812
-1.8185808997271888,-2.127062935763706
-1.809804302080006,-2.622164213736747
-1.809715712329965,-2.624742218052141
-1.8001600519154726,-3.1277588095973416
-1.7998371767452965,-3.126779440816754
-1.795253055974033,-3.3323180794755163
-1.7903633492431925,-3.510894090040054
-1.7827385013752435,-3.703242434723646
-1.7807361666001937,-3.748519849700358
-1.777259615710541,-3.7694348689355834
-1.7733471852091565,-3.7872923289303166
-1.7726657265190393,-3.7734373666075944
-1.7506857806759994,-3.251529341525328
-1.748252427534976,-3.1570855460169343
-1.7478741540418297,-3.1419920513280433
-1.7435722791810908,-2.932456604915209
-1.7382140519041374,-2.672803527626212
-1.737602141943627,-2.643951074152657
-1.7321371439152093,-2.3663073490206656
-1.7291319950605217,-2.217266479749952
-1.7236209735207568,-1.9584687424822331
-1.7197133591495737,-1.8165524624010145
-1.7188334558997458,-1.7749112544184307
-1.716454421317835,-1.6897225382366876
-1.7117422187202724,-1.5367325976384527
-1.697501263923203,-1.3090118626795497
-1.6930928258005336,-1.3161674067863625
-1.687815404833632,-1.3647664654078573
-1.6849901444188797,-1.3914127197359087
-1.6818482207325383,-1.457211982824465
-1.6811642345797706,-1.482856709946999
-1.6702705304377794,-1.7332746246559645
-1.6688542888283535,-1.8001837400810998
-1.644298554524983,-2.3168719777543187
-1.629863162314615,-2.174768868534567
-1.6167849724511565,-1.6471912563022522
-1.6120730873808737,-1.3904445807391814
-1.6042844231163116,-0.8368882345993495
-1.5971566920848792,-0.31121954953308123
-1.5919317222418692,0.10559637644901793
-1.5799474572265164,1.0236408975986533
-1.5754726678769861,1.3273175040069312
-1.5740680062962042,1.4102165163657285
-1.5692441086652233,1.666894959545173
-1.5692214047302333,1.6741869905550548
-1.5627308312969312,1.9453440289722088
-1.54359243488089,2.0387122906530517
-1.5411707869389426,1.9732073020524727
-1.5346321381953665,1.7453482755261338
-1.5300965806852327,1.5141580506159469
-1.5268286350517775,1.3277589899499085
-1.5263663341194658,1.2997641189349325
-1.5255698078510762,1.2591448279592865
-1.525363669071379,1.2483727592200942
-1.524402308657627,1.1806264609179975
-1.5208941990305243,0.9635094415572646
-1.5062118545768535,-0.022770010448859686
-1.5061358654668544,-0.025764288862761393
-1.4883035370226294,-0.8568878792460118
-1.477325253461246,-0.9631323016974145
-1.4567138349337034,-0.09273894351026371
-1.452548082531473,0.22365053034734758
-1.4490085853552557,0.5157979873996223
-1.4434305813683526,0.9893801151499325
-1.4395955446938347,1.3576266687226977
-1.4380236186737703,1.5135200920159937
-1.4368949553957706,1.6133814203122414
-1.4234495124230593,2.7243498509468718
-1.4024095060346702,3.5215821688506774
-1.400879817029895,3.5126841932177175
-1.388057580339931,3.00108184692483
-1.380446302084609,2.351594367057418
-1.3703631021518388,1.17581307255518
-1.3662249338345918,0.6033981268150486
-1.364991376498081,0.4326376284427964
-1.3522347494971414,-1.4366012419181218
