n_harmonics,base_freq,magnitudes,instruments
9,1.9188059014661265,"[ 1.73340429  0.42199438 -2.3354754   0.55390881 -0.21186788  1.83534416
  0.64533812  0.82393824  0.35373645]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9879834344863667,-0.5250616956474871
-2.9851410320816707,-0.563238708096825
-2.9795860383809267,-0.6757862924621656
-2.9767553117624024,-0.7482429354974932
-2.9681276441945137,-0.9358453443727554
-2.964745450482785,-1.018967296228876
-2.9636387686482903,-1.0486874924447291
-2.963263625834406,-1.0582345101617237
-2.9623333786668273,-1.0521106258697603
-2.9532622205286128,-1.2881060420202723
-2.952346974426792,-1.2819564992954235
-2.9453690401887034,-1.433392791732583
-2.9371011351730996,-1.5893652108313898
-2.932337465133738,-1.6811122821899278
-2.9314637472318914,-1.7470611150130186
-2.9235161654534796,-1.9128637018323564
-2.9121613610457837,-2.119208383550107
-2.906480549040886,-2.2039147679541125
-2.9045247615770036,-2.2694004396815823
-2.9032922827284926,-2.276315867314218
-2.893151458280646,-2.4803046369529422
-2.8847663472026706,-2.599113248200014
-2.872654244032325,-2.7539279806052583
-2.861494157916077,-2.9531335124398406
-2.8602128368847657,-2.9207480865658764
-2.8528766338875604,-3.001223513522405
-2.8508233419803797,-3.015639249752496
-2.8471440323773836,-3.1084662916253087
-2.8463174911669484,-3.0569613089623755
-2.845774661466071,-3.131930381082416
-2.8452129693383483,-3.133593044520497
-2.843249067777589,-3.1254310965618943
-2.831833997983753,-3.183651949235805
-2.809015352778289,-3.1863987024224993
-2.7999765641507013,-3.134579403654997
-2.793530525535444,-3.0967438406510794
-2.789204028347712,-3.0551691873632887
-2.7845002219041497,-2.9776924485619802
-2.7769863787556366,-2.9106443851881814
-2.7723810593829095,-2.8617321406145235
-2.771951786320154,-2.8120251961289675
-2.7546344650161965,-2.4685110603206057
-2.7530274487518405,-2.417575285823987
-2.7524647177862764,-2.42054428150399
-2.7470028568065077,-2.3034824800240106
-2.740874280437468,-2.1004547614559854
-2.7338303600239087,-1.93400713509308
-2.7285576601947277,-1.7622765530619602
-2.7254847370468074,-1.6599204035809627
-2.724747567738654,-1.6419208209501779
-2.7205220079541133,-1.503213831089939
-2.717495947294178,-1.365585101502554
-2.7069062384355744,-1.0353486511855958
-2.7069008496701183,-1.0449262817282186
-2.706103989758793,-0.9590372841116096
-2.7019643404234173,-0.8458319027350575
-2.695685990221632,-0.5790406295695701
-2.694162099487665,-0.5385108453782491
-2.6923297452140096,-0.4427932336233324
-2.689461626796324,-0.3362529944908333
-2.6894301076351956,-0.3625404905533817
-2.683429026024525,-0.1392229906388921
-2.6811655968780395,-0.0027590442072947183
-2.6805485389058115,0.0032756940024200832
-2.6751421602267262,0.2110593003308766
-2.6728807245512756,0.2920512684794774
-2.660399958144285,0.8383889645961027
-2.652906927033286,1.1087638954814394
-2.6408082722910757,1.566467024935342
-2.6315486368858867,1.9025572596533769
-2.628113550535468,2.0254996650652117
-2.627589498275862,2.018431080310123
-2.619639133896685,2.351046331443043
-2.617444379159722,2.367108849035077
-2.6130395638317543,2.5494739295422377
-2.601297224795172,2.8664097385250695
-2.5967191242624352,2.991902479789156
-2.5931511165186576,3.031390237952008
-2.592346028056779,3.0778350000550296
-2.591225168171719,3.0843454776736268
-2.5903288737367673,3.1378143586175153
-2.5733823298812792,3.4115794000793587
-2.5614466196749817,3.4696236408220975
-2.5468284900101636,3.4946090819800206
-2.5460821261219113,3.5313419418177516
-2.5380263019331375,3.4689759818215107
-2.52774006087602,3.452775301724966
-2.5255093768726127,3.3452473142025867
-2.520581535172118,3.314281751055858
-2.5067015715173193,3.004938740695875
-2.4998191496369158,2.8594304307620804
-2.4988281262835668,2.8283612800874307
-2.4944660780833567,2.7005270614473953
-2.4939033449498136,2.6836313695204206
-2.490052292236673,2.5856838962008224
-2.4640920074316366,1.7119738491959637
-2.457429001837939,1.421876027641649
-2.443993512712015,0.8497704476221775
-2.4390456404961443,0.6476119694659862
-2.4383692918897926,0.6218571596089122
-2.430976432203063,0.3163739795346879
-2.430534968040214,0.3160100403535414
-2.423662496907081,0.04445946959427283
-2.4231728770644354,0.034731918928523446
-2.4222853779404,-0.06257151186567661
-2.4215948540852748,-0.13607559290934002
-2.419162748492897,-0.16721402130991347
-2.4189185244740927,-0.19139705917600439
-2.4141000616098665,-0.36568898404852174
-2.409691138509432,-0.5312032289748946
-2.407488258690708,-0.6234688058865
-2.4019576972664645,-0.8288060690530068
-2.399083448258912,-0.9045068491227317
-2.395600888663658,-1.0848200392037848
-2.3923063260948885,-1.1855915236835115
-2.38006659563285,-1.6201961187022726
-2.3766884681964946,-1.7272298222019757
-2.376446232631266,-1.72306282952974
-2.3721713409564824,-1.8236377979921963
-2.3578653642604803,-2.161509304980066
-2.3350075420872374,-2.5784283675742694
