n_harmonics,base_freq,magnitudes,instruments
7,2.3274291246882695,"[0.60809013 0.69327075 0.8555778  0.48960286 1.91269991 0.51792079
 0.73130985]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9914650422220577,-0.6241393656092491
-2.9711844602513278,-0.950921738386025
-2.9511886484461005,-1.2827885758798225
-2.945582185179495,-1.3846803111360806
-2.9405552326253113,-1.4816661719011726
-2.937647106971958,-1.5408239091207925
-2.935687658337927,-1.567300080990214
-2.9325620680037834,-1.6216597247464892
-2.9309659335428164,-1.65915582709754
-2.928411399641358,-1.7011328058504662
-2.9253623570763634,-1.7478748887339282
-2.912517554221874,-1.9574260362227736
-2.908698485617426,-2.0131060501065288
-2.9037667726807834,-2.0651250543354926
-2.897718237594096,-2.139813592915588
-2.8893837114102743,-2.255162907881845
-2.887433230925546,-2.263079691285294
-2.8838971204066883,-2.3153108575827472
-2.880182768976698,-2.3496231592666823
-2.878841379205258,-2.3407614353553203
-2.8766063492329685,-2.37964086167232
-2.8679566707142667,-2.426990804174279
-2.861288686540507,-2.4835989883486786
-2.8578020732230227,-2.462868180879158
-2.840966762590838,-2.491194590280323
-2.824765044650302,-2.4401060142119353
-2.8056407006894224,-2.3112829329341467
-2.8021806604359867,-2.2660044006840567
-2.8004091507250974,-2.250262962890073
-2.776687110066478,-1.9470228229682245
-2.7751179904525243,-1.9660540735265133
-2.7709290018525206,-1.9004478611434665
-2.764423501844858,-1.8024366555464473
-2.763470508189998,-1.7827059075859681
-2.7594483254482673,-1.7415715339398181
-2.759156168418498,-1.7253326087560998
-2.7367380064583546,-1.3870187151586253
-2.727246031389539,-1.2739009867055013
-2.723957637198781,-1.2266649939630858
-2.723163236759356,-1.211822416236116
-2.7194899835532156,-1.1881026639551697
-2.7171042062478192,-1.128226412452629
-2.704632543628855,-0.9767021596066728
-2.7018385220544645,-0.9299774893488096
-2.692185097969022,-0.8514043646540023
-2.689276219226667,-0.8343065727097689
-2.686054239871835,-0.7793447855947171
-2.6842577436301536,-0.7845993705212309
-2.675114368285638,-0.7127603330419747
-2.6672469443570375,-0.6528190713704083
-2.6626197677783794,-0.6456313728138267
-2.6598335077242687,-0.6325792437811825
-2.655568512616456,-0.6105681107223876
-2.654750326421392,-0.5837436843165646
-2.6425332943728277,-0.5761773951543477
-2.6412405161227883,-0.5580428640415174
-2.6407941601627574,-0.5533427199284262
-2.6307332974700213,-0.5443741833890142
-2.6241755183557665,-0.5534580871404257
-2.6196040916850394,-0.5558424225099855
-2.616365398823418,-0.5783939446341723
-2.602053784486963,-0.602957454060114
-2.6006935068064285,-0.611420701948105
-2.5979466047181505,-0.628221573598258
-2.589901635315603,-0.65762963804214
-2.5872484084820453,-0.651869803223985
-2.5834686952018044,-0.6735536059053465
-2.5740606634762138,-0.7218222109412469
-2.561135354022972,-0.7822289141225955
-2.5591652327501357,-0.7954770134645566
-2.5491760377797874,-0.8372025582220513
-2.545396483705427,-0.8430505900693741
-2.530414613880879,-0.9167531283875072
