n_harmonics,base_freq,magnitudes,instruments
7,1.565816263384309,"[-0.16960876  0.08610223  1.11539952 -0.50677883  0.5552121   1.520048
  0.34010504]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9911887451813,2.426649016205294
-2.9876828789214764,2.416899937594684
-2.987055082761354,2.427528669821881
-2.985098560941066,2.402501414043973
-2.9749528948176263,2.3668487558741447
-2.9723441637277945,2.3514800349026364
-2.9722418713126695,2.351044458647979
-2.9718417683676943,2.339397782733406
-2.965141090170074,2.3214422207317127
-2.9633918739222587,2.2933015490856405
-2.9527087984102502,2.226134845676854
-2.943932818414239,2.149781954888384
-2.9247205521548034,1.963422561662277
-2.9242117377569854,1.966031454642793
-2.9236046276546346,1.9572972177435606
-2.912190913255425,1.8634671383874217
-2.9000070873083845,1.72035051720256
-2.8967985997769103,1.675011166644796
-2.891524373599661,1.626912191479459
-2.8858849177050057,1.585812878147061
-2.8789627156454562,1.5095937732156988
-2.8685129533554194,1.4053026720783366
-2.861544264455445,1.3274484429993103
-2.8610864831788496,1.3285617629411075
-2.8530208321211648,1.2570381826768509
-2.8467661259247716,1.2003319907415522
-2.8426587998555775,1.152115538473648
-2.840198870343993,1.113259679804722
-2.838643099570653,1.1120452274371835
-2.8361489172061667,1.082146249898549
-2.835398199988232,1.086264869272822
-2.8305972517573528,1.0432105029224434
-2.825024344777604,0.9969924971760915
-2.822236404460919,0.9834042478597571
-2.8088495781205673,0.8836599466120798
-2.808262430616687,0.8619784492670023
-2.8082485594965263,0.8664942257961145
-2.7987749254894636,0.7910340709954263
-2.797825353734443,0.805678005173401
-2.7966999385908275,0.7739915522788177
-2.7665589623041202,0.6449173670544593
-2.7657801385499625,0.625577317680271
-2.765695634425356,0.6332727565752139
-2.744705543701876,0.5722145993870933
-2.7331435840355702,0.5418129813231337
-2.7304495214762867,0.5324725545263738
-2.7234811531187173,0.5274282647368534
-2.7064949087405026,0.5214086600753144
-2.7021687625741055,0.5223579757109753
-2.701347125234659,0.5134069732557308
-2.700967998840745,0.5044827054768833
-2.698572514751617,0.5107551618537116
-2.6922868357297074,0.5076610140668398
-2.6888382245738125,0.5285714077988803
-2.6776496294995367,0.5141413583721035
-2.667816441789836,0.5156841905369721
-2.659113256752554,0.5308378655240114
-2.6589743859666406,0.5128650834716444
-2.652832120955461,0.536588831004134
-2.6508954063297194,0.5253123900991623
-2.6507892370259825,0.5228374595329174
-2.6505270887510513,0.5282231927048979
-2.6493738447062105,0.5192648311795719
-2.6486572698600184,0.527068427364945
-2.6461091872579656,0.527410646825063
-2.63956392508007,0.5210616920877604
