n_harmonics,base_freq,magnitudes,instruments
8,3.6913957560294284,"[ 0.69310216 -0.8374738   1.49425878  1.57870542  0.73272256  0.66155701
 -0.74780228 -1.57772728]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9930101146937673,0.7538186351293094
-2.9768999983628603,0.9652215088155325
-2.9768267200085377,0.95596386724825
-2.9744010060251127,0.9374869071760229
-2.9561929519531187,0.9754373917959185
-2.9518729552688194,0.9375744727162925
-2.9507299210089775,0.9164501318453206
-2.9381878276657822,0.6621563357845717
-2.9246166919272514,0.2598670038583866
-2.923145138531222,0.21694281150614161
-2.915668967624921,-0.09952235300216095
-2.902505132827767,-0.7532526148930822
-2.8997500501271865,-0.877510291870559
-2.883323449074345,-1.7573507598631115
-2.8815591387081176,-1.8686513642364322
-2.881398900483565,-1.8573064352978594
-2.8802480464483717,-1.92523115131372
-2.878304090736803,-2.0307784379105196
-2.878162832693317,-2.0588046713871897
-2.877077581406243,-2.0602968146981144
-2.8638827727092564,-2.7772594985172123
-2.8537840842659064,-3.213445739736163
-2.830650463704208,-3.8135308430706334
-2.8225809465793468,-3.886276649701139
-2.8161129390299737,-3.8379198159208894
-2.8037769567672868,-3.6394407884838906
-2.8035415664758156,-3.613594380094649
-2.7933570406567347,-3.3364273464400314
-2.7856474744036346,-3.0588008802928215
-2.782827275284676,-2.8767917543193064
-2.7780873209726193,-2.6505644451926154
-2.772694633610962,-2.4388962850078264
-2.746556827421742,-0.9446815358154175
-2.7391272036485788,-0.5586991750660578
-2.7385433983064513,-0.5295289352083792
-2.734578188507918,-0.35430202234700836
-2.7210088374770116,0.3312402733957652
-2.714173160570665,0.5107508194730189
-2.712821865119668,0.5857080201899612
-2.7103333066070716,0.6708733001898487
-2.707719470056472,0.7032779068509876
-2.6944150706042933,0.9814883399760397
-2.684461543781196,1.061521743930851
-2.67471112283109,1.1211832749330561
-2.672869712958387,1.1691341630783085
-2.6726692335080813,1.1046050585210685
-2.6703876199222893,1.0966484642482996
-2.6673971362519633,1.0738099717897187
-2.6661609435103504,1.1320359547928047
-2.6597516520087288,1.0514173597866188
-2.654830268633268,0.983492189642985
-2.651800102493154,0.9920081513564705
-2.649191406128005,0.969843602915789
-2.6417835077606604,0.9582430135350956
-2.6289326702153604,0.8956672985624892
-2.6131400393861326,1.038031141775368
-2.6072353145598957,1.1310459542658318
-2.5971289445838437,1.3602761110869925
-2.5964448624800487,1.3670758362927056
-2.5898100579448022,1.6309725010486853
-2.5866621737404443,1.779096164153262
-2.584515273948025,1.8960039609721075
-2.5834255506133754,1.878824834121939
-2.5760824198861174,2.2336070342623695
-2.5521331026817693,3.5532458822594775
-2.544093181640239,3.9864018526540907
-2.5387308818593697,4.304857104038162
-2.537113446210526,4.383817552189743
-2.517657618306719,5.203052205995819
-2.5164956652988133,5.195671446509499
