n_harmonics,base_freq,magnitudes,instruments
8,4.6170735158568785,"[ 0.85978704  1.44011651  0.82658916 -1.67490224 -1.64935399 -0.22979821
 -0.64513396 -1.01182304]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.999018741412555,1.1541029399140745
-2.99848077005373,1.1205332774778152
-2.9953677435999375,0.9478232927906859
-2.988818789065257,0.5780012973726771
-2.9705645462962362,-0.36052658461660475
-2.9624391268763386,-0.6918261137871428
-2.9604579234508734,-0.7692722340551468
-2.9595779352382845,-0.8095648873739726
-2.9583711683822513,-0.8381913771160894
-2.9497390480861934,-1.1054786483202383
-2.939581210324966,-1.3118613264771408
-2.9383126694141066,-1.3275277610601832
-2.9376127502865286,-1.3386829579060222
-2.9075975541143197,-1.435351196629807
-2.9068938606211647,-1.4350984395224633
-2.9055970116081262,-1.4329085643021442
-2.904721545853578,-1.4219005473301434
-2.902329165422475,-1.4023198912579509
-2.8925317734284013,-1.3086011188865265
-2.8895796407103247,-1.279764568599456
-2.8840413284118878,-1.203722493009296
-2.882864500074766,-1.1991757977950408
-2.8783284630837906,-1.1160869309574593
-2.87073586824148,-1.00374880813965
-2.8295433231993967,-0.10286797818687629
-2.829121908203983,-0.09353683859233282
-2.8193447687587727,0.16272008478460287
-2.8162739654516877,0.23149804063876375
-2.81007659087868,0.4015573416326812
-2.808279751483256,0.44969608527837
-2.7946044481423646,0.768869391668643
-2.7823818297062566,1.0002950977483134
-2.7799961296054105,1.0412224501275562
-2.7668343674312554,1.1647759569985978
-2.766465236946156,1.1707377989583205
-2.7650394383500063,1.1783265482465302
-2.758942279855141,1.1917507473249873
-2.7460762355481863,1.1487717577739802
-2.7302122519528393,1.0114708226499507
-2.7235009984950755,0.9350041277634199
-2.7224882328421947,0.9413678982045764
-2.711345322407303,0.8356158013373468
-2.681805810740382,0.9626483439383522
-2.6799982016627215,1.0017181373937283
-2.6701017295998817,1.2592641006641025
-2.666490189909656,1.370214328077137
-2.641976168142932,2.3620958415424558
-2.6390292424856705,2.4891367457465865
-2.634663129331624,2.6708401803532467
-2.632772266778493,2.748782659503188
-2.6277193078722614,2.945341754897139
