n_harmonics,base_freq,magnitudes,instruments
10,1.926495722962025,"[-0.96548694 -0.91543304  0.98469208 -0.57837957  0.3331502  -0.88140661
 -2.25556257 -0.8597453  -1.31373382  0.18440312]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9979912366920036,1.653365133216281
-2.9940755341219645,1.4483540396149377
-2.991700759802458,1.2902913366275108
-2.986980774694107,1.0121616002011888
-2.985990307316915,0.9712970249521048
-2.9840046556048967,0.840272509424896
-2.9790267484586903,0.5222421885812305
-2.9687656513158505,-0.17750372445004353
-2.9686133607997682,-0.18225841972708795
-2.9644878628620726,-0.4301674376454545
-2.961263348002193,-0.6292755066704503
-2.955356077218833,-1.0382077645734547
-2.9433304282174992,-1.8043141386268897
-2.942967281426324,-1.844733385352281
-2.941758091225415,-1.9418896292079688
-2.936167465834765,-2.2765174706378346
-2.9336083457197777,-2.4401861285390085
-2.932268185613632,-2.5273438154011307
-2.9301140639546057,-2.6562354993417983
-2.919259862337966,-3.215378662932487
-2.916952979694696,-3.330285308418925
-2.9095308607937844,-3.709888946630725
-2.903565215972959,-3.9559911426212757
-2.9009474053215625,-4.017143304532934
-2.900607129278254,-4.023639735013893
-2.8975987248353574,-4.154634233039172
-2.894585231382493,-4.269016520152627
-2.890020592468736,-4.372845189495451
-2.8868743825802685,-4.434378281538078
-2.8781913728611164,-4.587137028448864
-2.877292582511844,-4.580927047068641
-2.8623076124109508,-4.6649133163906376
-2.8456967023684285,-4.501205424328203
-2.832636602123921,-4.157732932805688
-2.829782842436931,-4.089411500029961
-2.810748916385851,-3.2715361652155734
-2.8014013181834416,-2.791351825298247
-2.7953527499601236,-2.4446909418851805
-2.783232174282,-1.7838890957576679
-2.7711696090970896,-1.0429023048642918
-2.752676774087387,0.034377564692099426
-2.7476850042168226,0.3550198143270492
-2.744619014815042,0.5469040353400882
-2.740514833205749,0.7323977942460839
-2.7396767021421793,0.7831917698188087
-2.7366028612888136,0.9769157460861347
-2.7318545584514924,1.2245997878323087
-2.72346042799198,1.6342743168802396
-2.7211958508728555,1.7414348497184697
-2.7133436746421684,2.026415730923475
-2.710555763990438,2.153641419499737
-2.7104165043673154,2.138062122911884
-2.701456780501837,2.477668064140923
-2.6987540953564677,2.528008945731684
-2.695211980032084,2.612203422378634
-2.6917567858721805,2.7336321646698787
-2.6828835981788157,2.8912982766366193
-2.6770731998247825,2.9928172478213373
-2.6769481193993627,3.0034442909915002
-2.6726696928922618,3.041449001415211
-2.671448321412097,3.0924829322697702
-2.669290773110399,3.0770508793182785
-2.6686267367538887,3.091125089037471
-2.663239644615313,3.0890595189434764
-2.66004729857847,3.1121687956731874
-2.659297830910292,3.118898479671554
-2.618063706641017,2.665837305925565
-2.6107114076270466,2.5636991101410356
-2.6088037575665988,2.5669802563402375
-2.606928364014545,2.5359027339954228
-2.578257796347349,1.9301796252561723
-2.558412892912197,1.5955915921444415
-2.5557779384366475,1.5770221430325067
-2.5546485359075044,1.5541703103452413
-2.5501769216560883,1.489827390903189
-2.5410121719352396,1.4193987873208476
-2.5329858788451904,1.3933919841540652
-2.529619376653945,1.3670709944950497
-2.528159135841676,1.3843498149222593
-2.527738844692686,1.357801334196864
-2.527241832435255,1.363333304931107
-2.5247567703208222,1.3540644586284494
-2.5236007405453114,1.3602342842747615
-2.515585641930761,1.3696992965124777
-2.4778416889937134,1.7631108247255831
-2.4773262952739454,1.7500167300890843
-2.4663999399636607,1.9276512312755927
-2.463838888354614,1.9730602127170582
-2.44656174638403,2.234042136378387
-2.4425755816877053,2.2973782209184708
-2.4394604967540467,2.4021781602150476
-2.4373076467638946,2.436686882348476
-2.4370536611431985,2.419227166433798
-2.4236878065419853,2.6159598529701635
-2.4233904240730615,2.630544067394747
-2.422478368811123,2.6000803252141615
-2.41993927550598,2.657287239040756
-2.4093411703489704,2.7209093266138744
-2.392895352907217,2.7722226315562954
-2.3911434497116084,2.7605737147077956
-2.3808612962524576,2.7220914462265893
-2.3790948618498384,2.697893382992431
-2.3751889231559895,2.6615604946745552
-2.349154618837561,2.135370948351951
-2.345976557318002,2.00506529831872
-2.344478337127544,2.0166853033453633
-2.3414549498357715,1.8554635461102487
-2.3356638781853913,1.7062555811230757
-2.333256418927623,1.6507117297228404
-2.328722469169925,1.4437758662661215
-2.326230842768062,1.307463724862252
-2.31407951047357,0.8729482202624562
-2.3033498079578902,0.34618505007716305
-2.302631285476023,0.3643534569617674
-2.2987003387354674,0.1666946801490574
-2.285512610183166,-0.49818218884914817
-2.2807356849519076,-0.7127272846980968
-2.273870722306603,-1.0359070737333826
-2.2709694626344548,-1.1986661423249119
-2.2697643653680863,-1.2312215902429404
-2.2572418243896966,-1.8077833046243164
-2.2549365538295323,-1.9229570208030613
-2.248120117336929,-2.2010433031765735
-2.2468450693700084,-2.253727995533625
-2.2426404187732434,-2.42620008750965
-2.2356022456315054,-2.6609934176106442
-2.227004721655621,-2.953524483795021
-2.224573741944093,-3.0228554870391013
-2.21697525222672,-3.2522666582281494
-2.203522787093341,-3.465154900102241
-2.1965415023319883,-3.550093503733543
-2.1851304086489787,-3.593363136637899
-2.176831126857385,-3.5592333100544518
-2.166287112296918,-3.442187221995816
-2.1658239541159308,-3.45074794499289
-2.162017408365048,-3.3845334130624867
-2.155891761265594,-3.281513299310959
-2.152858481107079,-3.204959687658266
-2.149258883058404,-3.1352882049983255
-2.143917928279496,-2.9704184007905097
-2.1417187084900404,-2.90838997500882
-2.130833562158891,-2.5558639078361103
-2.1303499236183754,-2.5239769048553846
-2.1231450804523218,-2.250535045985418
-2.1220673101752405,-2.198374835066815
-2.1182929680116143,-2.0649889850021634
-2.1114568788300074,-1.7730297061811642
-2.09526187456256,-1.0507688445456407
-2.094700049304808,-1.0464802705377816
-2.0931734854879904,-0.978155157600529
-2.0902740801525503,-0.7975088970178696
-2.078822260025567,-0.2877081180867208
-2.072911014141626,-0.015576014837355094
-2.0707853678222663,0.1143137536416575
-2.0642542649934397,0.3684775874767655
-2.0540494072163398,0.8413091420533644
-2.0502187460010735,0.9964802613306885
-2.0449147242123127,1.2078419343822049
-2.031525739227,1.7211167952488007
-2.0301121163525373,1.7375154238634252
-2.0119775997844798,2.2572519212592694
-2.0086347974803083,2.3790558727415534
-2.0066643071764023,2.4190664449357757
-1.995661205310326,2.618917769712516
-1.991790731272732,2.6663600931421048
-1.9819188843115867,2.812205296764495
-1.9771215178708765,2.8549064008601515
-1.964381807785135,2.8990738851387308
-1.9578132633148306,2.925779959992569
-1.9501129643425599,2.9104911542379446
-1.9457460908587771,2.9079934446508093
-1.9447708394002627,2.924818189786531
-1.9426567768697716,2.884087818684709
-1.9256795166331584,2.7406893585707324
-1.9253921605753144,2.7209340834774256
-1.9204380970380326,2.6810890339908253
-1.919919301835012,2.686107606688761
-1.9030481242205068,2.448475353986574
-1.9013130813256858,2.414945001124786
-1.8989572264142713,2.3578104376299223
-1.8963092484140869,2.3700026688000433
-1.891698260774651,2.299709175530143
-1.8856518212943985,2.2241633744350917
-1.8738316640374162,2.0032101197999195
-1.865981382377783,1.891835050482718
-1.8656210937086535,1.9019204525736966
-1.8632224219345956,1.8427812941862858
-1.8629977178674417,1.8449953693435803
-1.861316312609229,1.8248579030039958
-1.8583333548677123,1.763586062678887
-1.8536765036056695,1.6890081561385937
-1.8382261243705136,1.5016594910828869
-1.8293704143028995,1.3910223967269348
-1.8215610352165654,1.2955576832125988
-1.8128061815153191,1.2221494441268368
-1.8107268801825396,1.235427020143394
-1.8039553952113039,1.1529952606285698
-1.7996908338208946,1.076772290636403
-1.7677143892831308,0.9097461355736893
-1.754763876669447,0.8101459833939804
-1.7538984758024212,0.8036568830554073
-1.7423625469188782,0.7147637444300209
-1.7342995223737656,0.6479433275070011
-1.7341566732708737,0.657330151885221
-1.7229246174384059,0.6250016133450794
-1.7168006020139248,0.5758179690274305
-1.716236278926707,0.5869963050511234
-1.7157460232908759,0.5646469008675215
-1.7142175069778598,0.5515885565649932
-1.711205921353768,0.5395609021616672
-1.7037368947180476,0.4840300224417551
-1.6999475009289382,0.4814164951357184
-1.6947191219959945,0.4702420405838309
-1.6924084661269982,0.43127202426669536
-1.690492595187228,0.45778052787659246
-1.6882162588124356,0.3941983354968304
-1.6843949685279374,0.3868081008384766
-1.681018050859665,0.3733931890535295
-1.6801609514091553,0.31956838128822684
-1.6708053211000984,0.29463076718955067
-1.6699837590999864,0.2859069918223656
-1.667716580061863,0.25440206118289993
-1.666309326919188,0.29032578949278104
-1.6643666478830956,0.27012424341363
-1.6612418304209153,0.24843010268125068
-1.6592937127222913,0.2258060971399343
-1.654594369162999,0.19995284998580629
-1.650564758589068,0.1466617807175183
-1.635633751624918,0.04602751866803319
-1.632792366012785,0.01421413326633296
-1.631497356614475,0.06990059066461647
-1.618812907282631,-0.01476265679823163
-1.61126750301253,-0.02750054789889081
-1.5985321710834037,-0.09391580716171798
-1.5930655497977695,-0.08733904357932215
-1.5773555462159037,-0.07236470240581105
-1.5765864128460936,-0.11636572004344412
-1.5723200066906056,-0.04780182629966978
-1.5610972561668126,-0.031306917377481626
