n_harmonics,base_freq,magnitudes,instruments
9,3.5146824387847566,"[-1.83563031 -0.67922563  2.03288636  0.07291758 -0.1814641   0.52225532
  1.47647379  1.47551424  0.29245632]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9985845768711696,-2.3711304970212366
-2.9861705358089976,-1.5666642052058195
-2.975944284219236,-0.8746302289993885
-2.9746257695034433,-0.796803607177372
-2.9733229063651976,-0.7100376315834915
-2.9691851454218554,-0.44585610540100806
-2.9631919873569403,-0.09491056442196648
-2.92674382231458,0.9705079142406036
-2.9251077723433134,0.95231852200717
-2.9199940106909454,0.9027836581942434
-2.919018990409038,0.8848883702131262
-2.9121275549661787,0.7123142238314056
-2.91075224088807,0.6646417843098201
-2.897286593232014,0.08218124680404561
-2.8963846429740894,0.03820961711549816
-2.893563246391457,-0.12017738583613188
-2.885413318305483,-0.6150664558355494
-2.8843358895227444,-0.6784387554103679
-2.882979972565706,-0.770591212917915
-2.873960766800209,-1.3659260527573522
-2.8706473555167458,-1.5727443481544696
-2.8487461277096218,-2.8651191470005757
-2.8482491770223723,-2.8845196538738263
-2.8376961104615015,-3.2786603812971826
-2.834771866724827,-3.356521251565879
-2.8194027918414397,-3.481264270914878
-2.817612981742129,-3.4614969498674726
-2.810830395260632,-3.3363721387778202
-2.8097775463215315,-3.314831786402723
-2.8092690846436694,-3.295438032482473
-2.806002111597363,-3.1910075711616708
-2.7913769302753098,-2.510295828750085
-2.7910680949700852,-2.488739694601707
-2.7877582065333897,-2.294415966956558
-2.7820153824234297,-1.9117630088452024
-2.771894106696847,-1.1888901798676208
-2.77148005087448,-1.1615373255086336
-2.7667458330077848,-0.8012678338300164
-2.7588556045758477,-0.2198167510308837
-2.7552997447221586,0.045681833469756364
-2.754846527132484,0.07381743720917543
-2.7547040630191066,0.07877767372073423
-2.7513589964850036,0.3105225401569933
-2.751272619353257,0.31674603607741875
-2.749957945913976,0.4079752287369972
-2.7424057989606982,0.8686227512581928
-2.736470234549693,1.194320417373667
-2.711674356611514,1.8635397383539094
-2.7050186051936262,1.8399998933888393
-2.686719313678366,1.3493161884044138
-2.6844340450127637,1.2587827926291106
