n_harmonics,base_freq,magnitudes,instruments
9,4.719874087169778,"[ 0.3653236   0.54569307  0.09538743  1.00465469 -0.01365723 -1.10298493
  1.10266622 -0.55902188 -0.23065995]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.99860135407036,0.16483707107546416
-2.997382895934088,-0.019346976794116143
-2.9915060485437763,-0.8653947239672368
-2.9897921463027544,-1.1149449804196387
-2.979468959258461,-2.3470174105389057
-2.9776836564009512,-2.5177307980903345
-2.9691959348486376,-3.210581268000911
-2.9589711142776167,-3.6427969449679303
-2.9545048938085605,-3.682843784846619
-2.9532693325912427,-3.667440015258529
-2.94648490856543,-3.555564904066815
-2.93915411616656,-3.246499188194771
-2.9368932977116806,-3.123452742454512
-2.9354627837286413,-3.0496710172470216
-2.929749018858341,-2.6343967689047902
-2.9297390523079008,-2.654810499684195
-2.9246689990763084,-2.249976276049803
-2.915587856332845,-1.5228842331747663
-2.9129410614720257,-1.3300352364529222
-2.889086460899092,0.0712128660828842
-2.878140986056784,0.22801514536603593
-2.863359672833835,-0.05714409336096479
-2.857435218179379,-0.31044725098621545
-2.847264250216849,-0.8119803804317431
-2.829673044106247,-1.7804979575576498
-2.8260878178637947,-1.9531831486268174
-2.8173765414843794,-2.258086002171456
-2.8147108871280127,-2.3303778021170585
-2.8131095791128335,-2.366310040620332
-2.807754182873272,-2.4467029758980465
-2.7940656805957547,-2.3809346682467867
-2.7925149386699024,-2.3601366504623105
-2.790708686735739,-2.3086920360007173
-2.773880942466397,-1.7680557364883918
-2.7651494272806483,-1.406355432807443
-2.763367467414551,-1.3354264046092537
-2.7613858009421284,-1.2465153989614575
-2.760875189088988,-1.2410714661587932
-2.7543948886218814,-0.9860628516610184
-2.749907857938423,-0.8618063463480413
-2.7483102324053483,-0.8066756218820887
-2.7423584814220723,-0.6616782127179747
-2.739383890779999,-0.6196993054175338
-2.735747009102423,-0.5585518877662812
-2.7267728502468205,-0.474873826634704
-2.7222634354951407,-0.4629980982964513
-2.7106677436843034,-0.5085494500747413
-2.7016939050560103,-0.5790639799970997
-2.698218379669153,-0.5755980750624641
-2.69664628206971,-0.5817002488169233
-2.6962188053228244,-0.597430456139331
-2.693401689479244,-0.5989791760808365
-2.68604588610096,-0.5915956978051192
-2.6849720117473552,-0.5751260109479379
-2.683480593872746,-0.5666238986434452
-2.6739037033027397,-0.4200178950657208
-2.6723562671844023,-0.3726086088913826
-2.664449245318491,-0.15564784704352352
-2.6627430709998405,-0.08809124246318747
-2.6518387793085925,0.36276710372616494
-2.6489802390167396,0.4834463061501132
-2.646681137041231,0.596285215055653
-2.633400659926486,1.2485825089474456
-2.618813892577837,1.8060129559072748
-2.615583313236475,1.880268617807412
-2.6113852521165963,1.95440627707489
-2.598421901713751,1.9167937690024215
-2.5915766819385277,1.7070762687889414
-2.590251597186655,1.657902774286546
-2.5762703600033197,0.8883052801313462
-2.5692643346046777,0.37735147809168723
-2.5501114678591055,-1.1896655717086673
-2.539876101650705,-1.9570078793915935
-2.5374400286722785,-2.1056006707480375
-2.5364216292577786,-2.1614681286990445
-2.5248835774685956,-2.7081714659521654
-2.487559290368254,-1.9636852240419722
-2.4841705888593983,-1.7664850798291176
-2.478075879755098,-1.3333096296201585
-2.468858673345089,-0.6517021659007095
-2.4685288554302174,-0.6222709633356651
-2.4629306613384894,-0.2241706756831481
-2.4475173405729036,0.7587066080509121
-2.445976566350538,0.8069017398380696
-2.4251125646426743,1.4015312666544604
-2.407073700035337,1.196468845909064
-2.4046699065976935,1.1546811330930695
-2.397283728109532,0.9283566547063107
-2.3969921384183364,0.9013493328911679
-2.39350293531563,0.786888125305987
-2.3875111917240694,0.5424962319132011
-2.3771375069730167,0.13838390053317884
-2.376257068371892,0.09971876545651114
-2.3747141067815964,0.052602251882057444
-2.3510204368301957,-0.7664272751816021
-2.3496038456969224,-0.8147019326167085
-2.34793659537399,-0.859391130196331
-2.347494408887507,-0.8480788792674879
-2.3462150468700305,-0.8993266452753055
-2.3371610238220852,-1.1057229312734314
-2.3307110355804026,-1.2208071434877037
-2.3175044824323745,-1.4860159083823898
-2.3129643478617483,-1.5598407383661004
-2.292171646531116,-2.004987765427155
-2.290268589286251,-2.0435379274345133
-2.285933020754229,-2.1551706900540495
-2.2797268875380654,-2.277060806299292
-2.2707185306001163,-2.464413715193995
-2.2676415058879904,-2.5033717654183225
-2.2581127467383713,-2.6373133010131222
-2.2554565669760835,-2.6361412168935736
-2.2506375580220235,-2.649980114487805
-2.2440212318621446,-2.6390568747062013
-2.2390586116689035,-2.576209860297648
-2.2386332254676633,-2.572597892670042
-2.231468941872783,-2.422071512062028
-2.230887541498853,-2.407042852162855
-2.2278463836338327,-2.3036513414725723
-2.2265501100863436,-2.270338604366439
-2.215448260219957,-1.8285171981266533
-2.2117137090348624,-1.6535252580069544
-2.2056223207888843,-1.345669785230535
-2.2015702136765296,-1.1078853138305176
-2.199351535934624,-0.9827798265873312
-2.198676306704317,-0.948921553576508
-2.1844125404221493,-0.08978944708958538
-2.1814814717616864,0.0876413188008345
-2.1760179981437284,0.4038645421121959
-2.17160809407443,0.6476668429358949
-2.1646529416145945,0.9963986231566755
-2.1637585923172935,1.0386898378706197
-2.160570360416705,1.169527682763865
-2.1491045446348656,1.5979514601385714
-2.14790659884737,1.6265351937282042
-2.144167309971473,1.7428862742078954
-2.1426280797021384,1.7719041861938556
-2.133773834098961,1.9490203225590492
-2.1279639169969107,2.0309756221769475
-2.108501899688139,2.07523844878855
-2.1051494552878225,2.0678246174872137
-2.1044587466227864,2.0466969726045927
-2.1030389787193657,2.0459169827853843
-2.094181132709952,1.9794874481044893
-2.093625994897164,1.981006751920914
-2.0896651621468862,1.930310385168693
-2.0868981014972254,1.8939690747894629
-2.0859028942559323,1.8925857006755136
-2.0853281586933825,1.8897075794382343
-2.0650270267934476,1.470092325313318
-2.053697634138193,1.0947118902275854
-2.050310377918761,0.938128008975496
-2.0464490129151294,0.769644341918895
-2.0461526468995364,0.7622854031903329
-2.0460080451458404,0.7513872759776741
-2.039353305501305,0.4089792876224615
-2.0376946460318246,0.3262161643593012
-2.0357348881004063,0.2287257489512669
-2.0273121485063177,-0.2870193920118214
-2.023050422365217,-0.5710452275346677
-2.02034370098171,-0.7659470277113702
-2.0171142661101182,-0.9671970095048892
-1.9974614533699993,-2.26330308380771
-1.9957370669654584,-2.3445550319458555
-1.9898199260322509,-2.633461777188998
-1.98933756796629,-2.649049952527626
-1.9771628984401244,-3.0122446579742137
-1.9734849721289822,-3.0418181121438783
-1.96189490940122,-2.846532349906944
-1.9578180615519376,-2.678346232043028
-1.9572116020999097,-2.650051574404969
-1.955513463605553,-2.5668442342122115
-1.9442177355695247,-1.7438357811811775
-1.9345555174851319,-0.7966253605526709
-1.9337587819493156,-0.7026825093608041
-1.9293028797969929,-0.1916871523827207
-1.9276038057499534,0.004714709312018339
-1.9115782565242754,1.9371996013020982
-1.8849312972049919,4.2328981224058175
-1.8799395731755812,4.387449275205709
-1.874502932554334,4.4629218765765515
-1.8743894973698185,4.464608238732734
-1.8688873235594314,4.421443182546118
-1.8613440414117397,4.192120155821546
-1.8596428294278673,4.105760480087686
-1.8551615909772825,3.8628799018950515
-1.8496749150449896,3.468109451815471
-1.8489976073478671,3.4328401068646355
-1.8417412409603544,2.8368814566576335
-1.8412151467323128,2.7735294902751026
-1.8390670001831901,2.595931164757609
-1.8376450227835395,2.4594923166753375
-1.8374370017119972,2.4514731372602805
-1.8347396372258213,2.2095855856433677
-1.8322263020294471,1.9807010430812229
-1.8302482699307334,1.812603939254523
-1.8289076065595766,1.7061789864823391
-1.8248252136534433,1.385069267758247
-1.8110441309219805,0.49900755288625487
-1.7978088858277048,0.22116248694638624
-1.797661357115834,0.22130697023784693
-1.793987200551595,0.2762456206748467
-1.7939567915947152,0.27010813914712184
-1.7897465472766352,0.39561175231169116
-1.786844997944078,0.5006804859038281
-1.7845074263791176,0.6154827287168597
-1.7829413067615574,0.7136490034921698
-1.781885675829384,0.7839113319909647
-1.777414666989381,1.1014267914730653
-1.7728406862661674,1.4743805306415292
-1.7720617309963786,1.5620636235870928
-1.77129722051569,1.6223415341618452
-1.7604561186161614,2.7151836225905024
-1.7547870313324894,3.303164204550761
-1.7505806331084726,3.7425777273573595
-1.749693064979063,3.81556623285649
-1.7436202886563428,4.398096329830827
-1.742035305611569,4.5333639774119385
-1.7213275945581827,5.520771463845657
-1.7206276991097735,5.517559686932405
-1.7165864602125236,5.498141765692311
-1.7150557466769922,5.442451040358165
-1.7147541316662798,5.4664380258524465
-1.7131250228010917,5.413474141529098
-1.703571010576723,4.872563842907218
-1.7034267849616396,4.86647075066378
-1.6981032251300652,4.379022701031564
-1.6942450919902783,3.9642577809062227
-1.6747088070723988,1.2775807178282983
-1.6654449667846556,-0.12337240421254914
-1.6596447554761122,-0.9601202357063006
-1.657957743878097,-1.1851188358763936
-1.6498601281597887,-2.1779266098895254
-1.647628382638354,-2.421231178627319
-1.6468266447657456,-2.5000006597740243
-1.6401793836794851,-3.0598271247509548
-1.6117207416963975,-3.4427230790784207
-1.5981382225069134,-2.6170113189785975
-1.5976018538363457,-2.5723536660649224
-1.5909632129928555,-2.0532386686460047
-1.590763174254886,-2.0543281293886047
-1.5843176073973608,-1.5206378408506347
-1.580168459382937,-1.1862184868252599
-1.5765928253729178,-0.915676943968759
-1.5761196917548497,-0.9047454685432482
-1.5746764307012777,-0.7854922698855388
-1.5690113390925033,-0.44145076680712053
-1.546628587696523,0.23835990657968278
-1.5365724303982844,0.0917193993904285
-1.5343476333847488,0.039819058497068974
