n_harmonics,base_freq,magnitudes,instruments
10,4.652667499804187,"[ 0.57592475 -0.23168865  1.77182965  0.82877227  0.47167824 -0.32182654
  0.73351175 -0.64693262  1.10086497  0.87345409]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9785337585304177,4.027183539712766
-2.9769987854564413,4.107415675370552
-2.9737713124110003,4.264285699473088
-2.9701106408647178,4.349499703769455
-2.966755471521065,4.4753745889434065
-2.9527942297542227,4.788032232173606
-2.9387412727018742,4.8798697795555555
-2.936917719054561,4.90429477360501
-2.9366954767446565,4.875851018549297
-2.9199931542598128,4.652795488036299
-2.915569611243947,4.572825701788731
-2.9107493053474367,4.363248502497858
-2.904501836324862,4.068854079440036
-2.8870342834159812,2.9406768292453416
-2.875086209025432,1.9228346938710121
-2.8717043119980223,1.6253291426162295
-2.869616205028311,1.4292232191268668
-2.8672806226207634,1.2384216181014378
-2.8643200012225156,0.9899877188683743
-2.8588224613973443,0.5618745974702963
-2.8561456825184166,0.3056791518831154
-2.8460574126692104,-0.4184234478698536
-2.8415941758596475,-0.7387033242241876
-2.831717820558973,-1.2269567579109297
-2.8288487518100665,-1.3440498390927749
-2.82846870523498,-1.4075981973687506
-2.827633756839411,-1.4791390394229058
-2.8182691480400726,-1.7578109831567124
-2.8145378607301654,-1.83630862040596
-2.7997840634597546,-2.0606972698458423
-2.7869169009072996,-2.2352854592664517
-2.7765775213489454,-2.379523487645061
-2.775316844316944,-2.3850626778454918
-2.7713610593989584,-2.469152243961552
-2.768444408120695,-2.565143409678655
-2.7674496355213103,-2.5785726123692654
-2.7654062443074414,-2.680951759593419
-2.756984169203214,-2.8502080095182634
-2.744112096553597,-3.2928709067089965
-2.7335473874677554,-3.517505551977619
-2.73310413660494,-3.5170137556412056
-2.7329678455050614,-3.5701174305079664
-2.723153511580258,-3.6339524448856086
-2.7224774534339504,-3.64186568709702
-2.719680177764327,-3.6574247266977187
-2.7134892202611973,-3.5457653750145806
-2.70491902829276,-3.340573365635451
-2.6997603989728476,-3.1214273077329544
-2.6922991606403706,-2.740021685581582
-2.6902761902061276,-2.6101632845865144
-2.6884500936222167,-2.505403229155402
-2.6869333872215573,-2.3672759548726976
-2.6846903183347366,-2.2126635026641015
-2.6690597637819518,-1.0175628233170053
-2.664003317417707,-0.5406938277858283
-2.640778830509917,0.8322980237938092
-2.6315784372180366,1.0866902998638395
-2.6195425238334185,1.0331798319669843
-2.615331331606202,0.9714320334106048
-2.603259532036775,0.4380346601562955
-2.5948259204771027,-0.01772590090300269
-2.594322614204935,-0.020973547291248618
-2.594156860944902,-0.02536182900964443
-2.590995083943201,-0.21103593107883642
-2.5891885984356993,-0.2842848244519387
-2.579442126794987,-0.929920291047635
-2.5773149891461786,-1.108159535724295
-2.576609878710214,-1.0947123581874576
-2.57457974665632,-1.2028956810509368
-2.562339224580051,-1.7678437469432529
-2.545420193208667,-2.3206321980389992
-2.5347331200743017,-2.4867189317531078
-2.533537460957504,-2.527300064460756
-2.533507186282746,-2.4707390826089806
-2.532268761743534,-2.4656002519795512
-2.5034497444935813,-2.304028391179471
-2.503241248449145,-2.3105165365889366
-2.4966363142636903,-2.1409988597092626
-2.492005009344444,-2.0925762781213546
-2.4897513420313846,-2.0460194215519767
-2.4843884366935223,-1.9443505430006127
-2.474265285028168,-1.747121917717971
-2.472595032259098,-1.7121152405340587
-2.462933243202724,-1.3869848480346523
-2.459170510527096,-1.2401422180584865
-2.454749356176274,-1.0065112362101591
-2.4472413374192543,-0.6930328793238586
-2.4440221401466884,-0.5376819466020825
-2.4423716412737595,-0.48423417285737025
-2.4419547554473624,-0.4431632771741337
-2.4356530661901536,-0.10365134623122929
-2.4348809317371627,-0.08340447936799503
-2.432378290060579,0.016849335318127746
-2.428989394687347,0.278257846414958
-2.4162539262385643,0.8912889741596393
-2.4121389825038184,1.0606465065117896
-2.4041443441407817,1.3522690956687422
-2.4033403376058864,1.3227377405289298
-2.402766158341573,1.3808518489658914
-2.4007793277314384,1.4142245181747897
-2.396871132094232,1.432059366510857
-2.392653418571099,1.4768925189065967
-2.3866985150434674,1.3730502127593271
-2.385460923618176,1.3523161584794527
-2.383797710950305,1.322383202671926
-2.3538353493398727,-0.4396560159310412
-2.3516083941268535,-0.6103963054011035
-2.348635344584359,-0.8332381839832849
-2.3426496760991338,-1.2500136587211361
-2.3399240535589874,-1.4930427357052853
-2.332507632914557,-1.992237987126327
-2.3283256993672077,-2.1909960977982386
-2.3262661182516444,-2.2979226064752085
-2.325606013690909,-2.285490892547963
-2.3195874900314366,-2.49687143030532
-2.3026770499975493,-2.255728844837372
-2.301595918004808,-2.2606407414599685
-2.2956629077926456,-1.9301219641918088
-2.2895030905089198,-1.4813505356136192
-2.2861024008378896,-1.219798676219742
-2.2849535845393163,-1.141690166096842
-2.277604061983375,-0.5128372294793686
-2.2744900709052827,-0.1526055916150546
-2.264237579740593,0.7541116443382057
-2.2533389031794835,1.5695027392036924
-2.2444412841109265,1.9660464250931529
-2.2307811587256845,2.123945972722106
-2.227288522055856,2.058565821446507
-2.226577173764194,2.0296553806847495
-2.2243957613548577,1.9144804878871535
-2.201615163229606,0.7155837795071781
-2.173759373711829,-0.6524025184457801
-2.1683285040302844,-0.6728603717260593
