n_harmonics,base_freq,magnitudes,instruments
10,4.156622265298454,"[ 1.99875221  1.21691141  0.08172893 -0.15060595 -0.70053381 -0.86476729
  0.40239141 -0.72027507  0.79501663  0.18954422]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.999434191675254,2.9704297882645196
-2.9989534099319135,2.885016269444128
-2.986646415842547,1.2019998934680995
-2.983922602824844,0.8154311930008811
-2.9752564213240102,-0.28577813092357085
-2.9558502559004847,-2.0798177745073683
-2.9188133409541326,-1.8685240760848836
-2.9184254891539387,-1.8438417835243874
-2.9153770225429123,-1.6507030031727072
-2.913705416031459,-1.5293229908487398
-2.908334841483096,-1.1655614796424307
-2.9034974723612756,-0.7758531910933691
-2.8977035107790403,-0.3333444545218549
-2.8951111929345936,-0.14372750450135058
-2.884111430890305,0.6790384185655756
-2.8570160669639804,2.065972865222807
-2.8507130346499765,2.253739869896126
-2.850711733925369,2.2478912854026833
-2.845818769792661,2.364288036933918
-2.844517675761154,2.3729336471849876
-2.8395828481035155,2.4322786286536657
-2.8346804186623524,2.522265910612217
-2.833707183620572,2.5316498062298685
-2.83345846685964,2.534086149323495
-2.8330772333435137,2.5145063679716144
-2.826661100648912,2.583788659608003
-2.8230092756457257,2.6039148421728844
-2.8215066232186397,2.60432769658594
-2.818081470347681,2.6079677391813383
-2.8135473602982133,2.6362667133079705
-2.7970066606232704,2.723341359133948
-2.782365946494119,2.775671973588975
-2.774776463898456,2.777251481860702
-2.7705606324189045,2.7567317236248488
-2.761308623598296,2.6756051995389085
-2.7444990954957187,2.250156069637531
-2.7344864555022257,1.854206653746925
-2.7331351566394835,1.7437733593881972
-2.706924019888073,0.1726288012119295
-2.699404441640622,-0.33898607761927885
-2.6986706933836926,-0.4101420734358121
-2.6689652954962604,-1.9471559550985962
-2.6622403906801124,-2.123187755906814
-2.660616525484085,-2.163183173297834
-2.652967250470031,-2.275544892400255
-2.6292452621539173,-2.132332011608207
-2.6243483313093057,-2.0575532328592954
-2.6126171408437524,-1.8765097170526295
-2.609057932497226,-1.8241015551132411
-2.60856742596134,-1.8055541795953114
-2.605980674505267,-1.7844887497884343
-2.598705834014009,-1.7312872900792309
-2.598623657685087,-1.728224962309759
-2.590959523481002,-1.724839152109022
-2.590683028455807,-1.7173924611020979
-2.5891182306191722,-1.7432563728781945
-2.576016818981228,-1.866561442267594
-2.5744465806501395,-1.89921211551819
-2.569073324616115,-1.9985711856955135
-2.5632465838948795,-2.135127583896349
-2.559289788966721,-2.2279828075653887
-2.558963407435745,-2.2227152437010056
-2.544160385050395,-2.5915266875139293
-2.5383510744679008,-2.6785547457476273
-2.5315626813279457,-2.8258507347693342
-2.5309926794554976,-2.8084313533937806
-2.52875522904759,-2.8207809018316086
