n_harmonics,base_freq,magnitudes,instruments
7,1.4803923338828913,"[ 1.1067225   0.91893068 -0.10450434  0.82027858 -0.30083844 -0.87807595
  0.25875243]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9989742091249245,-1.5411502360318683
-2.988051216944843,-1.5348621689816113
-2.979007496085103,-1.5201672421292367
-2.9776231263719772,-1.5164526929261093
-2.9716259573916,-1.5057682208028367
-2.952556228748683,-1.4027702123064218
-2.93710646612451,-1.2761307942581726
-2.931736508371602,-1.2102262329115294
-2.927276572527566,-1.1573841550193844
-2.9229552131515346,-1.098295156841935
-2.9128209214568663,-0.9873044968783078
-2.90779273551515,-0.9045987430297786
-2.90364780602434,-0.8435324186207905
-2.888198351214262,-0.5671846362527938
-2.876025623833214,-0.316563767271371
-2.8572197624087132,0.1038627479453836
-2.8436705875985195,0.42372077702672545
-2.839708326439091,0.5415363383963575
-2.8377042060596045,0.6129452366513877
-2.8345052882271378,0.6718805846510953
-2.832095989016531,0.7264734615787596
-2.8281069414318303,0.8585812828125264
-2.8204932280817765,1.0378886484362857
-2.8198830892554425,1.0799912706521964
-2.819647110344239,1.0820364691945132
-2.814410450878917,1.2340815035589507
-2.8131311142496696,1.275134776624196
-2.810952049354489,1.3335951707477305
-2.810442791887805,1.3421733932962046
-2.80996179533558,1.3604720848670437
-2.80711979661931,1.4414458695268129
-2.7995163771886302,1.6904331770040648
-2.7930226550772543,1.880782277767795
-2.7887299799250784,1.9863707074869594
-2.787001672071524,2.031400197629057
-2.7842372667368416,2.120041157931834
-2.7807582444764307,2.2448076666293266
-2.7799290707398834,2.273954738760852
-2.7750165070289583,2.3938383103037033
-2.773419490717317,2.4630650540074828
-2.770223369888339,2.540951030180306
-2.7639922471540768,2.740528734657746
-2.763605854385786,2.7363314464983057
-2.7570435447927104,2.9442223736303395
-2.74237310617427,3.3550954825838515
-2.7330007909684375,3.628340902341691
-2.7123727219115783,4.188481104871547
-2.71084983567018,4.209624784001373
-2.7088729871249027,4.272739021286109
-2.704874310429158,4.365129671463623
-2.7006645579688984,4.452864774896045
-2.6814889573614566,4.908226641581956
-2.6772119172391537,4.989417945135898
-2.6770733843135117,4.98700234285245
-2.6759700957090855,5.00768266069297
-2.664934316873719,5.192313610896591
-2.6526197482765994,5.403450884569391
-2.6435029500414817,5.5421177075419665
-2.6425480536502226,5.525115753642366
-2.6318629570361542,5.630733862059839
-2.6305269707491323,5.642931147411941
-2.6292884065896027,5.647105080314623
-2.6184845151976672,5.7493192379839835
-2.6098672289714435,5.769922608782479
-2.6076115242897107,5.78427813496135
-2.606595716734264,5.801426469027219
-2.590407214703076,5.773758710089527
-2.5723720800166188,5.713079309861466
