n_harmonics,base_freq,magnitudes,instruments
9,2.107227695585915,"[-1.86855344 -1.08264618  0.82866022  0.98506744  1.48820168  1.16339364
  1.51909348  0.85329452 -1.10381296]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9886326773718017,2.731916657067614
-2.9873955732034396,2.7064118856864785
-2.9861271201740234,2.673244145066762
-2.978120199681044,2.431229741235076
-2.9637204663332395,1.9491715726909833
-2.9593538307169465,1.791141014567024
-2.958416762567781,1.748052653294205
-2.951896031261529,1.485416346496256
-2.951648691615424,1.4738301561294598
-2.9480186894563074,1.33015612031467
-2.9431365415392947,1.1165931840207621
-2.9345036013428945,0.7500495854564516
-2.928355489940638,0.4637758753372675
-2.926976024183263,0.4113996875384223
-2.9241367493784987,0.28540730902007244
-2.9169769854581595,-0.02860228208150402
-2.9094671905047758,-0.37155925592570377
-2.903352645362618,-0.630962618717535
-2.9017196518625687,-0.7068756253359717
-2.8976272767310665,-0.8748862415425342
-2.890001300951221,-1.1886735000114774
-2.8827943470616644,-1.4720563533800113
-2.8783634264844,-1.642197075055836
-2.87077155716974,-1.9025102993710779
-2.870056277999721,-1.9179156012882688
-2.8692599640127656,-1.9481703373559764
-2.8649364341629626,-2.0744677273873013
-2.857469500041815,-2.2913084606432936
-2.854054376677176,-2.3782890455808654
-2.8538761387093974,-2.3727828017440724
-2.8510825138734317,-2.4502590264624136
-2.834694293868076,-2.7465201720502233
-2.832333522079979,-2.7698292918507565
-2.831449100284498,-2.787175468985086
-2.8300218517772464,-2.782143602378012
-2.8259975938886672,-2.8343262915674847
-2.8238662245582007,-2.8442394031041283
-2.81816311373056,-2.8589634534533324
-2.8150227250091424,-2.8665958715912727
-2.8087054892009737,-2.8583678557791674
-2.802378347974506,-2.8265690654913933
-2.796916444548497,-2.783701527732925
-2.794685660504297,-2.7595808364453798
-2.7819323106582905,-2.559054050717337
-2.774886036560389,-2.4300018395410294
-2.7720132413116954,-2.356644877908349
-2.7646856508546334,-2.182696982450356
-2.7612176016343373,-2.0895788539701017
-2.760160659533672,-2.0651226275109296
-2.7566794434871835,-1.9625332278816732
-2.749168508996166,-1.7489213864860522
-2.7491355651409295,-1.7378108475571867
-2.735988678003703,-1.3278061132633654
-2.733919498192291,-1.2570175224282054
-2.733685631423829,-1.2534242531815327
-2.7322950509801576,-1.2003255453748132
-2.729164333400548,-1.1093205830864472
-2.7157671567889716,-0.6797997641630176
-2.702089674571943,-0.24697890103231454
-2.6941021730495733,-0.011273717774212117
-2.6926060362695203,0.023484793441276377
-2.6862732409532883,0.19817343499813683
-2.683888678485403,0.2652812785581444
-2.676068182901844,0.42950471774600246
-2.670297071421047,0.5433316206476395
-2.661974840952242,0.6862492703464422
-2.660679517523178,0.7040432607300688
-2.660404109723123,0.720792574782336
-2.6565115745916263,0.7637735847934697
-2.6516184930020277,0.8118433578839237
-2.6495911538663286,0.8302391828643171
-2.6431649017203287,0.880575446217624
-2.642480787239159,0.895321288298037
-2.638961731357824,0.9033419502285164
-2.634553269365689,0.9158880500836087
-2.6338326509711756,0.9069139404097631
-2.6327060523128782,0.9157373869947874
-2.6293222027051097,0.9163658859994182
-2.6191780884699405,0.8788786526030022
-2.615524706918938,0.8345424879211957
-2.6138892652893952,0.8257936302146386
-2.6120379025941824,0.8031436766468907
-2.609520210059875,0.7779552991542855
-2.6066576088215667,0.7339865550987049
-2.6006053091363697,0.6522731736659189
-2.5932656947319854,0.5167795786064527
-2.588333886216594,0.42297072099235533
-2.5842422174107758,0.32706412149254793
-2.567791624396566,-0.07837983608589551
-2.5653812077800158,-0.1378233874583138
-2.5536906067352234,-0.46584984813693436
-2.5498735515060287,-0.5850061068404955
-2.522463898858829,-1.4009142415958653
-2.5103472225123795,-1.733933290043087
-2.503143824916494,-1.9257266913928872
-2.496261398734302,-2.0946074269147967
-2.4939801822463474,-2.1429380801934554
-2.4787354836346376,-2.4620711992183844
-2.478597934215183,-2.462266337570617
-2.461106798660916,-2.7172413683880183
-2.457384841928321,-2.7517528809910816
