n_harmonics,base_freq,magnitudes,instruments
10,1.040860388140751,"[-0.55221524 -0.13764102 -0.27963871 -0.07157017  0.30043693  2.67565098
  1.39726227 -2.54565247  0.1244542  -1.15229163]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.999602723391651,0.30326588549330535
-2.9872635559869014,0.4304015177116876
-2.9855100457475774,0.4809587793676319
-2.980945707793502,0.49716645031541873
-2.980322343215646,0.512590343996133
-2.9787696503013725,0.5089345347619529
-2.975142405918982,0.575195499445384
-2.966062324978167,0.7024248507259034
-2.957993108835759,0.7617210914202772
-2.9525818150687138,0.8894306713562657
-2.934475285328296,1.1527221260423965
-2.9342316076309123,1.1589854350163185
-2.9327355207181203,1.1819534184641673
-2.9277083642366977,1.2824306858560843
-2.9160501760928828,1.4401990354518925
-2.901606726097622,1.6410889327400966
-2.8979134210674933,1.6908828705611396
-2.8914688587796595,1.870116078661046
-2.889416266231633,1.8836295847326245
-2.8778403457391444,2.0688040906047402
-2.8766911586285513,2.1058072659613516
-2.8655677577979306,2.2791808738018475
-2.855147707850488,2.4912181002691027
-2.8456943061076347,2.5970086829405794
-2.8414028822442967,2.6368666169554804
-2.84099896207808,2.664614768467285
-2.8386098637184545,2.6814370637019143
-2.817109286573099,2.89437524041528
-2.815581824002326,2.9438239344603585
-2.796874975804652,3.2031561726238715
-2.7861477878124665,3.2832587424850574
-2.7735090871109773,3.424024035577331
-2.76677190791556,3.4728165741550563
-2.761794903750087,3.510445389324254
-2.7323677218977176,3.587026073225883
-2.7305377725776525,3.586013603979469
-2.7288385143628875,3.6265625389297815
-2.7268352341047812,3.5602599345577417
-2.7000349826361543,3.5672835525794127
-2.68976818741572,3.524055491503374
-2.6876781862129926,3.535560497792725
-2.682118776534531,3.435693982120613
-2.674991981175027,3.388861454707053
-2.6740937808534557,3.363663851970729
-2.6670060995682254,3.3011092275832854
-2.653504448708238,3.152781068071515
-2.6381473416950487,2.9059274181523453
-2.6380467539487906,2.963018076935349
-2.6369063142449902,2.9414683161029074
-2.6328372253411843,2.905871569568782
-2.606156437876812,2.4538503487731944
-2.599969790578582,2.3574442219516567
-2.598441540748465,2.293095204533028
-2.5974582360267227,2.2469589682275495
-2.59170472288121,2.161211604308949
-2.591291596706106,2.1850517594730907
-2.589539767569372,2.181670670010824
-2.5885592945015636,2.1191589169578555
-2.5882162776833315,2.0679973943520658
-2.584345585230837,2.0347421735789006
-2.576448726763717,1.9106566879674878
-2.5644345738423153,1.6175345845980167
-2.5553401396761433,1.4792765458832136
-2.5539112777497266,1.4178430163128866
-2.5406837289028115,1.1612601789516024
-2.5380196682798415,1.1248349853271176
-2.5346784549640486,1.0004637212607652
-2.5292931542768695,0.945073450599219
-2.5291834809157283,0.876278142610576
-2.5255246678979453,0.8021324976730572
-2.5238215198521727,0.8295539277005781
-2.51817570381309,0.677489937394809
-2.5101207336091624,0.4582604389966909
-2.509885732290657,0.5248352726727511
-2.503674666844364,0.37042302047313236
-2.4972920180505387,0.2524942135119568
-2.4939791566182485,0.14956434835539584
-2.489474450773938,0.06375138524275424
-2.489226243475802,0.06577197082191893
-2.4860863773450195,-0.007962471672870725
-2.482839635501065,-0.057340961134614135
-2.4569734357111965,-0.5857364911018373
-2.456803839224291,-0.5562171740670235
-2.438806969272902,-0.781121182547077
-2.4282775372857484,-0.9571487716528757
-2.4218555783396183,-1.10203128617884
-2.418970592887817,-1.117016406132576
-2.4147658863935924,-1.1301525530543368
-2.410088071497526,-1.2124148790888643
-2.407220143044669,-1.251036394562835
-2.406279726059469,-1.2640640988632388
-2.4036742585031687,-1.295716988467246
-2.3991823992987396,-1.3587136758625202
-2.3945873076338735,-1.3645100010161124
-2.389383619804454,-1.4614882336673016
-2.3880440463587886,-1.4656992266640523
-2.3850962339851574,-1.4237791412842011
-2.381563100249675,-1.5024510094215775
-2.380647322412361,-1.5182264744759706
-2.376033561349988,-1.5692311368987875
-2.3713985660789856,-1.5277211426196968
-2.3686616753543968,-1.5445796982041717
-2.359421240185176,-1.6386738125862743
-2.356939107335667,-1.6559572969653318
-2.3566168818507487,-1.6400889104141239
-2.355925517469335,-1.5894696936879402
-2.353366751613157,-1.6642890805297232
-2.3500429411706367,-1.6809668801129718
-2.3421854641769166,-1.6536423910955032
-2.3397793340755575,-1.7229566779321972
-2.3370219036590902,-1.6953448317443465
-2.330146287279389,-1.719661863536102
-2.3208125826589217,-1.6982051187415894
-2.3181422775105363,-1.744328339885243
-2.3133688220813005,-1.6527552332266324
-2.3124526464784005,-1.7053443664850114
-2.305726236437037,-1.6874865371048426
-2.304150457769881,-1.696669110009237
-2.2952575310836787,-1.6738213714402959
-2.2797593541742165,-1.6145883265320373
-2.2719972251280582,-1.603224623592463
-2.2570246622224737,-1.5012602609806363
-2.256088561019112,-1.5024380118782632
-2.2543674992614324,-1.4923218902025106
-2.25066792050052,-1.4435031884183736
-2.2468459808933585,-1.48038521685333
-2.2311084393646468,-1.3484908100753505
-2.2082813925643032,-1.216262021979085
-2.1912668251377516,-1.1257471642563273
-2.1901658203752694,-1.0370085633638206
-2.1883610809709753,-1.054657201027667
-2.187772514854727,-1.0853807462247862
-2.1793560901444566,-1.0595153037806402
-2.1757264502720606,-1.0174511039510357
-2.1733151967581117,-1.0148057988518506
-2.1689607927051915,-0.9098014261851862
-2.1665189660734137,-0.9616850548315812
-2.1655935435372387,-0.9444485366351564
-2.164418952481494,-0.9743993855785136
-2.1639064757893895,-0.9298257688068265
-2.1635145909068463,-0.8858158805097225
-2.1623134706318217,-0.9334907417453815
-2.1604002849606276,-0.945320035791077
-2.1563087412916904,-0.9201470969555916
-2.155919699982954,-0.9343267776342595
-2.1527640735516993,-0.898225881155726
-2.1507797879511377,-0.9554181520967364
-2.148861074619172,-0.8477171064560467
-2.145441147318097,-0.8507612808838808
-2.1426378351840354,-0.8608488377119337
-2.135453819117471,-0.8600523258013144
-2.1238218765194574,-0.7829071809116622
-2.115383517136478,-0.7755864062994569
-2.114268276933799,-0.803740963359539
-2.1137285698646524,-0.8298848355113129
-2.110075019821366,-0.7930942695633916
-2.095011976412777,-0.793596852047691
-2.089054296913912,-0.8053684093499716
-2.0797908883373735,-0.7922713226787332
-2.0769189276886335,-0.8167004826125454
