n_harmonics,base_freq,magnitudes,instruments
10,3.892031622912613,"[-0.3709531   0.27961482 -0.99566573 -0.54932933  0.63325587 -0.78797076
 -1.24148633 -1.30159943 -0.08158119  1.39938056]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9976377111974033,1.493752029303092
-2.9968153817960266,1.512801190170004
-2.996755586452836,1.5045216609646237
-2.990762167611756,1.7962712838479624
-2.985888882081392,1.886616779053684
-2.980356668111377,1.9935059215836004
-2.9610090990053974,1.4315912949538276
-2.960320744171863,1.341629895069645
-2.9560316713759387,1.0527099642747053
-2.95040114892511,0.6865674817715719
-2.9415617831881713,-0.05330414442367514
-2.94131475083088,-0.09907884811311124
-2.9323993050039183,-0.8529413244080856
-2.9321653290735066,-0.8567951621717369
-2.9302524065054465,-1.053124430452161
-2.929845572209018,-1.0813599431424699
-2.928728819222297,-1.1528177538284234
-2.92195563898764,-1.6978799706223404
-2.9210489549014307,-1.7759134398421068
-2.9158727304822447,-2.11425561023342
-2.908655991886037,-2.4552279555893897
-2.901039508590708,-2.6394499046451445
-2.9005407452553014,-2.7018879809496847
-2.880417353886745,-2.339361897045718
-2.877408069254875,-2.158389188899271
-2.8586751216609314,-0.6552278131468281
-2.8585823983173944,-0.6381085665938043
-2.857853113012503,-0.5770983177853631
-2.8576767732767907,-0.5066801694126187
-2.853604015534401,-0.13361666967037972
-2.848646098061069,0.4401276452340192
-2.8482786584527786,0.43081453576263745
-2.8481032710491103,0.4516155557202655
-2.8280542334879755,2.507429909850312
-2.82047244149555,3.1100216252748734
-2.816063516227992,3.4466526819742613
-2.8074529686642338,3.847498068746295
-2.7926638621679447,4.230314736611881
-2.79120986763702,4.2352461129527095
-2.788583066873162,4.212071778934178
-2.7740613036905843,3.9150320309815405
-2.7718784329829953,3.8026940611888893
-2.7712828748015115,3.801140777028927
-2.7622485661830014,3.388193383063743
-2.7619039817243785,3.4060700292481125
-2.7573097504811805,3.168436587084311
-2.7489495971372166,2.718773614874195
