n_harmonics,base_freq,magnitudes,instruments
10,2.111174053820407,"[ 1.14403799  0.61196056  1.42337084  1.30393717 -0.60173414 -0.89857039
  0.42862115  0.28325685  0.58473697 -0.65042783]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9839738667811395,-4.151694212731701
-2.9744057909746724,-4.560807509220961
-2.9686723155102768,-4.746014795527494
-2.963950971237803,-4.867589130413338
-2.9576715761537145,-5.076595826892601
-2.947621845386327,-5.2174237348813035
-2.935939849632298,-5.299716693922168
-2.935428225376876,-5.327071244811572
-2.935248335782042,-5.314320705898898
-2.9278708025060736,-5.298947373396444
-2.927824626641771,-5.283079339569943
-2.9231025543553413,-5.215507827244845
-2.9230047614205157,-5.252547936282594
-2.9197614528213878,-5.166704740583658
-2.9192011669199456,-5.15070601312857
-2.901380718697696,-4.660767343298918
-2.877683614014812,-3.4355944409482606
-2.8768421384956864,-3.3894031479416915
-2.876016679109587,-3.3495853058669027
-2.8735826908752395,-3.1877412207132805
-2.8691856758891063,-2.889586627178275
-2.853436920693391,-1.765268540666385
-2.850455290110018,-1.5161282096823734
-2.849239326855014,-1.4378132801182422
-2.8485643146478594,-1.3853752016935457
-2.8478227864910464,-1.3058700790728788
-2.8124051830518138,1.4507251917180892
-2.8013864734434764,2.296591090327525
-2.7994189516872607,2.4162118316951666
-2.7993561688557147,2.4353711277307863
-2.7940599836561995,2.7834048802253646
-2.7904529276894037,2.9933130307000995
-2.7811482343847045,3.528162602340024
-2.7629361060248208,4.23649257772117
-2.757612382963912,4.474339359007788
-2.756387879870339,4.42518414878474
-2.7554666631348264,4.449605250487541
-2.747342101068587,4.6425845185905885
-2.747079737453841,4.643622240968025
-2.737179343725169,4.713983155165778
-2.734731359027789,4.736241361338432
-2.72688738167145,4.706607036922204
-2.715586248868431,4.597883542098841
-2.707699789372203,4.39514358584653
-2.7065582986745595,4.3620378343068955
-2.706406712729583,4.343986253426123
-2.697523097698336,4.060524568596829
-2.681777640217722,3.5052856707816105
-2.668525219316263,2.919541158903793
