n_harmonics,base_freq,magnitudes,instruments
10,3.9254240232892053,"[ 0.85227455  0.75003346 -1.26202582 -0.6945408  -0.70589899 -1.10130131
 -1.73424848 -0.05996385  0.62707682  0.41342206]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9999849931958,6.737550530604597
-2.9931007894145565,6.641440747926245
-2.9885110674713484,6.447126521892809
-2.988350225494772,6.439365604234005
-2.9842109686291742,6.184456472841045
-2.9759611824887386,5.43247702388697
-2.9728793902803807,5.226401805452642
-2.9668244065991707,4.543659017699811
-2.9640625343349427,4.144958658386596
-2.960221870558286,3.6228744584167485
-2.95235707431189,2.5622555048912394
-2.936174334239033,0.38791305531478554
-2.933051643323595,-0.022619898572795855
-2.931019093008924,-0.2723709882996998
-2.909040616609457,-2.31206464502583
-2.8942647645783754,-3.0542111417670164
-2.8795402797246545,-3.359605658583375
-2.8729365856501174,-3.3698216626271043
-2.8609080580037523,-3.3626120667537798
-2.8519957918773393,-3.2977397018069796
-2.8509029985951235,-3.256142861797977
-2.844145245421072,-3.2795365781351427
-2.838800596610226,-3.2701413569911604
-2.834487985262993,-3.227909393638298
-2.832531733885156,-3.2723137933335287
-2.82947173373127,-3.229473683817325
-2.8258333867337466,-3.2432812040538734
-2.8250061006547007,-3.3135666110941573
-2.823211465802787,-3.3287465620151324
-2.8227161539571357,-3.2588416040079107
-2.8181998269198134,-3.225520588063805
-2.811744203802549,-3.344829560061647
-2.8019416803436257,-3.3502204552069528
-2.801503216678229,-3.3164095562468714
-2.797624248077044,-3.341836199942516
-2.791405421661793,-3.332212533501274
-2.784757595457942,-3.2745251847529495
-2.780894198020789,-3.167350141301877
-2.774724745967903,-3.034776223307682
-2.7722700077996327,-2.961772679690162
-2.766426230704678,-2.78401569569574
-2.764634843430745,-2.7849333690541678
-2.7545008403341913,-2.288307168322479
-2.7183282341695754,-0.22625220891804995
-2.707118154971476,0.2973940805618537
-2.7067510933420547,0.2734280294547685
-2.706291030014918,0.3129144817868174
-2.700325909398639,0.5143567711408551
-2.695119512909187,0.6427736834090524
-2.691167950795501,0.6634392290891656
-2.689622482833818,0.6490920061105474
-2.6849509405214063,0.6894110827242484
-2.684848540899568,0.6541059837119866
-2.669905708211182,0.4081586301912769
-2.6694061231675374,0.41238200988134355
-2.668905218462206,0.34421401265799895
-2.668200157310885,0.34360894179770773
-2.6631963498873175,0.19172803963896992
-2.658451988355993,-0.06264666655807763
-2.647853558140132,-0.6186406449066967
-2.6472933123493565,-0.5350341306844454
-2.6451317541193977,-0.6315054732619071
-2.641371530907694,-0.895039113800213
-2.6188695391543693,-1.9054701101185199
