n_harmonics,base_freq,magnitudes,instruments
8,1.4577535406931732,"[-1.00842679 -0.82795872 -0.83550611 -0.665472   -1.17799419  1.81566465
  0.96648971 -0.92889172]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.998328722274561,-0.41857191259925813
-2.992623542618328,-0.2597390314948804
-2.98388008673851,-0.016679459618158594
-2.9797528417759644,0.11255853595328864
-2.9584066590147455,0.725056122110729
-2.946692949455597,1.0449062634854664
-2.9461064712330725,1.0493817304247932
-2.9457517236315933,1.0778334204567124
-2.9272082878579773,1.565167736801863
-2.9253543612262556,1.6198809540811128
-2.9221841042154506,1.6905900904207616
-2.9211856681980626,1.7266471416888718
-2.909707507563547,1.9967760291335837
-2.9034223230908474,2.1474302394197498
-2.9031156848048107,2.153579222854205
-2.9003004024370203,2.2071478921989525
-2.8983330509825267,2.2628317094802792
-2.887532470523846,2.483381054526992
-2.884189921072058,2.5450288105762118
-2.8799989085306277,2.6176906613944957
-2.8782221316455896,2.659849663631038
-2.8684769495024445,2.821520961684618
-2.859468840567238,2.9417202136577254
-2.859148797705698,2.939889854544942
-2.848265985081831,3.0560670343573912
-2.8444055662794403,3.109426618364339
-2.838256990689409,3.155348475991466
-2.8214606955437436,3.2214968808515065
-2.8186881195184394,3.2361122918610805
-2.814556148952979,3.248128790312128
-2.8113387279907442,3.2431379188613954
-2.8092988555287555,3.247136158778777
-2.8080771568525753,3.229381753797557
-2.806707519480648,3.230207407918921
-2.8001671977433817,3.2204547320873638
-2.792292445301959,3.1758439454275167
-2.786706984773727,3.142042485021193
-2.785220651096332,3.114703382569055
-2.7845338698633957,3.116175834889517
-2.7827980212064505,3.0921018113587597
-2.7827872028437746,3.103687187559159
-2.781269077298676,3.0859039682406495
-2.7604471977901546,2.8129208010507014
-2.743976746872283,2.5319530094137073
-2.7393479391092517,2.46689442439411
-2.737038106330965,2.410323257170666
-2.7311063561332554,2.2668294511518963
-2.730051594475534,2.248610975248574
