n_harmonics,base_freq,magnitudes,instruments
10,1.5008084153585166,"[ 1.2654383  -0.34868228 -1.93031974  0.55862154 -0.46372181 -0.6011959
  0.47959024 -0.74418981 -0.14656033  0.99336059]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9960163978063843,2.818395264095128
-2.9958066382589807,2.8359512346156475
-2.982238498764958,2.763823766973734
-2.976773547820385,2.6666295692829642
-2.9656728735843094,2.5756496464092744
-2.9621459423357392,2.5208076036518197
-2.943769020400242,2.162065590482471
-2.94055940891373,2.1037667059916503
-2.9363220976951467,2.0166977618678277
-2.929052278306923,1.8032895074866644
-2.928870709017256,1.8031545350138194
-2.9146227790133596,1.3913256937274352
-2.9138294005308727,1.417317305090153
-2.9080937678854006,1.2444171868150666
-2.907632204027352,1.191851330682682
-2.9012090316333534,1.0032165252767646
-2.8846850333122203,0.38689988056770097
-2.871400763709843,-0.06883005019958119
-2.8658679564084757,-0.29255749688534255
-2.8636511259708812,-0.35555345208619166
-2.8626010140260623,-0.36715176171690994
-2.8505770934629693,-0.8294287226484561
-2.850508395906085,-0.8129620505222351
-2.8504260474396252,-0.8380445730149793
-2.836273474029484,-1.432708203958726
-2.8358853662416137,-1.386440841331721
-2.8322134701282993,-1.5608596389710687
-2.830167957312161,-1.6065488130083032
-2.81446235856673,-2.23481583634775
-2.8000683891693763,-2.6814096534819276
-2.7932839281067343,-2.946675197736793
-2.7883850735325124,-3.1057539795075257
-2.7832330703684667,-3.280917927129109
-2.7786968411007575,-3.4371913504764793
-2.7757164594233625,-3.523353844496565
-2.7685917004427694,-3.74790983228432
-2.7628866456500316,-3.940100785367497
-2.746473341691866,-4.36323630577947
-2.7275020842810296,-4.801532050943768
-2.7251329928849213,-4.808150975015133
-2.6972925685957483,-5.291191876378977
-2.68351088469472,-5.434083381462734
-2.6700713592585066,-5.5542703963744975
-2.6680656237111045,-5.552306126371686
-2.665201227497527,-5.592773352315007
-2.6551654158958478,-5.528285176986765
-2.633980111543286,-5.528906754157511
-2.63076885737905,-5.525401540535582
-2.6249548792018986,-5.5015422650369485
-2.621084295482873,-5.455611806732511
-2.6160746413993134,-5.367888543264775
-2.6090567598122947,-5.3352006769176175
-2.6083752571945142,-5.308340881897604
-2.601635220668215,-5.248521486277584
-2.5914393178201727,-5.1250774541968385
-2.586753758762333,-5.039335200421599
-2.5756666038403777,-4.8454945122200295
-2.575539776741512,-4.885390350638255
-2.572768132917809,-4.823226912429544
-2.563903352693294,-4.604351039815766
-2.563088420025273,-4.59693227489349
-2.552845289927099,-4.409499939595432
-2.55059522219676,-4.338098330707398
-2.5478296841300656,-4.26024693366484
-2.5387061166643092,-4.094427863082052
-2.529195318613852,-3.826662966944507
-2.5085921952060852,-3.2863128487235915
-2.4987983051740272,-3.0566659732369312
-2.494980390526564,-2.934993978109089
-2.494640228188856,-2.931860600807136
-2.480359878467696,-2.542039438613919
-2.4791958237395173,-2.47893267430802
-2.474302636057532,-2.348595432919755
-2.4667281543058106,-2.181841043529334
-2.4660452110288436,-2.155623117768825
-2.4637473423870744,-2.10590950619513
-2.4607693484845212,-1.9864415937698552
-2.4540875934084934,-1.7838271656344278
-2.4539134435378984,-1.8323875011545847
-2.4529660706189196,-1.7955230724043623
-2.4525118948210576,-1.756033402585863
-2.4429989585003034,-1.4997533471672337
-2.4247768657241404,-1.1118339646944757
-2.4213225143715915,-1.0114111739473186
-2.4174574010418,-0.988959611764428
-2.4151661507028166,-0.9062980115752397
-2.4095586857965827,-0.8411349944403137
-2.399492856201804,-0.5638966770964897
-2.3971709146237874,-0.5679995859153744
-2.3937156108398225,-0.4799837670312607
-2.3850411819650983,-0.35649919737579633
-2.3825052659124593,-0.3777509032437018
-2.3727990009826927,-0.2302029922535214
-2.3646246531574655,-0.16235112879076938
-2.348329232693053,-0.08057204852006924
-2.3476002358028234,-0.07364869473270182
-2.3460103283757556,-0.06225327684459431
-2.3445032500462584,-0.0969059102296035
-2.344451787650921,-0.05062501371019415
-2.343491150634131,-0.05234542373070607
-2.335351770594528,-0.01843851288132097
-2.3201830120910354,-0.03652926694723836
-2.317478901505976,-0.09247218024184971
-2.3155723484587583,-0.06518601369036765
-2.2951423447250274,-0.22751362336044123
-2.2767984929206904,-0.3950815048824001
-2.2644316955930246,-0.535209498256323
-2.2524653875657044,-0.6787989764009819
-2.2436275700347004,-0.8327649505364815
-2.234746020724034,-0.9828779053568018
-2.2266905808329622,-1.059616842102927
-2.2217271378229126,-1.209392202081984
-2.2178003503027375,-1.2280751155039615
-2.2135673820163495,-1.292921156044207
-2.199184036461678,-1.5016872611270229
-2.1959412995291046,-1.5248088585060129
-2.180027652665249,-1.660613579609111
-2.1794158667999888,-1.691996879270296
-2.173657108487008,-1.7155723243450114
-2.173459836724856,-1.7276502693484206
-2.1508681106535406,-1.8073756564218655
-2.150752389280736,-1.852121771820377
-2.1465952462665587,-1.793567693762622
-2.138814588256129,-1.825440584542269
-2.1359427401234656,-1.8103598920165604
-2.1203383900275425,-1.6952396592438297
-2.115606551106809,-1.6709013099343948
-2.113083794854721,-1.6344572164604259
-2.1118517227470406,-1.650556152065681
-2.1062633558153507,-1.5782859075596194
-2.0969539959785286,-1.4479732611254086
-2.0969038097414776,-1.413965215456221
-2.096328155696043,-1.4389870386041552
-2.096080509671598,-1.4167540402140324
-2.0854368954865334,-1.2443639723804047
-2.0811532246123043,-1.1454734892873573
-2.0764734187379164,-1.0093789247541256
-2.0706467578904766,-0.9074442400912974
-2.063876457053272,-0.7717987252942278
-2.062376939772183,-0.7028712857855395
-2.0605276826704566,-0.6331597295187082
-2.0585046771335174,-0.6214147502514543
-2.0559052720761395,-0.49325411121082163
-2.0470580757796344,-0.21927646368551512
-2.043535184102451,-0.12692242207914003
-2.0373509234960716,0.016379952346602715
-2.032210228190324,0.21409178289779687
-2.031640353210631,0.26143700777495166
-2.030335741463099,0.3028303982760141
-2.0291017915636926,0.2831253950999131
-2.0260384581535438,0.4069537832593518
-2.024998458434619,0.46015000023765273
-2.020828014188207,0.6043419044358378
-2.0202152627741334,0.6650834904614088
-2.003201452365124,1.2333497255353711
-1.996572489307424,1.4597896185219514
-1.987093984027562,1.8401966087099433
-1.9869481425840456,1.8392071002380848
-1.9850615713542576,1.9083643834103448
-1.9705652089684011,2.430334869129896
-1.9699901105873268,2.4343129774260217
-1.9694804749015162,2.457786331151393
-1.954625318412118,2.9286524001027248
-1.9487471414605417,3.116113473969092
-1.9472610350808641,3.1666371337088273
-1.9472164763994508,3.13827392183799
-1.9451858972186542,3.20975747942787
-1.94479424878587,3.2864455422024705
-1.9446126925340808,3.211575505151282
-1.9414390613536543,3.3399638713945716
-1.9372920346823757,3.457216518755954
-1.9360926006583545,3.4867510142103675
-1.9358423128125557,3.4697319304073257
-1.9349089564297672,3.5388103360859633
-1.9314716759489978,3.599151393498025
-1.9306037684543518,3.6413489743110468
-1.9224994194593905,3.8806414903519006
-1.9209092899074383,3.831058392400013
-1.9190893799298439,3.91892184257584
-1.9124239837483359,4.045393076774389
-1.9068022540800305,4.181200817734148
-1.9050983441513518,4.183897472273629
-1.894875873408787,4.327963672689326
-1.8694165174497979,4.58171364169696
-1.8628041805617142,4.585986235205317
-1.8623783817944497,4.582697060338952
-1.8560450646724664,4.57336246377657
-1.8395610363811352,4.514908106039316
-1.8356809806531529,4.481951696200968
-1.8229087667771047,4.303355620593503
-1.8174852156394212,4.234402009144482
-1.8170083222257323,4.2516505466989845
-1.8142988682622878,4.1851147277384815
-1.81231599619675,4.127133108375923
-1.8058065471715905,4.009592470674967
-1.804965195949249,3.9828351723523223
-1.804449080542366,4.022935163429169
-1.7979269491567853,3.8586972370162833
-1.785750079784585,3.565266804228434
-1.7839811378289796,3.5280552621597616
-1.7768764273636553,3.3615569765764333
-1.7745441400172537,3.3236004781090656
-1.7734387614308729,3.273127657984177
-1.7647743403578364,3.021552317429326
