n_harmonics,base_freq,magnitudes,instruments
7,2.091223814939207,"[ 0.20024227 -0.66606014  1.09846343  0.11481195  2.46781453  0.28941924
 -0.74075845]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9980253150328133,1.0269466698724667
-2.9881412542890207,0.7314851410236776
-2.9844274872683227,0.5861410817786282
-2.9826468771965233,0.5663114401895408
-2.9797807756454087,0.4565954960437661
-2.972059944472334,0.21017317373671857
-2.9643980248835797,-0.05396487935825496
-2.943009829301709,-0.7558680113375276
-2.937066803270394,-0.8695088259303674
-2.918432024432617,-1.3549732278824145
-2.9146868457190607,-1.4099698823709528
-2.9133840480827358,-1.4705943288161332
-2.9048036336203285,-1.6092182598071385
-2.9015086683302385,-1.6877291945840394
-2.8976647775131914,-1.7374251227890198
-2.8936107294487545,-1.8471557111217811
-2.8921689334695087,-1.8665784447563933
-2.8911410313835884,-1.846383921805623
-2.8884197181324396,-1.8907784516909345
-2.8848934062139397,-1.9513931140807064
-2.8836339275127676,-1.920664049784907
-2.8824820817422334,-1.9611401682088891
-2.8803637743304247,-2.0338972083050026
-2.876775233463708,-2.0365436709665694
-2.875946450031169,-2.0535838059772673
-2.8622646635425397,-2.186272332296961
-2.8594415454616726,-2.218288775088271
-2.8541546180872404,-2.238654603849839
-2.835711146958311,-2.291255635072895
-2.8329303245019677,-2.3222220942622926
-2.8262756442505985,-2.2957351485952526
-2.822181621957105,-2.3080161109137993
-2.8214048166373087,-2.3005450840928816
-2.8182001679753848,-2.2757924341014184
-2.8138707459646524,-2.2839006685028123
-2.8094467106828254,-2.2349525190448336
-2.8031658857145594,-2.2150832232339774
-2.8012830981235233,-2.189310660257441
-2.7950256362875407,-2.1694709148563023
-2.778698225862075,-2.048395703829325
-2.7605006755262673,-1.9125875041930864
-2.73768474126996,-1.678188781107173
-2.7361239834554745,-1.6580648012142436
-2.73225816235992,-1.5836698405843868
-2.7233098564601366,-1.5095866650509964
-2.721181460169601,-1.498191785092166
-2.710459788542493,-1.394007268097946
-2.7098032702463275,-1.393634406244471
-2.705803688912728,-1.410130579558008
-2.703694047500772,-1.317886816243621
-2.702346693732796,-1.3339502555501555
-2.6987019403915617,-1.29473789650921
-2.697741953568497,-1.3142070729199238
-2.6971018930193775,-1.2770876375690097
-2.6956452181052972,-1.2630625412539507
-2.69310463824158,-1.2706665550157448
-2.6918161358627675,-1.269797501969317
-2.68999421635377,-1.2403207302755013
-2.6674964281646094,-1.0752168286638606
-2.6488240453004908,-0.9595108928030661
-2.6448655976822666,-0.9871796383260393
-2.643546468023317,-1.0008091067157376
-2.6399655271863436,-0.9828174747165277
-2.638298763205708,-0.944060414547962
-2.632450427711102,-0.952630623601227
-2.6311514780524874,-0.939554570511326
-2.6246509715582107,-0.9262404996481467
-2.6142529868195803,-0.9092111192398907
-2.6041679314087736,-0.9160450409774
-2.602944275579376,-0.9586139003393364
-2.6023894548817945,-0.9011342365485265
-2.599447855223131,-0.94001797125573
-2.5951467694661856,-0.89168084531931
-2.58432267469366,-0.9453982494399414
-2.581543663479407,-0.9579827981572606
-2.5794430615564377,-0.8906546851935713
-2.5730722436214233,-0.9050744432571095
-2.570092178349843,-0.9245925955216123
-2.5601081956860865,-0.9467343479037865
-2.559550188935873,-0.9311455870855624
-2.5504843045208307,-0.9461932706899059
-2.5408204639571883,-0.9910418967568522
-2.539265933116565,-0.9503418462282747
-2.5273265068413426,-0.9550402756405518
-2.524295725416172,-0.950701493911858
-2.5224865355455006,-0.9809755986159548
-2.5207643314855694,-0.9714960818080471
-2.5198348509262125,-0.9822311351568411
-2.516758171153965,-0.9550209894266498
-2.5109056856713456,-0.9540915627247579
-2.5096665382016656,-0.9788822639152144
-2.509082352039823,-0.9649012628211844
-2.507674143764385,-0.9940205827758637
-2.5073260827858967,-0.9842630636630553
-2.5045522612550446,-0.9652717628391435
-2.4991731183959267,-0.9741703655223262
-2.491722177467766,-0.9837496605434111
-2.479912598331412,-0.9546168907844303
-2.475845707481959,-0.9554150642820398
-2.469336591210886,-1.0007184846776063
-2.4593779013557393,-0.9787802279906521
-2.429239798780374,-0.9380117144795712
-2.428911602610815,-0.94509697186704
-2.4272474722200883,-0.9585636494489191
-2.424195439257741,-0.9232084553110191
-2.420957067693708,-0.9585051546197709
-2.4205279109418605,-0.9286928044214019
-2.4201743859521425,-0.9463127791429422
-2.419359213040762,-0.9473276361463436
-2.41833821856857,-0.9321827493066116
-2.4166872411425775,-0.9373980260972897
-2.41390369902118,-0.91600215761887
-2.413509239099447,-0.9515903936321071
-2.4103641408942136,-0.9102603951398833
-2.407038418374233,-0.8912497687403824
-2.403425487530013,-0.9314562192567091
-2.4032540056239253,-0.9183887836200091
-2.4006690900410543,-0.9241668082042899
-2.392146242074104,-0.9593531372285673
-2.3885992533318463,-0.954842899614815
-2.386369122160575,-0.9491254559037857
-2.3759835619665624,-0.9869013707377072
-2.3713351400823632,-0.9878307238635642
-2.3652327155747637,-1.0016379472717842
-2.3617965524421107,-0.9707192795311896
-2.358703234167354,-1.0016226147174012
-2.3514450691303326,-0.9904770100630245
-2.3460437581896727,-1.01337333641578
-2.339974058795705,-1.0563459406462217
-2.327052431449143,-1.0856101321664429
-2.325428473527489,-1.1150282813571313
-2.317469106505423,-1.162041984331015
-2.3162218456204133,-1.1810803954377551
-2.3159105559175894,-1.1891768638927547
-2.3152125295820674,-1.1529125149734043
-2.3095702652486843,-1.2393588801506645
-2.3077691656238875,-1.2299287028719348
-2.3050883767886123,-1.2118773641595266
-2.2972513528923932,-1.3144569841019569
-2.296740065625434,-1.2788724821050819
-2.282401340103557,-1.3870589525232326
-2.25775143316919,-1.6332063945372375
-2.2467137395640053,-1.7071996149878021
-2.2422181199205236,-1.7872133216343697
-2.2377212730520832,-1.8090973029612574
-2.2290129436892476,-1.8736179257144097
-2.2269088984237344,-1.9242505499063802
-2.225534362215546,-1.923075040491104
-2.225293805970475,-1.903333557907355
-2.2123036486874668,-2.006360166469379
-2.209866236560817,-2.045163363230049
-2.199863219003222,-2.1235939006070135
-2.1959740388546267,-2.1340049684931213
-2.191736368744893,-2.1473609339315134
-2.191136816623011,-2.1524688807352645
-2.183186950715484,-2.191745780315021
-2.1723712334883407,-2.234698218566584
-2.1414560563412444,-2.2391571688885787
-2.1338639592552946,-2.226454582645986
-2.1327925392534897,-2.244054521490256
-2.1325554157195805,-2.233588132854893
-2.127304309433178,-2.1793039837568005
-2.1259307044599622,-2.156433965474423
-2.1166132261939916,-2.1457989490334635
-2.114269280614034,-2.107726743503275
-2.1101352623480856,-2.0908609930346067
-2.108311751751235,-2.0429357825144527
-2.095291199795464,-1.914684159465915
-2.08967391576525,-1.8730375668018924
-2.07343948996843,-1.6386947399112435
-2.0710792711535575,-1.5841354033052015
-2.0689853173019306,-1.5820659021922383
-2.063724099430106,-1.4714361636539872
-2.0557006831364326,-1.3056311523711412
-2.047786130831113,-1.198441753116797
-2.046153120220847,-1.131697867912091
-2.0444913116615124,-1.1421438514411295
-2.044267996595279,-1.132149064071998
-2.0433358964774495,-1.1098003376696615
-2.0398712792424236,-1.0492067849030196
-2.0344914386037525,-0.9392843835084239
-2.029309278601642,-0.85562328487429
-2.0260935565290272,-0.7666399716769712
-2.0236768113468413,-0.7508540348253581
-2.0124004171262655,-0.5125619213431406
-1.9984332845670136,-0.18122023473902515
-1.9954710355276069,-0.1513746923530407
-1.9858538161726407,0.04766625393327767
-1.9850523781874339,0.06496155275091735
-1.9790859832258678,0.18068316273818907
-1.97538746162674,0.2498250054355784
