n_harmonics,base_freq,magnitudes,instruments
9,4.158037176707813,"[ 0.83484213  1.33163405  0.22485846 -0.56384969 -0.77171453  0.06790307
  0.08455919  0.54990766 -0.39444887]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.998983553276606,-2.6245550771910993
-2.99731392429981,-2.7263619012810056
-2.9967194621206614,-2.7607439314534004
-2.9906064538934567,-2.93032372074865
-2.9855322292423905,-3.025071579497805
-2.9747934533524014,-3.056144054363731
-2.969934824402605,-2.884824658612328
-2.9680550460285824,-2.857242292819571
-2.9672748768702055,-2.892648163737969
-2.958927659787374,-2.581260707507117
-2.9538364628327898,-2.2703550238003896
-2.9455987409664273,-1.8378410412433175
-2.9337697028224543,-1.1390758145828717
-2.930279423727999,-1.0153238652340058
-2.927499263258546,-0.9238964730290891
-2.922137699739831,-0.5840893688610214
-2.9220846236528524,-0.5681950364551461
-2.920293213147491,-0.5342380980890826
-2.918129083358071,-0.41827547421062544
-2.9124233087048044,-0.19832380200268557
-2.912003972590459,-0.21613363045854855
-2.911305729418462,-0.22928828871686224
-2.9108825117185058,-0.16586467520296383
-2.909730788521615,-0.18603919666903623
-2.904961436694048,0.014270766788497665
-2.9045111488714657,0.0859442317404581
-2.8899580938265412,0.20924879089770004
-2.874564739883465,0.19930547956918335
-2.870847585626618,0.1671988036180835
-2.8698617857049564,0.19280497652750359
-2.8620949188276175,0.0802800341305776
-2.8593831775691285,0.017129033318471994
-2.838100624191493,-0.11710011165850767
-2.8207208580813203,-0.0060226305885778195
-2.818719637107499,-0.009192344284743179
-2.8158611051537092,0.00995515849029453
-2.807128373563109,0.17723102167216462
-2.8048827905011153,0.22617789502428415
-2.797858500457819,0.3723341438415526
-2.7966673033274163,0.3367115335815582
-2.7963089956933,0.3686218409527346
-2.7956025619611955,0.4095121205058552
-2.784405518518869,0.4610418512813844
-2.7841872824766214,0.5558281151099281
-2.7636509578693795,0.5606982535943849
-2.7610449524109426,0.5980741606401291
-2.755309771746714,0.3946397007513453
-2.753179956162443,0.3358244570102222
-2.752649555415804,0.35065741941954504
-2.7495034848767888,0.24563955924304942
-2.7470068283860707,0.1374707529616941
-2.7110427552639162,-1.653546975017238
-2.7079516542811373,-1.8363633063771947
-2.6920476675993643,-2.5670318973019333
-2.6851196911327415,-2.767865069765511
-2.677503899788186,-2.7854736085487914
-2.6757510422770094,-2.7806566338470593
-2.674786165451227,-2.8338887658906993
-2.6701842800555555,-2.7133237125221505
-2.668113120254918,-2.7149536332771036
-2.663340733032058,-2.548161616689097
-2.6581549000082383,-2.3781885805588296
-2.6540416315707374,-2.1357156817360763
-2.6527219157129514,-2.0216742754093917
-2.6520504991799267,-2.0462014148797003
-2.647860309146257,-1.8226541104074017
-2.641248570023383,-1.195355153196732
-2.6404829006816524,-1.1530657976971572
