n_harmonics,base_freq,magnitudes,instruments
7,3.135497835932027,"[-0.99041139  2.07014788  1.63330732 -0.31946776  0.73186191 -0.19646182
 -0.77840142]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9881459140129287,-1.8878728613959685
-2.9866222358629697,-1.9648053986679035
-2.984806331055669,-2.034825695616103
-2.9811640545101827,-2.214645037066361
-2.980253853920373,-2.272048837813553
-2.9795839895001084,-2.283460258879279
-2.977175682031728,-2.3994502822153447
-2.970910079950064,-2.648140051161698
-2.970232974985737,-2.6640543752572383
-2.9635988054162006,-2.889732246922731
-2.9576750222127055,-3.0416372072841327
-2.9495619235893686,-3.1805584311024027
-2.9495444034123883,-3.187970342395369
-2.9471524636342066,-3.200207387882398
-2.946363376714136,-3.217016888595709
-2.945693149082591,-3.225894741353873
-2.9429419563139225,-3.257052423695592
-2.940592345301824,-3.25680814796997
-2.93944853263536,-3.2574392227991447
-2.9389390609774244,-3.2617385193093127
-2.9363267750989372,-3.2678120702730493
-2.9357608760464684,-3.257681141130481
-2.933591406206869,-3.248122360690596
-2.929716108216569,-3.2384222977346035
-2.919247845752972,-3.0585752285560686
-2.9171888593643436,-2.995540639765574
-2.9001872706591305,-2.457732522338392
-2.8785724498525536,-1.3516017456846925
-2.8756776044573495,-1.1821914829471853
-2.868628067427614,-0.7665763980239149
-2.8652766650055046,-0.5257647708924993
-2.8470687623127464,0.6683322086526439
-2.8325658421019897,1.6004987549797955
-2.803818219610174,3.185686938081087
-2.8003665277732335,3.3259481051021536
-2.764017978090755,4.154579130690165
-2.762100820735907,4.142392600403107
-2.755711302454978,4.134724420502125
-2.750986639855566,4.122628575835015
-2.72788077872916,3.6505236480191314
-2.7275773841816506,3.6314531416071176
-2.7239363958161675,3.526149779602738
-2.722118191201072,3.4662022573941482
-2.717211369270022,3.308573772269158
-2.7122976534909946,3.1104225214716137
-2.7087007956674327,2.967463329691966
-2.700644553678558,2.633895736359146
-2.6847128126697095,1.9342055637403592
-2.6715535772941155,1.3625131716850152
-2.6600285382043154,0.8810809814427996
-2.659650731188993,0.8637231635806715
-2.6363310797203763,0.14231956234484544
-2.6358567599208627,0.13548599099952582
-2.632970504484424,0.06530640499589062
-2.6312407472238286,0.03459332015306536
-2.6235361522375067,-0.10181117855135965
-2.623238313874018,-0.11464751737707413
-2.622543385191219,-0.12056211542646887
-2.620370955600733,-0.16266855202596883
