n_harmonics,base_freq,magnitudes,instruments
10,1.639792182648339,"[-0.04401967 -0.84512528 -1.20460169  0.31274383 -1.66544091 -0.09891147
  2.03726791 -1.56208888 -0.71925403  1.98697659]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9990889590268957,-1.313786231921172
-2.9919391296374425,-1.4456033880193835
-2.9904459854114966,-1.4531694075088357
-2.9900544519311243,-1.4490531232867823
-2.980632497821103,-1.6306472038150448
-2.9796038012408697,-1.6203456902211846
-2.971607226497016,-1.6770950524545272
-2.9658554085441313,-1.711066677559172
-2.9602469481457465,-1.7740518162217231
-2.9495596821384726,-1.7941048575454708
-2.948378489990708,-1.7710945421556314
-2.939157726399934,-1.7202918073328193
-2.9275176000106224,-1.595219569000772
-2.9265670684803293,-1.5478137219926094
-2.9243481692758255,-1.5213407748233778
-2.919031566917761,-1.4444671816922252
-2.907272233924189,-1.3327129037437493
-2.8838753209787127,-0.8517093391763876
-2.8754553023298546,-0.6425703734230125
-2.8673927563040005,-0.5154654535948128
-2.862076622153795,-0.3984904415376857
-2.849649348363094,-0.12565339017166963
-2.8448070938903616,-0.01777661190066855
-2.832541428983792,0.1489742969721994
-2.828982850832257,0.23453852303393313
-2.828470389806121,0.23404263862531052
-2.823945102583128,0.2684909018315742
-2.8234322365879594,0.26242516490904316
-2.8210190811708777,0.2683484611083644
-2.819398066680929,0.3417171069510135
-2.7985515969061314,0.5246622206695217
-2.7924746476632167,0.5944529817320163
-2.7735032420003796,0.6315395704451507
-2.773032893420695,0.7129011387663279
-2.7695900602173973,0.5785327492791725
-2.7673899258725587,0.6371910611374481
-2.760288351457908,0.6712492674258991
-2.758112215162881,0.5637994669618017
-2.7508470202958266,0.6080824378841323
-2.741295224850296,0.5686023393739945
-2.7243691746183485,0.44816748211693147
-2.719865058167514,0.4588567638695871
-2.7154708246844192,0.45535714887975387
-2.715229557947894,0.39968225113432687
-2.709192657811003,0.3489399687273695
-2.6968670297662216,0.2094890798891744
-2.689363767274452,0.221100499130611
-2.683984506053261,0.15996472363670436
-2.6836361453116417,0.16729451449837388
-2.6709203407712936,0.09458866090526735
-2.663355298820452,0.1232038925609229
-2.662215398502913,0.07334980445040098
-2.652542169725135,0.10123666932289521
-2.650317753593911,0.09552594193257863
-2.6489395972547904,0.05721881750023336
-2.6429537346999923,0.034939041173267626
-2.6348799423310476,0.06916693132198964
-2.6238810267328017,0.128415843001067
-2.622541044155935,0.16685196713209519
-2.6079983936843485,0.1705334876219411
-2.6028568443697777,0.2826754561128552
-2.5973667627382615,0.3190590079790492
-2.5862830743375724,0.5027065236377241
-2.58590838554471,0.4826071369861015
-2.5809561979857207,0.5503329309894228
-2.5746369097956614,0.6131599331881022
-2.5675165966038302,0.7348949856714834
-2.555377766271535,0.8977928386985006
-2.551778474449358,0.9783829942430331
-2.550267803834262,0.9314918344319304
-2.5438279125291263,1.0309541121483934
