n_harmonics,base_freq,magnitudes,instruments
10,3.3369978160586315,"[-1.18743923  1.59411149  0.55084206  0.33316566 -2.10202715 -0.98694692
 -1.0603388   0.93111262  0.6907956   0.74089806]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9935402330944045,3.1163453560920424
-2.9918667788643525,3.112601159740547
-2.9855652720307373,3.0887025754247386
-2.9658951300811687,2.5738356389108605
-2.965657618446995,2.5558716642076322
-2.9615976109346462,2.3853068467791396
-2.960044881843019,2.3163105091715384
-2.953155807914518,1.9916340025198886
-2.9331928499013538,0.9154833579602382
-2.918019378816255,0.14280838491239592
-2.9115148630295113,-0.137609032721767
-2.9066791576554594,-0.32796828538714035
-2.9036256673364926,-0.43900172469043336
-2.8938291189540064,-0.7229705462921786
-2.8866725934660513,-0.877098531281441
-2.8852777613999145,-0.8908981224461214
-2.8808820096010157,-0.9463555996448432
-2.880668547944687,-0.9584037069283448
-2.8732865264032936,-1.0073795129398069
-2.863145835767808,-1.0077730970041021
-2.8605405127553034,-0.9980985097760526
-2.85915174903164,-0.9903374243790831
-2.847836070605167,-0.8893719403761935
-2.84473860776585,-0.84167855391993
-2.841586111370644,-0.8012685462477322
-2.8334424490059638,-0.6821571571614697
-2.823448301565069,-0.5315264696134633
-2.8171207091660264,-0.4327140349919838
-2.8169874164367172,-0.42621195855228633
-2.7937272807477846,-0.19044885968582698
-2.7881674595398085,-0.1566459913132373
-2.7868370004003884,-0.15423164639673437
-2.7710591498628867,-0.1579984511298062
-2.7693035952945975,-0.17297277223819368
-2.7585831939363485,-0.24932610788441958
-2.7323964218857566,-0.6387173400397251
-2.731272060926911,-0.652937171906495
-2.729750976115494,-0.6829976213240134
-2.7249251049156573,-0.7837975664194177
-2.7181731676991845,-0.9416098485805242
-2.7161528407079514,-0.9789147672251928
-2.7038475866221017,-1.287398066000957
-2.6989915818969994,-1.4215352440046254
-2.6901793417775988,-1.6615882858770266
-2.6891275350096064,-1.6875686873973954
-2.679105684558854,-1.9594152225997241
-2.665579360123661,-2.3304654339353683
-2.6615236601656926,-2.4266757817054256
-2.6586216360171564,-2.514487778066682
-2.656272390341818,-2.5599392346286973
-2.636094242656454,-2.9434921264409337
-2.6305670332503706,-3.007122573510878
-2.6290718590107742,-3.0197219157425335
-2.628585860688594,-3.0245494048736172
-2.628012766385282,-3.0214245962612445
-2.6243831038672685,-3.0488374342333575
-2.6157320987613275,-3.0657342592568257
-2.6114902353100042,-3.050961940968026
-2.6108364221506037,-3.0478269123541466
-2.5938274142801454,-2.8096933924798635
-2.5904192806928434,-2.73525223839329
-2.585004903322183,-2.602695793461404
-2.574089682623944,-2.2440074366936713
-2.573755993913882,-2.23974638162176
-2.5708720992552836,-2.138204471641167
-2.569825853216831,-2.0910724979832183
-2.5696281536723333,-2.080212432967669
-2.561658378729427,-1.7856794645835425
-2.558091961533521,-1.6308188876366905
-2.555192699979156,-1.5233246861784102
-2.5449012256183225,-1.1001895067776353
-2.5419647831444028,-0.986350584264308
-2.5360993440617334,-0.7718799789555043
-2.5338532402211014,-0.6885739297561698
-2.5325216916489204,-0.6392853312239725
-2.529673959887413,-0.5458643494844506
-2.5293628102617562,-0.5343509007661932
-2.515623626686616,-0.18228497905917096
-2.5148178509004606,-0.16164172581107233
-2.5146342061502596,-0.16088779975788173
