n_harmonics,base_freq,magnitudes,instruments
6,2.447092404850528,"[-5.37756919e-01 -5.48100785e-02 -1.52764594e+00 -6.20236531e-01
  1.44921488e-04  1.03458661e-01]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'>]"
x,y
-2.998714103163013,2.2708427847939627
-2.9886812986592712,2.3638689453589614
-2.987156158589956,2.36803141171296
-2.985078211726055,2.391699914700728
-2.969039656635588,2.4589243761761574
-2.9654572995951525,2.454972473248194
-2.9584470825436293,2.447619891619184
-2.9575620474326985,2.444906521458114
-2.9524501503644087,2.424037333830377
-2.947632774404629,2.4006291722299142
-2.945084155089777,2.378579994051782
-2.9449073111870883,2.3859582650892546
-2.9270552436593897,2.205811373647794
-2.9156903908872254,2.043882902524732
-2.912971900010349,2.0013968803216793
-2.912813893617126,2.0056119959997747
-2.9074525753056526,1.9022779921648796
-2.895729463738384,1.6708071724295315
-2.895580322838177,1.668655066738504
-2.8915005033892687,1.5816742344948789
-2.890309726955733,1.560641208537612
-2.888361999110135,1.5115829690233158
-2.8773300067057086,1.2609545107867604
-2.8744303998280447,1.1890209662673563
-2.8682694242633913,1.0329774808417547
-2.8433095895636145,0.39492445575439633
-2.8368021326891806,0.23171589884825666
-2.8366212935314623,0.23459956722212763
-2.836092814536456,0.21742333734160235
-2.833649081953106,0.15269785142870818
-2.8297000003102584,0.05375617558470816
-2.8247080046331896,-0.06196207913350771
-2.8090367259952433,-0.4294452491412723
-2.8068159544260887,-0.4738047619285415
-2.7970564564317177,-0.6816969648182972
-2.7911445357166462,-0.7943417103075676
-2.787149831545336,-0.8642502322847946
-2.7807070556933597,-0.9692545559459902
-2.7716146922643015,-1.1002735049069563
-2.7709474989924043,-1.1054858504172
-2.7665455389622835,-1.1527203957161822
-2.755626149463473,-1.263936252412327
-2.754975965028189,-1.2670719448897312
-2.7384836704907185,-1.3556993531926462
-2.72513053491096,-1.3472597156467254
-2.7221395819142185,-1.3344955705502526
-2.7179576897948845,-1.3223005313541172
-2.710725909043117,-1.2814597245967334
-2.7020495935231117,-1.2127281197303574
-2.690523904967927,-1.0690247065478926
-2.6861909218921527,-1.0148864417790466
-2.677751265770605,-0.8856890122246578
-2.672924786684618,-0.8094844209023038
-2.669574389133012,-0.7453884329487583
-2.6662868963939914,-0.6830895360028435
-2.618500926081487,0.34347340417490796
-2.6089184119280304,0.5522000938342881
-2.605974795218698,0.6160446447022587
-2.577364879825849,1.1941231018160219
-2.5745302214702166,1.2434214115205136
-2.5702020937815155,1.3186911034040378
-2.568519806488491,1.3401601591581027
-2.5581287513242446,1.4995000750900012
-2.5525384878074857,1.5647833643020097
-2.5508899562262313,1.5785329575419806
-2.5499851168987497,1.5943149073574225
-2.5472072426569516,1.618584772867985
-2.53994298466911,1.6822853068048091
-2.5386708470349104,1.688730059444953
-2.522954006056809,1.7711884080907014
-2.5108081743139703,1.7688809334896922
-2.4958518890162464,1.7070172590255537
-2.495566638878352,1.7093474264774435
-2.4918285516109178,1.6661375121162139
-2.478664376752956,1.533744142346472
-2.4606702085931245,1.2588179466188307
-2.4592972787099026,1.2305342350641508
-2.4397909200153647,0.836165529778957
-2.4330026554719852,0.6777566644606191
-2.4273569975946536,0.5370138020699826
-2.399520697903391,-0.19864102616006765
-2.3954392757676812,-0.303121456272692
-2.393453239022177,-0.3612241555773338
-2.3917234524652526,-0.4105801010387322
-2.3898742744461163,-0.45242818055693135
-2.3852784790797545,-0.5855417818302394
-2.3842320761262004,-0.6147445544881797
-2.3840432769664375,-0.6222035038040317
-2.381994967291873,-0.6699156876896912
-2.374601283419251,-0.8739929096534407
-2.374476967779942,-0.8730980471889885
-2.352945719556801,-1.4226356689282396
-2.351582005855397,-1.458172497917743
-2.348142372674908,-1.548019527916395
-2.344606215036932,-1.6233767121196796
-2.3412846215645575,-1.6985156776796568
-2.340570426024785,-1.713642507581601
-2.330659281645922,-1.9157281598082934
-2.3295930549735293,-1.9367789933873245
-2.3166505809087035,-2.1707414564357226
-2.315420760623368,-2.1890381842874547
-2.314339945287448,-2.208701179423285
-2.314330068838157,-2.2088987304758114
-2.299550327790744,-2.4103408677028013
-2.2987650536199125,-2.423478496094864
-2.279639339692018,-2.598498920791408
-2.2715450397524033,-2.635970433972108
-2.263765295684557,-2.6543156304864213
-2.2475083203357302,-2.657112186040162
-2.243523803320084,-2.6462020428941337
-2.2311934347565447,-2.5901736014297847
-2.223377330032321,-2.5460907690708736
-2.222701983156382,-2.532435804003166
-2.221848356601388,-2.530746931229405
-2.2138585622418523,-2.469481340472732
-2.2087185203137407,-2.418404104295763
-2.206510718513809,-2.405268384798837
-2.1993938818107184,-2.332470566894394
-2.186595924007544,-2.1931995068489414
-2.181852948544796,-2.138665543387763
-2.1809786207375885,-2.1293533428525997
-2.1758496339224096,-2.0746676842509326
-2.173277721762782,-2.0343769789400454
-2.1684268006348884,-1.9868543598081307
-2.162830688699222,-1.922352918310127
-2.158069159735153,-1.8743784547201685
-2.1554465673916523,-1.8404127283000722
-2.1485447567707805,-1.764230108151197
-2.1358724514416556,-1.6589956317975845
-2.1319830373993724,-1.6186633122848029
-2.1301549497726686,-1.5958460607327827
-2.113271509578888,-1.4958949899094216
-2.0960043769736663,-1.4339291184244463
-2.0934962140404934,-1.440464169339048
-2.0865219488457125,-1.4345264547571088
-2.0742921077386374,-1.4476257465821558
-2.071020473717404,-1.4565823374038243
-2.070985594634312,-1.4619018038637681
-2.0647318796101493,-1.4801734550765284
-2.063531154081347,-1.495732824210168
-2.0631216068237634,-1.4900337839913325
-2.060673842309143,-1.509424846076629
-2.0606070568972816,-1.5080535421069565
-2.060232402022173,-1.504929271390753
-2.0575758800364605,-1.5256591213126685
-2.057116028872068,-1.528057804813238
-2.056608496475675,-1.5286581009637135
-2.043614938732835,-1.632595545232714
-2.040954876205171,-1.654969213028818
-2.0377804251492586,-1.6878803024141942
-2.0313020304618994,-1.761533274047014
-2.0292868851192196,-1.778049257963221
-2.0247767355138113,-1.8335517936641998
-2.0232936534448736,-1.8491501044797016
-2.020154946062875,-1.890291848598915
-2.0201072721949913,-1.8955029410185402
-2.018016754745772,-1.924768491309044
-2.007936121754148,-2.0556158793970676
-2.0040389727290258,-2.1136777639979134
-1.996933195417857,-2.2153993459005963
-1.9922319102456536,-2.282791357741854
-1.9835628794787485,-2.406978497607605
-1.9811372965233027,-2.44793187086108
-1.9606897936468812,-2.7450881827590226
-1.938421127528076,-3.022871774070402
-1.9339446644470117,-3.0710664757951567
-1.9231641027323223,-3.1668748704419505
-1.9205097113304848,-3.178874551844304
-1.9175535720860233,-3.205214473392857
-1.9165109332322083,-3.2136682550971094
-1.9106280133080147,-3.241684186195189
-1.910616620316665,-3.2390969972786237
-1.8994849104870475,-3.2685635900695367
-1.8977539691495822,-3.26999343997926
-1.879607621164403,-3.2397166773705734
-1.877959835560091,-3.2321733015903122
-1.8753997299446525,-3.2148299179491917
-1.864205065811307,-3.1254823682095156
-1.8573323748340336,-3.051710215394194
-1.8529823803047216,-2.9946596285734044
-1.8529263947350068,-2.9927618450241225
-1.8511095254840821,-2.9625055182009605
-1.838086481264856,-2.752916028823257
-1.8314903752390579,-2.6259690949012566
-1.8150224612201031,-2.23326436283294
-1.8089148867891867,-2.077849145303683
-1.8041075838131686,-1.9440928685456043
-1.8018002363994041,-1.8729580526472955
-1.7840663781242898,-1.3201789437805371
-1.779396798866826,-1.1687142417196599
-1.7727698350206116,-0.9323489600672065
-1.7649985023576147,-0.6710365904077518
-1.751187607282957,-0.16512478750873916
-1.749784370707331,-0.11145727218763998
-1.747782073114779,-0.040116890420601396
-1.7468795089299107,-0.005269711262430163
-1.7423728701643892,0.16340829044207306
-1.7389697742520105,0.2798182452432673
-1.7377874183964401,0.32552396898476516
-1.7332576681217862,0.4935180047456437
-1.6919593486247289,1.9156230666832479
-1.691750380484136,1.9331079386607122
-1.687863057507054,2.051410094625244
-1.6864952052735982,2.091517219663996
-1.680374581015654,2.265317896692651
-1.678112141383076,2.3298718018790954
-1.6711284271731053,2.523408197261653
-1.6709987737789505,2.523554675309854
-1.6699394798041125,2.552318892191711
-1.6449176711347608,3.1100139364655544
-1.6334155778936184,3.3001282313509
-1.6327353493360117,3.3124132795589434
-1.6304535280777692,3.336162670854711
-1.6287771113128688,3.361029927380277
-1.6251732131849328,3.4022286538578728
-1.6059485518219625,3.5606898371056377
-1.605323851590954,3.5590928157306827
-1.6046869367489063,3.5651763261162897
-1.6045291299199127,3.5610801377565653
-1.5959916561288015,3.5898566934150673
-1.592908917038598,3.5870693822085924
-1.590984244428166,3.587701401550543
-1.585718435447292,3.582314532213951
-1.5854694457861083,3.57950029615864
-1.5837042098717533,3.578297190500889
-1.5746363391582683,3.53051824226176
-1.5674600147221265,3.4884681873179875
-1.5628018855621069,3.439232334801194
-1.5562408045835245,3.3738738883373864
-1.5543053998544576,3.352724761463247
-1.5372929475484998,3.1151314848754743
-1.5287394591782357,2.964597987488299
-1.5277684799899942,2.9462564908879085
-1.5220119352432546,2.84488017265615
-1.5167732484637313,2.7431316640053924
-1.5107748001194479,2.6216089848694364
-1.5107033471656781,2.6163854525783385
-1.4676323080645033,1.648552910628428
-1.466431500398793,1.6248402060041092
-1.46155185695879,1.509385413415406
-1.45636160687536,1.3809425834760845
-1.4563096140419787,1.3883250894215462
-1.453884160330629,1.3235353510025787
-1.4493941648424544,1.2260266576225365
-1.4433127264697216,1.0918122980447973
-1.4421955265109738,1.0633495669302993
-1.42935314648997,0.7852759399598431
-1.4239471013319385,0.6699141846928728
-1.4142866158544356,0.4753197743055151
-1.407980425153154,0.3540427813150905
-1.4033818929163835,0.26845998344814404
-1.4021463683405013,0.24876552320463208
-1.397251689924987,0.16301457133045705
-1.3959110199499767,0.14016717348061175
-1.3908329095274918,0.05795991991799122
-1.383712716580093,-0.05994476799865526
-1.3734854397257676,-0.21338181413172427
-1.3363937500347,-0.6147738500891793
-1.336139486762673,-0.6064865030116102
-1.334843572983303,-0.6224607404529403
-1.3319802125685032,-0.6494275216106322
-1.3307301622439391,-0.6559406756993159
-1.3182028341168233,-0.7395219248932517
-1.3087085194753623,-0.7953101214718079
-1.3053459107715806,-0.8061604307880655
-1.2923557981489695,-0.844487135853486
-1.288344804540563,-0.8535895439121509
-1.280841234779052,-0.8746541191497972
-1.2759608955013815,-0.8747740866167522
-1.2741537996345016,-0.8776495162068504
-1.261804156767174,-0.8782442088534219
-1.2599976464371292,-0.8804215705229623
-1.2577329658603988,-0.8827350349919695
-1.2567373793437557,-0.8864997521178171
-1.2550979960330253,-0.8804816041884725
-1.2496459342480575,-0.8838297641897943
-1.2492077105516755,-0.8748317744357741
-1.239837195015768,-0.8654909801891155
-1.2124424061023813,-0.8002918882336595
-1.208378968298188,-0.7915211211379911
-1.2076712767019808,-0.7930638922275458
-1.1999341315116254,-0.7667590408455788
-1.18904926945339,-0.726114452244701
-1.1679578372556247,-0.631081942108352
-1.1598635545591276,-0.5873080393486716
-1.1522228875285714,-0.548129887424001
-1.1486691165115661,-0.5214836313727413
-1.1381003448964673,-0.45662358775447875
-1.1354109644077992,-0.4409582625463983
-1.1338680632235336,-0.42200149298232303
-1.1313222087333823,-0.4041357274861135
-1.1306043934332466,-0.4057828062476255
-1.1280007010745787,-0.3850915054024446
