n_harmonics,base_freq,magnitudes,instruments
10,3.7125338842008526,"[ 0.86896378 -1.98398302 -0.51319258  1.19472896  0.4443013  -0.22393023
  1.2692799   0.22932794  0.33820046 -0.05638814]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9892992224777752,3.1192453609809068
-2.98762384210941,3.124044068010421
-2.9847898814361375,3.102396115733541
-2.9716891900983073,3.077911397403809
-2.963277269165175,3.21882807718221
-2.9428441655176876,3.7448540071990672
-2.934754554088705,3.8983229271846134
-2.9069321193871023,4.084957455263223
-2.881252334549835,3.2412857098922867
-2.8780269948736317,3.0761431990412333
-2.877399879271178,3.0279740538944644
-2.875827804956367,2.9581483445828285
-2.875533982926857,2.938714343371038
-2.8686614511449378,2.4993509646965104
-2.8666123673581243,2.3899536778019637
-2.855670265595953,1.6686517906301117
-2.8549486007040237,1.5979571595022022
-2.8492001637764157,1.237081185304587
-2.8447549913118984,0.9697518704336134
-2.8447505248532376,0.9783447184764876
-2.84094438963382,0.7654214403301528
-2.8175784678477576,-0.2863923254121196
-2.8022192169222753,-0.5330711951558673
-2.795114126517718,-0.5798470595513223
-2.7898726623119687,-0.5462342767686028
-2.775843534336214,-0.3464266007252105
-2.774335113666722,-0.3635681835942864
-2.7742757968354663,-0.3341280688379941
-2.765235873048596,-0.21352833018624967
-2.7565947293296285,-0.08295103201247289
-2.755522788164275,-0.06584445212056864
-2.7521674201578694,-0.03210009060951808
-2.749176100432094,-0.025747280100091214
-2.741591095082362,0.018342326751040017
-2.7376851409311183,-0.0044690566269770735
-2.7277257268458115,-0.09483217352923896
-2.7267994844426946,-0.07493993341702558
-2.7238591096413107,-0.13131480159408082
-2.718902783893125,-0.2266692169274297
-2.713954810422549,-0.29872718777705587
-2.712123384626384,-0.36430203408958184
-2.7073598138113395,-0.4426972092190831
-2.7006377693604016,-0.6434428547791037
-2.6992524872535535,-0.6853537048990751
-2.6926770018217763,-0.843616480305655
-2.6900832020431586,-0.8936431390320654
-2.6815125281865293,-1.1124435324957014
-2.6809281816085746,-1.1102009788026912
-2.6807859171544663,-1.097454699237384
-2.671542720837425,-1.225029625231369
-2.6616498639589103,-1.28180876856094
-2.6601515188159794,-1.260942469784947
-2.6539317421325324,-1.1995787799103015
-2.648999039416191,-1.137627313874472
-2.6402602404416875,-0.9218891093514803
-2.6379436420978184,-0.8523642463428853
-2.627344071276346,-0.472408183413393
-2.6241524577919244,-0.3255205148762997
-2.6214730861054125,-0.24245968041294969
-2.612966112863993,0.12426319308160086
-2.6118138802795503,0.17725069004449928
-2.6020898087095414,0.584185739924351
-2.5885501999357032,0.9955521537244367
-2.5722890512401833,1.1609499744287706
-2.5716646364921223,1.1494537073840332
-2.569995582626804,1.1267871409086119
-2.5630436249574444,1.0433113011848603
-2.5547043257858673,0.8538226715408109
-2.5438748347707985,0.40412751330697
-2.5417765536749317,0.3324733923953176
-2.538421028227737,0.18799564688469467
-2.524159361604166,-0.5623111463644894
-2.5214185566316907,-0.7226773800117832
-2.478981268713543,-2.065705649287855
-2.4619370343392086,-1.7819388257563364
-2.4594568233786807,-1.6761338174119356
-2.4577330117929543,-1.618214883596761
-2.4528925786802507,-1.4206351833001198
-2.4508635226362596,-1.2987252172457573
-2.448070772257879,-1.1664210490957618
-2.4443543425157497,-0.99182755861569
-2.435892527473422,-0.5211968896785325
-2.435476650947109,-0.4824654842555055
-2.4352780646784833,-0.4996457674240148
-2.42909389965049,-0.09467627800453807
-2.417680378545742,0.469178941571051
-2.413368877431358,0.7202017378807782
-2.3935422723603352,1.358589320102146
-2.3708883065133914,1.247161602066207
-2.3628954832147917,1.0541763205484342
-2.3601482907816163,0.927263460813233
-2.3572237031565137,0.819283709855029
-2.35645902073822,0.789762551203422
-2.3496967322571205,0.4676902262281485
-2.337517039787084,-0.1740349424000833
-2.336789473571878,-0.2173133057342335
-2.3353221127798127,-0.3097915405891282
-2.323902132843438,-0.9415117264748273
-2.318624539403171,-1.2049979644322582
-2.309498543172495,-1.6578157623524248
-2.297619853451663,-2.0512690944441423
-2.296544823701323,-2.0812262344764636
-2.292777784308167,-2.141235745353109
-2.292402066466871,-2.1610106735801224
-2.2887923053703325,-2.223861444589291
-2.2878072716922846,-2.2520393647638133
-2.280245430366352,-2.2905059879477045
-2.277871846883923,-2.2690303014868554
-2.2688054347005453,-2.202639934548924
-2.2642062514318333,-2.1216386506600875
-2.255588957551885,-1.9005139415153673
-2.2552881205871866,-1.8951729281090097
-2.25491186326673,-1.8790128038539877
-2.248458332444521,-1.6725343735445313
-2.2351721130712714,-1.1296582523942198
-2.23262575944334,-1.0046658631441228
-2.2277333875985876,-0.8068601156338886
-2.211925180262374,-0.0368784839192473
-2.1998943251587573,0.4752505371140471
-2.1980846786901576,0.5737893847192331
-2.1980021573481685,0.5769819040964325
-2.1878113131538823,0.9310675790413111
-2.1854817116112524,0.9868946919258643
-2.183693004298876,1.0517109652551124
-2.1833256971933377,1.037052160115534
-2.1817549591779617,1.1359525618412218
-2.18067726857645,1.1125108074291492
-2.180139313857069,1.1811913514567123
-2.170370151277815,1.3591582278887029
-2.1685758050508177,1.371961588934973
-2.163181022141031,1.452697616463688
-2.162998322170793,1.4334348576398361
-2.147394747223175,1.4765800017443085
-2.146367310531951,1.4707774435678076
-2.1396114710853125,1.3462796441644083
-2.133956455215172,1.2273236769784823
-2.1329933216562145,1.1790967781451762
-2.1278408760045973,1.0431116293211005
-2.113883378595575,0.45803182373325163
-2.113579159940281,0.4611334625716007
-2.11232073825306,0.39018218634833746
-2.0946210480214313,-0.6222481384073132
-2.0883130443201434,-1.0426964080079522
-2.0801900860314846,-1.5706089488825228
-2.080115245697936,-1.567767937954705
-2.079909495645051,-1.5954748005451822
-2.0766909335811423,-1.7827982835982081
-2.0756687850756346,-1.8572897478514536
-2.0735531203063546,-1.9942178952921588
-2.0694513254893585,-2.2512508254871126
-2.068259215024753,-2.2935093994268074
-2.0592731642809867,-2.7629783723095263
-2.056409010695106,-2.915437369661412
-2.0473632713338823,-3.251743037047477
-2.0461526668275347,-3.2812651097695564
-2.0373391363636912,-3.4183150672604254
-2.035471182310129,-3.462867439295059
-2.0255367276003327,-3.3578894492528484
-2.0177305899933913,-3.149874449662859
-2.006576359534683,-2.579340519607002
-1.9992614950958005,-2.0620888681604876
-1.9909054366291348,-1.3849942908272033
-1.9848483828426915,-0.8117656744674413
-1.9640329683525322,1.206957034178706
-1.9411889303495764,2.886424388779076
-1.9178667216246972,3.221647120908536
-1.9145407711061155,3.1237818316299415
-1.9072577810359477,2.7875459575790718
-1.907010544096924,2.809309458749769
-1.8956150686477273,1.9199485532767857
-1.89466655545791,1.8927692481569347
-1.8946561108248363,1.8752643653395802
-1.8823740898885455,0.6552962663447842
-1.879402919868591,0.3433094729169921
-1.8756086932378035,-0.0893413952081128
-1.8735210214732176,-0.30485771078309326
-1.8622995397788396,-1.5745329559984391
-1.8543771436094167,-2.3618224530860656
-1.8325741218701477,-3.8898010812562984
-1.8323374027912762,-3.9007725824494974
-1.8295832833385473,-3.988784613620723
-1.8271993956586123,-4.032203712301924
-1.815051051470134,-4.103348525207959
