n_harmonics,base_freq,magnitudes,instruments
10,3.057923538099285,"[ 0.09577442  1.1134239  -2.49620789 -1.26261255 -1.16751207 -1.16420842
  0.93397023 -1.47625884 -2.71779923 -1.11483764]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9800597871140937,-3.2577646419398114
-2.9728768814839794,-3.1056182819432245
-2.9616456920977132,-2.784296014566449
-2.9609846054985107,-2.762618074377468
-2.9591092510022494,-2.6989729080525033
-2.9532190136012786,-2.4856390318842188
-2.952048614319785,-2.4408556344902896
-2.950338563920069,-2.3740175334032054
-2.9490036865340157,-2.3210907165074866
-2.947868741944982,-2.2754194082734918
-2.9445188220952145,-2.1366004629508577
-2.9370709630387335,-1.814623492874802
-2.9284079752399386,-1.4240961873570546
-2.926136179822074,-1.3206082140045032
-2.923515982814764,-1.2010292045604343
-2.923031037950416,-1.17896764076826
-2.91559280269602,-0.8430841253435741
-2.9087413917275575,-0.5431132462740886
-2.900733120387894,-0.211082284932514
-2.8958260535163376,-0.020431262009899368
-2.890703708277944,0.1659792997740763
-2.8850963368601725,0.3543999978201071
-2.884063473256403,0.3873013731015194
-2.8744110523550415,0.6642151659810464
-2.868843820689578,0.7989634947011296
-2.8646585762428085,0.888824267583758
-2.8612158710474755,0.9555435364287017
-2.8594593690448025,0.986709587359472
-2.8593140345728933,0.9894670150511958
-2.8517407572992264,1.1054874916813973
-2.8512426884630138,1.1122208257369104
-2.8474070776549736,1.1598963394424646
-2.845606412942086,1.1801326859820818
-2.832739651698568,1.2870096075423094
-2.832736878765391,1.2869885922124962
-2.8230371519969895,1.3348000847356207
-2.8201677635085622,1.3450057408787623
-2.817481234609777,1.3532996344352444
-2.8165210018526925,1.3561340639680022
-2.816427759762128,1.3563755789922294
-2.811379193328342,1.36858793982426
-2.808820103544284,1.3736634442430549
-2.8076160526288647,1.3759054736521426
-2.790261193147839,1.3985857350046125
-2.7879726002923126,1.4006057387747701
-2.781507225855413,1.4045745026932976
-2.772464678961304,1.4054219895090643
-2.769440035407791,1.4038175976657328
-2.7548073429100164,1.3729828064879057
-2.754648324794068,1.37244629848664
-2.7525215232740674,1.3635940398692554
-2.7494322272889393,1.348177533631815
