n_harmonics,base_freq,magnitudes,instruments
7,2.9297648721847716,"[ 0.6826173  -1.62929578 -0.52206674 -0.71447598 -0.46720079  0.88935083
  0.5495639 ]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.990771138656143,1.8335214444881989
-2.9841003095235035,1.5672117032438773
-2.9759310446429836,1.2176200364496592
-2.974923998984906,1.233716295482605
-2.971414745999137,1.0519119114888418
-2.965503985021613,0.8006779416267276
-2.965203482843003,0.8309781796229054
-2.9576712157744494,0.45562985628102104
-2.937936817521072,-0.5162030023466039
-2.936526752727441,-0.5622824879753097
-2.9360367636266447,-0.6229501355209716
-2.935289869227897,-0.6521861619200291
-2.9273082559007593,-0.9831552995095095
-2.9252592775942374,-1.0854118234039547
-2.9162283026650817,-1.4834966377819814
-2.9026082982648647,-2.0190631767389253
-2.895548000532493,-2.2173033352360183
-2.8919905386261364,-2.3309153331859007
-2.884137132733471,-2.6071689804893885
-2.876380975005992,-2.7555199759604
-2.8718253245068683,-2.8074804429742013
-2.8609545613751877,-2.887965549716235
-2.8503383840998975,-2.9570891162266184
-2.850054995335694,-2.895019796635467
-2.8343985484814036,-2.802249968638087
-2.8284760842842678,-2.6370351202538176
-2.823227247318856,-2.5035061506462677
-2.8167503861512486,-2.3865028994991415
-2.8117285798704104,-2.230357901386418
-2.7891024279350827,-1.4901057778733307
-2.7814137705299005,-1.2003655525471142
-2.771670805472697,-0.7873740510820408
-2.7708155124508496,-0.8334071161198235
-2.766199868236442,-0.584351514080316
-2.7653274534519516,-0.5872388010688093
-2.763307952236416,-0.5112902830901602
-2.7617552509170857,-0.3763086238931997
-2.761427037202332,-0.4176335753199551
-2.754168399752233,-0.17526406736028033
-2.7436253804827997,0.24440230346298827
-2.7294478992041444,0.6225823834698251
-2.6961835086233,1.330009725302978
-2.691681689617407,1.3588534572120783
-2.6876008214767624,1.2968162206079843
-2.67484266506798,1.3243705538347015
-2.6693800191481873,1.32239902474465
-2.662668086322446,1.2848699622954642
-2.65896718930829,1.1964076367056673
-2.6580929009037266,1.2074817043118806
-2.6557625493508583,1.1462143826834241
-2.6540152509825905,1.1261655593821993
-2.6481816588550604,1.0207072171546163
-2.6472609597312404,1.0750337799865286
-2.644885500649128,1.0348379987056542
-2.6394198881707247,0.8939269228962192
-2.6364096267773873,0.7743157474692218
-2.633910976505031,0.7526377268156529
-2.6277562875795777,0.6208963046353522
-2.625582192081252,0.6135124076112803
-2.621588929782553,0.4740275061867479
-2.6167762970188697,0.37449493330298284
-2.6151431154060725,0.3719176692277541
-2.6128761790921864,0.27483184253095866
-2.6002024355700053,-0.027117330592082885
-2.597351885661361,-0.08119484956177833
-2.595564883861489,-0.1982530052021098
-2.5771842317306177,-0.5101254918220369
-2.5670749552049568,-0.6918042207867325
-2.566019867388546,-0.6879957938939504
-2.549911966857519,-0.8425294005784418
-2.5497698309704173,-0.9275005157783376
-2.5410345119940994,-0.9059827993262093
-2.539631766151702,-0.8950634965851484
-2.53743053940323,-0.8838938931837723
-2.535896273480864,-0.9023691781956069
-2.534350234951349,-0.9168064146368229
-2.531861196557384,-0.8593550855897144
-2.5308420848866167,-0.8743692488437991
-2.527077779728441,-0.9221554964442144
-2.523820624118298,-0.8537938635026043
-2.514530611363229,-0.824831753843363
-2.5090479013394225,-0.7930764104246406
-2.4937455800463573,-0.5929693599541409
-2.4892300233815465,-0.46594269291124085
-2.485085002468731,-0.42246986035232753
-2.483597105947682,-0.4115173029980273
-2.470347807850346,-0.1384233581843404
-2.470112025087991,-0.15656115324338196
-2.4683085336578268,-0.10412535787115167
-2.4485750897573784,0.2590606753043628
-2.445470942880757,0.2551347656680684
-2.444858772150786,0.2742091251212215
-2.4352906730128003,0.4126574884345313
-2.4293826814961355,0.40012731262366485
-2.426056069452948,0.4774865875164688
-2.424617267050136,0.5859348050575008
-2.411731394474156,0.5760458487066576
-2.410199473225606,0.5907432509047026
-2.3950886984381863,0.6109311708237409
-2.3718012747844046,0.39807163074056695
-2.366257273913836,0.26662435898359277
-2.3543809509052296,0.09963131464615532
-2.341246692574443,-0.181891810141382
-2.339906717106592,-0.26414860984039673
-2.3340551962739196,-0.3586406241494129
-2.3326152057417047,-0.4250311681322437
-2.331119013214469,-0.4356144699996994
-2.326637156501045,-0.6194387969131889
-2.3174379863518513,-0.8174788340874509
-2.3152070843185806,-0.8740272740520979
-2.312313596204419,-0.9628042934461538
-2.2993808660052846,-1.208285182264762
-2.2890395983754726,-1.4549289202313118
-2.2881426007242887,-1.4252641951569909
-2.2801228620590175,-1.5771306386743904
-2.273389304581017,-1.6759184676063559
-2.269520506495012,-1.6341457544344642
-2.254522716403226,-1.7454348074294999
-2.246461962987465,-1.7176196939436694
-2.2304413943014807,-1.5342841191551124
-2.2279591694879524,-1.4307101523311818
-2.223513714379835,-1.3767426766052708
-2.222209114036885,-1.3381053998030195
-2.2202459016041862,-1.3392466299392203
-2.2187384289768515,-1.2478937296512644
-2.2181674939002,-1.3178829517368666
-2.2139561957428215,-1.120018890665059
-2.207535514374002,-0.9446068900468345
-2.205315634213342,-0.9276528551268496
-2.2049904047457156,-0.8797897536110142
-2.2033491805454686,-0.7994764037686699
-2.2010023026944685,-0.7867873366833534
-2.199893679673171,-0.7527524975701693
-2.1987664906631017,-0.6503808817543619
-2.194419789718549,-0.5943638097196504
-2.1936663603883275,-0.5510134083342969
-2.1932322089049707,-0.4985318261943946
-2.190018570663331,-0.4115920928050972
-2.178430226235175,-0.03576194817385851
-2.172015613495918,0.353119505477532
-2.1659205045032013,0.6279346649707869
-2.164550942738703,0.6379868216569038
-2.163792814786186,0.6366929697438922
-2.1612288722344544,0.6914091615437593
-2.1289007422576893,1.9979100298503107
-2.1286353148715045,1.9990299763561437
-2.127178464993662,2.0771450134072293
-2.1230775788562863,2.1060127214952664
-2.1198831885726115,2.215572110664413
-2.1090211778894323,2.5800175262408813
-2.104132439226227,2.627961807887488
-2.097447145904696,2.7424311260326752
-2.0969151046860306,2.693249442685122
-2.0961741573326416,2.781898053300445
-2.091651235142313,2.7582058977714867
-2.0898037447349243,2.859849715953073
-2.0874917218696787,2.85178358478955
-2.0855579432219162,2.831268592501956
-2.076353092431559,2.799694764043318
-2.0738087172039594,2.779126844277233
-2.0655250672083243,2.838420284677047
-2.0613733975184765,2.7670493865195946
-2.055620242174382,2.6693683472581657
-2.0547300447294443,2.6544418511559202
-2.0398986480823087,2.294996218746493
-2.0367905380140887,2.2116107155934492
-2.0332606215731452,2.1011253531494027
-2.0289440159526375,1.9205306165555316
-2.022147171479486,1.6593683129073171
-2.0211595654940044,1.6461499265624366
-2.0192389169812586,1.610449597306591
-2.0052607900359947,0.9515643830354534
-1.9993339425112346,0.7397975482510916
-1.9985685937755133,0.7134571640786569
-1.983973147268792,0.03484980323129096
-1.9674259432140082,-0.6253880033430627
-1.9556843120688996,-1.0530213097894299
-1.9528407910413834,-1.1983330408132813
-1.9501469433579552,-1.2983200961046668
-1.949894285026596,-1.254775038385284
-1.9490826606764355,-1.298738279753277
-1.9486952977770389,-1.332296167417684
-1.948253040197929,-1.322454918985021
-1.9416990086841326,-1.557399335400983
-1.929406375569006,-1.7985076135986886
-1.9207928205440266,-1.9253431517054187
-1.9095899721309564,-2.0863256511280572
-1.9024245549410521,-2.0890615063719657
-1.8924360824654949,-2.0260506967299587
-1.8908502541670666,-2.0166008671131537
-1.889966339124927,-2.0045039560687465
-1.8843556678131315,-1.9484298340208575
-1.8654399766083587,-1.5445680345085777
-1.8638327503131273,-1.5277644320315762
-1.855361123171471,-1.2783577716343568
-1.850181360982817,-1.1218976178884958
-1.8490322191875082,-1.0783281881481988
-1.838329801159261,-0.6437815528029536
-1.8324846456383326,-0.3835139759938961
-1.8308302117849893,-0.3805173596873389
-1.8187152015498058,0.10120703933506464
-1.8153634157671288,0.25502313071097216
-1.813498306193234,0.3384724445262763
-1.8083219838644569,0.5354386219388005
-1.8079528193524539,0.5460322828897798
-1.8070052365300304,0.5944866102693696
-1.8009104968407081,0.9043326644445536
-1.7991873452903508,0.9085659402705146
-1.775766259832623,1.8786092078667977
-1.7706633122263937,2.0678191658722764
-1.7677147394743529,2.093743318659931
-1.7664547039997347,2.161119577043886
-1.7660437961703237,2.156629929989623
-1.75953253859388,2.3588448314133355
-1.7504147330998798,2.5895792994014486
-1.7503467551600147,2.592427857087384
-1.747470794909065,2.6554741266393935
-1.7407344693558457,2.8090025849293987
-1.726472595027521,3.045646753184357
-1.7208652939931226,3.1175996151392202
-1.7005554083420324,3.1786300405492547
-1.7000011704838711,3.202912082546307
-1.698828317666258,3.204472117702336
-1.6944785147998769,3.198734767492659
-1.6778301961155244,3.1393855028583495
-1.6752251484642717,3.097839323103432
-1.6597259149555745,2.93868819017623
-1.658039079909284,2.9441999659412748
-1.6491622597769169,2.8255608791752405
-1.6368460254349968,2.6410447041585248
-1.632456955880825,2.5924449707670534
-1.6175334744442769,2.3642254906732836
-1.6167821413914645,2.3931287494691107
-1.6111641110095416,2.32412077876669
-1.6009666516271917,2.174780985343298
-1.60022931714566,2.2407610154694693
-1.5872905010049145,2.0955629814980012
-1.5827094720896415,2.037325791736993
-1.5789067339139091,1.9730701255191163
-1.5778423389837564,1.9535724226669247
-1.5679532143491297,1.9272200561495527
-1.5649320117085195,1.8844996736458821
-1.5616440698253975,1.9020452662871628
-1.5607718780711364,1.9094949961498933
-1.5544196577485603,1.885379868881983
-1.5520469642612982,1.8936926369934366
-1.5465058552987274,1.7970251524138343
-1.5395617377695356,1.823649493960027
-1.528448075641977,1.8317158225645576
-1.5261533960219105,1.8248007842922003
-1.523678778951086,1.8051250498161688
-1.508563829285401,1.7429516770693914
-1.5029542932277247,1.7806062956042061
-1.5016175995543584,1.7621022554257249
-1.4985145229237498,1.7701203549572342
-1.4972873765483463,1.7257017056997481
-1.4919274721488514,1.7398569871112752
-1.4807540447417753,1.7457566603677124
-1.4661738388915502,1.6191143974690412
-1.465418991553046,1.628923875165774
-1.462983566337769,1.6051277065008505
-1.4626369995368724,1.563472024151169
-1.4540759334111892,1.549881022991106
-1.452262412811094,1.5576134382513602
-1.4500968934214684,1.5203715313486357
-1.4489060355381183,1.5180819893096087
-1.4419648098118343,1.3844153267115245
-1.43975007997524,1.409723530455032
-1.4341042406389493,1.3210350108139122
-1.4266284532175741,1.2895160985396288
-1.420427901205977,1.1543074723836724
-1.418537767848467,1.135563096073113
-1.4107280994758713,0.9640379635608544
-1.4100180051226214,1.026387370388817
-1.4094001749882905,1.038141013777881
-1.3885397640310555,0.6648128387752523
-1.3850900129692703,0.5928582238862198
-1.380026264629723,0.49568202657801375
-1.3521378834519744,-0.019615584731078592
-1.3472603039956486,-0.13082539002601415
-1.3330565039013795,-0.38928158116940786
-1.3235794203798148,-0.574115246021934
-1.3119546300401137,-0.7398390517675041
-1.3112069578972698,-0.8359859027593456
-1.309901294507724,-0.8580048819394179
-1.307434382792054,-0.8547538817481611
-1.3033213372388601,-0.9758727868429268
-1.3015668272197731,-0.9373437470144547
-1.2905673497518986,-1.1618126221895473
-1.2806158535716736,-1.3375352233109015
-1.2766134290456108,-1.3701892123029464
-1.259412559389351,-1.7003274687397492
-1.2587424169044967,-1.7224547000975654
-1.2582102795220282,-1.7092326933847157
-1.257869010100983,-1.7100646420342234
-1.257569647752582,-1.6703390784817664
-1.2517387556382973,-1.8296021647404126
-1.2489968278735415,-1.8215681305026046
-1.2374831721062491,-2.072285589839375
-1.2363399214983781,-2.0325489008838273
-1.2337710786973612,-2.107464816250898
-1.2238738529088562,-2.2664622011031477
