n_harmonics,base_freq,magnitudes,instruments
7,3.976862276977732,"[ 1.89771138  0.15142701 -1.68178013 -0.38060309  1.28955509 -0.27334382
 -0.46279088]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9969735005459537,-0.13000037536809392
-2.992913030036773,-0.21841428244496
-2.980723994561029,-0.5002727277448428
-2.970818616721124,-0.7297581174656171
-2.965343441576744,-0.8423698247601746
-2.9635445820221236,-0.8712480902550936
-2.9456617236223677,-1.1280258809718033
-2.9421454451682774,-1.1444139535040259
-2.941950653350774,-1.1533524332705536
-2.929574708203493,-1.1723172143915477
-2.928587047818934,-1.1663879269519337
-2.9239819125315467,-1.139259115227645
-2.9151924106866014,-1.0418840004161751
-2.8961422360035183,-0.6490722121751071
-2.8850701697652408,-0.3256955152412159
-2.8782329694587823,-0.1122007701873932
-2.872740951168012,0.06323322844955573
-2.863265166377388,0.36964055831244524
-2.8535485050782636,0.6616596698360697
-2.852175576245866,0.6953831252429056
-2.8406890137963887,0.9735124869222964
-2.838845032608867,1.0081486487952005
-2.8311060020345953,1.1199391794636029
-2.82693825890414,1.1531606637325758
-2.813566943532239,1.1449290744145812
-2.809670093125899,1.1144506425650555
-2.8090591244033836,1.1048129115782217
-2.8067735075708278,1.0693585993817636
-2.8061841276396358,1.0624004545009738
-2.8013593641194197,0.9665531528461091
-2.798172140903346,0.8959725365208115
-2.7960681912001046,0.8436111865347576
-2.7882021876321943,0.5886659563939216
-2.7846858056099424,0.45528747998122526
-2.7816060396123756,0.33339811509081363
-2.781581220903461,0.32687483512209337
-2.7738486966484457,-0.030182133158560977
-2.7733957497619777,-0.05294569685453753
-2.761645056481454,-0.6667150426748957
-2.7589669745955776,-0.8333645027879744
-2.758421860563666,-0.854490442889029
-2.756149006359986,-0.9872104556732527
-2.751316741680503,-1.2760378875996572
-2.740737862339019,-1.9015147308582068
-2.7378450291283123,-2.0738718179043794
-2.731877630087785,-2.4084080079390815
-2.7279705546388104,-2.6340188219924725
-2.7253630214066025,-2.766644052545276
-2.7231239973121433,-2.8835937798207825
-2.717614491969459,-3.145881557494327
-2.709691135817919,-3.4936688170308545
-2.7087596674462553,-3.5376559838786332
-2.7085140689975464,-3.543904020129051
-2.7019928626314487,-3.7653831928503196
-2.6996410831270854,-3.836596127378963
-2.6964045448223377,-3.9325680122174203
-2.686736765050278,-4.114467791480134
-2.684388078991657,-4.140685122088374
-2.6761438491230427,-4.190843107243451
-2.6736332435810874,-4.187190650111489
-2.6707751196240137,-4.181544359244112
-2.6676359191912913,-4.149393711570684
-2.667090038117883,-4.142308239078405
-2.6643275216195743,-4.115361165233553
-2.6616204915802646,-4.079546448357503
-2.654931881122321,-3.9516451464891325
-2.648825140251915,-3.7969330456753867
-2.6465286956406526,-3.731433676079746
-2.644973351301987,-3.685014134886128
-2.6419439044332025,-3.5859946555594413
-2.6367928873698085,-3.413026521924538
-2.6333576360716213,-3.2828015714581387
-2.6211843164493853,-2.819630663161356
-2.616472983524484,-2.6315314382719643
-2.613973049446511,-2.534298367624893
-2.61280993218506,-2.483711057183926
-2.607132924070841,-2.262171795168025
-2.6019540818775484,-2.0712902886427424
-2.599992695886851,-2.0028420174338772
-2.5991676657611427,-1.9706271364350876
-2.585270131249241,-1.531591129596158
-2.5797115377658155,-1.385804237357112
-2.577752203023262,-1.3412962431096587
-2.5775271447418344,-1.3294528912873578
-2.570431503638104,-1.1911948160230348
-2.5646631343588613,-1.1060060148873452
-2.54718357509906,-0.9810479995286602
-2.5467974391131483,-0.9770299420324926
-2.5444187346158698,-0.9764063201710194
-2.540261375682254,-0.9779829460171592
-2.5335434674128043,-1.0079458154587388
-2.532491473702657,-1.0073368392184563
-2.523584141662986,-1.0595750778963828
-2.5134832047178253,-1.126108161601652
-2.5122026121879166,-1.123457211312452
-2.5086434350691107,-1.1502000551533602
-2.4842132359029403,-1.1381454579360715
-2.47743999087525,-1.0652117430295043
-2.471654451233491,-0.9701632915297403
-2.462529782303397,-0.7716904266980589
-2.4562377110973554,-0.5981468974939157
-2.448045908017022,-0.31137851224657964
-2.447945175418348,-0.311583375207023
-2.445509652997779,-0.21405577470637474
-2.443804263710635,-0.14416140243030173
-2.443469391228454,-0.1335628174713217
-2.4385179367270755,0.07760046153210293
-2.416148837290161,1.1889448518153045
-2.4160784609455797,1.1843328863629057
-2.4067929884390544,1.6762355729734097
-2.4005079217123946,2.002795753970643
-2.3964388474233727,2.1962489849169287
-2.394972572063865,2.263384715672845
-2.391366204234913,2.429652630518444
-2.3898861264117945,2.4958383849554124
-2.386994253723224,2.6237501962429866
-2.3850468277123804,2.6922782866029356
-2.3749796891894226,3.0453452434041983
-2.365298183270979,3.2749125805788557
-2.3598904545936907,3.357516688285287
-2.3563248478050047,3.388645470723343
-2.3553292739365905,3.386761544528802
-2.3514337776031233,3.388540818379124
-2.348087857489144,3.3781599391223467
-2.33679159030442,3.223890892043298
-2.33406034906433,3.1584317886443976
-2.332209863450595,3.108320440304683
-2.3322072197046144,3.105233807004263
-2.316586078842963,2.5125161933366478
-2.3159905568485066,2.485254450555515
-2.3120664865079474,2.285772862932797
-2.310856041346918,2.2274443403323514
-2.310473212896677,2.208724564292429
-2.3092877286704483,2.1436971814418455
-2.29857906519984,1.5423682269787249
-2.2928469239941562,1.1899806970357838
