n_harmonics,base_freq,magnitudes,instruments
9,1.1775229008727228,"[-1.10692436  0.80798832 -0.14593935  0.56430655  1.25576556 -0.66862296
  0.98260753  1.74590628 -0.33371409]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.993469141585636,-3.9543456547381215
-2.9934474581078794,-3.965965871626953
-2.9775072307585364,-4.342307790666363
-2.977443273229965,-4.337763476405508
-2.972332598719125,-4.4390481017638415
-2.9709096009908142,-4.436140503219132
-2.969841915014623,-4.477155797709035
-2.9570148159971437,-4.727101402018104
-2.9534786413632057,-4.771143488875657
-2.9492191606498395,-4.842740213014286
-2.94115495966962,-4.972421588206883
-2.929957253277859,-5.089351310188391
-2.9247608576848467,-5.14753470535909
-2.9219792122685764,-5.175771296832044
-2.9202044846539748,-5.175535880922707
-2.919216889881916,-5.212050816543025
-2.9131614186744232,-5.222012087769326
-2.912146717788552,-5.2508751715966735
-2.9116236794400225,-5.245641828911868
-2.91052480227599,-5.258003248697695
-2.9092430214954366,-5.2362834707775034
-2.8915365851886223,-5.307795248351413
-2.891276649998116,-5.33206985909109
-2.887296467536644,-5.300448948035116
-2.8782481129839743,-5.251979509825982
-2.8713980520990825,-5.217678931662156
-2.8634790788594175,-5.1774261558576535
-2.8567287486799966,-5.119695678086284
-2.8541970888874433,-5.071191600425307
-2.8531986407263537,-5.054277483303869
-2.850012827973867,-4.997551921134332
-2.848035749805076,-4.9794922021247245
-2.8450764790785166,-4.950384585444348
-2.8416048256745854,-4.906634791935375
-2.841253180674645,-4.921017915835562
-2.8393042159759707,-4.855233324330252
-2.819595745752158,-4.4963530471069415
-2.8121481279815534,-4.34699930927943
-2.8002265651072102,-4.062538426942592
-2.798616129228349,-4.04628263019042
-2.790777651199421,-3.7902704374979432
-2.7864132159388646,-3.6799628455991993
-2.782718086100844,-3.5524149007206236
-2.782220799368441,-3.5713820481372345
-2.7675967275234865,-3.1166462197705256
-2.735060701514314,-2.020909851304753
-2.733869934985588,-1.9870548372294254
-2.733533741798188,-1.9865074743140603
-2.7316018092438417,-1.918516364605619
-2.729619544103873,-1.8434722162646258
-2.729585746366702,-1.8554014726200345
-2.728162724118122,-1.8029928275062963
-2.726461682221698,-1.728407522227072
-2.7263281755805107,-1.7380041604589258
-2.7228335578799383,-1.5922496295240929
-2.721478626381918,-1.5652517566212687
-2.721279759832676,-1.5307922897798412
-2.720597832119883,-1.5229651496907366
-2.7146220095109346,-1.320983664246348
-2.6946721044574318,-0.6015496753062052
-2.692587073036213,-0.5413419326633364
-2.6861666168001928,-0.30024301093316014
-2.6847275188392388,-0.24005424396412867
-2.6767043422288523,-0.004020641407666097
-2.6757705810426273,0.06150555877296609
-2.6741245786336196,0.12381713931349773
