n_harmonics,base_freq,magnitudes,instruments
9,4.310722245239408,"[-0.17615942  0.31641554  1.53823739  0.80667497  0.73722294  0.25469246
 -1.13223242  0.65523379 -0.09192375]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9969663034802005,-0.5378634374666266
-2.984728572493867,-0.4935495504692275
-2.958334522225689,-0.23353571123130315
-2.9579331089035152,-0.20833434425766184
-2.9533399276562093,-0.03434104423530147
-2.944200404007507,0.29657020763388525
-2.9425596211107368,0.3426232972837629
-2.929776568673057,1.211661296051408
-2.929603168375311,1.1578879526772867
-2.9226643494178717,1.6576413851671707
-2.9221912791155367,1.785291014612329
-2.9210525501709625,1.816871551318139
-2.919556315947071,1.9627212681519945
-2.9151208500569794,2.3584441073777898
-2.9130918321974453,2.464039661610176
-2.913091703951113,2.484721160103323
-2.9065721088799155,3.0720015620912746
-2.8983148563512864,3.9043159377792236
-2.897242936461774,3.919069352266136
-2.8958119188910123,4.069498105628633
-2.8859248095341283,4.839765576502547
-2.872492360555695,5.562207616610564
-2.8630101970944173,5.832141375755528
-2.85267053719439,5.729266234604447
-2.8470356027546013,5.476921552817124
-2.8402011882123155,5.051015557116851
-2.8331077308408643,4.407910484606939
-2.831442434677639,4.235158349686157
-2.826179351181442,3.6465114044986056
-2.825664676737687,3.555458046241047
-2.8209195784523344,2.9686242023256337
-2.8161235985508197,2.4480394488353068
-2.800990428439414,0.310529332768803
-2.792070830400012,-0.8748867130375129
-2.778498178296763,-2.434794377525188
-2.772592697450394,-2.921438139736328
-2.765474577690201,-3.318991090629691
-2.7637353190376954,-3.3798296606097593
-2.760648151763323,-3.4965008851469057
-2.75547843468733,-3.5557960499976677
-2.7481479720913793,-3.5033227097450337
-2.7332705460330136,-2.7225268111916807
-2.728661714131899,-2.413480365117396
-2.727349332273741,-2.2447199047648447
-2.721363760429188,-1.73307702873176
-2.7185119300774767,-1.4854792956850806
-2.708197612612235,-0.4444486774141351
-2.701970478277257,0.23248581687927206
-2.6949965768276307,0.8598446171820713
-2.693170614007145,0.9604047830551236
-2.6855200687470964,1.5401769748817444
-2.681726425573552,1.7768188981088988
-2.6695689794562885,2.2098539798181074
-2.6684406252429413,2.168952630688543
-2.6592836891512857,2.220771524640897
-2.6450579792661393,1.6984335096094796
-2.6355566917849393,1.1262909001239656
-2.6352422323908327,1.0636321725057587
-2.634278018133074,0.9818343410294472
-2.6336045350666915,0.9792815274233286
-2.6221552163822137,0.12564885079544755
-2.6032922135122503,-1.1448195011762197
-2.601605343098337,-1.2530933619566733
-2.594917483841912,-1.5140089937993053
-2.591998757122837,-1.662111154924503
-2.5823306313262737,-1.7279303457793824
-2.5822601973515282,-1.782030636124138
-2.5778099533800067,-1.7625475309335608
-2.576214885527323,-1.8090116445420106
-2.5760830388313902,-1.7762916245661644
-2.5677529086197537,-1.5690720242955873
-2.565869316527154,-1.4984479044497891
-2.5609347933194035,-1.2609957174289066
-2.5570169980004893,-1.1364081619242443
-2.553513747505309,-0.8753457951010388
-2.5214256387737652,0.9379581875202812
-2.5170034950977014,1.0821761333804696
-2.505516725627479,1.4326233335274134
-2.500605460812304,1.4630313861334294
-2.499226295472325,1.4748147750227507
-2.4937037796356307,1.5155184248926454
-2.481935620469219,1.1465841707077244
-2.4804464800342982,1.1649967209057404
-2.4570997194771387,-0.13856475546797734
-2.4513626741987147,-0.4509087073123405
-2.4409427657303433,-1.2104294851628663
-2.440722409394982,-1.1677090648895385
-2.429672199052951,-1.6991178970633012
-2.4236362639048217,-1.9334232200325652
-2.419723265115361,-2.0442121884670104
-2.4111693482745675,-2.323350343898742
-2.4087375930339636,-2.2522897517070533
-2.4085985468528093,-2.2996577804703233
-2.4048259284792435,-2.4026299561579094
-2.401855060381502,-2.3259108987410473
-2.3960379512537733,-2.410945110762507
-2.393622103836043,-2.3687878039105583
-2.3894175798503143,-2.358682402842798
-2.3881292369783664,-2.3347403508052436
-2.383192055387664,-2.274860533754483
-2.3816622248878905,-2.2844715712233192
-2.3658510559119987,-1.9511087629170503
-2.3627531524423517,-1.923365862867338
-2.3623567079471597,-1.9263695246291979
-2.350018069489263,-1.8096305496678937
-2.3468166125768195,-1.8130802515938897
-2.338158429863476,-1.8629412919100246
-2.333210852236056,-1.928032064494217
-2.3211594496595858,-2.0674982028125024
-2.3182857519363447,-2.1691681107332617
-2.2987383591452106,-2.4997309170358277
-2.296846290183765,-2.559637590659345
-2.2946793305439064,-2.5745319626867142
-2.2896475896444013,-2.6270397131538687
-2.2871645665730567,-2.7261880441397626
-2.285085404257366,-2.7166626044621713
-2.2803718983811603,-2.6282738413086757
-2.278914479682889,-2.718045941633408
-2.2763852371989097,-2.696097560305093
-2.2593559953720117,-2.3379847090609798
-2.2568016914983735,-2.1683459206273827
-2.2518152791776616,-2.016180739735858
-2.250676674088377,-1.9252693049168597
-2.2440494324599856,-1.5818620812651558
-2.243818019882105,-1.6263722116422201
-2.2421539518886817,-1.5674985204956724
-2.241087331739555,-1.4313596418109376
-2.239720453925658,-1.3678076835004869
-2.23955960859805,-1.4223681638993124
-2.227138456809764,-0.6638897704529448
-2.218033807070585,-0.1809271215158869
-2.2003802359716804,0.5920027251135833
-2.1906043395103687,0.705295204683802
-2.183772675730238,0.7182291175933555
-2.1707342256324758,0.3747390572151065
-2.1645881677814547,0.07693825943678219
-2.1642598664722454,0.07880960452488907
-2.1631705217940933,0.014821783914264447
-2.1537188855386713,-0.5387139528111019
-2.153448332908977,-0.5855597469305658
-2.151852065000009,-0.6683602731198518
-2.1501060682872986,-0.8789726371369897
-2.148928191687781,-0.918117537295579
-2.1412616101679376,-1.5054577449208355
-2.1411367774642525,-1.4853380118760198
-2.1334521207804213,-2.1093372593428197
-2.123073598661902,-2.7958256243695603
-2.122031877922809,-2.7865559366316566
-2.1110835313396152,-3.370973581003136
-2.110007989332748,-3.338479944545002
-2.1085323182023425,-3.392497370186379
-2.086043025581056,-3.326575239801939
-2.0854751801207865,-3.3268505947360096
-2.073611029110739,-2.690571438187726
-2.0651943846643346,-2.0967836167145744
-2.0642120348269506,-1.9475559287553035
-2.0641802345591866,-1.945764472462658
-2.023293701191965,1.8952110890741383
-2.01599496144139,2.4309336352375177
-2.0124138871305184,2.6570097132082706
-2.007247557329225,2.8867606094835545
-1.9860068001826654,3.4425575708382254
