n_harmonics,base_freq,magnitudes,instruments
7,2.013244790948603,"[ 1.33671223 -0.06898603  0.64942167  0.69147791  0.53437671  1.3008325
  1.3308292 ]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9973225449006726,0.8419986204109754
-2.9955078599792233,0.8345672826248671
-2.9914601150934192,0.8023371597680724
-2.9892927557817113,0.7479197072311534
-2.9852468084081685,0.7160211700254051
-2.984620484658974,0.6884229302606096
-2.9689567060365825,0.431802386185068
-2.964565460490317,0.38142618872299094
-2.9640706990715913,0.33923713988695714
-2.9570603903340427,0.20557469178656684
-2.952171810445688,0.15023714331621366
-2.946844835103786,0.045654334396816626
-2.9286057605869087,-0.3798324660536586
-2.927958052389192,-0.3769500942585862
-2.9222129279585096,-0.47946431176804927
-2.9217463452084096,-0.5111150527671361
-2.9178746796755375,-0.6188085565905314
-2.9159057401914654,-0.6471864203202399
-2.907633651452967,-0.8575155551139648
-2.9068188728846627,-0.8825472140594952
-2.89519463089324,-1.1163035627732705
-2.892976231629219,-1.1621865610809927
-2.8857016394668724,-1.3554591737941717
-2.8849321308759075,-1.3902155020692242
-2.878850712341568,-1.5230052177121458
-2.8766606203289697,-1.5628181954780913
-2.8718511068368433,-1.695107530801843
-2.8707299160949042,-1.689625193754064
-2.8641404167617184,-1.8514686345329663
-2.8610824709499534,-1.9225467072191957
-2.8442537708910383,-2.2869428026075087
-2.8358016606963266,-2.4578571751646168
-2.8227134716381093,-2.7061034992717605
-2.8154346558546877,-2.8964401937588855
-2.8141920370546476,-2.905623593430685
-2.8121857498917313,-2.96366748577354
-2.8116041030716064,-2.9371587447605347
-2.801763421730204,-3.081426978189151
-2.801658612260379,-3.147800309181981
-2.7999494226248967,-3.1503088874796914
-2.7958097764825767,-3.1815368168529914
-2.7878785389298484,-3.279609294847605
-2.765769637170245,-3.5213112269451976
-2.7657104760559905,-3.5347626821087013
-2.76337576226125,-3.569845320776864
-2.757570855536841,-3.579710766282411
-2.749380143996735,-3.622197096565952
-2.749149271126269,-3.637238848525475
-2.745442259429696,-3.645041323650764
-2.7403868004562,-3.6461144539602293
-2.737456172964834,-3.6268752717444723
-2.7356171635662623,-3.634529524702402
-2.732170280105548,-3.652179247528306
-2.730008931591668,-3.6350284217377378
-2.7078790123631356,-3.5411786122963815
-2.6859918290845557,-3.328900033673316
-2.678971347550241,-3.2632508594849137
-2.6782849982941745,-3.2492097019249027
-2.6757360567701163,-3.2212361026308822
-2.664514241712511,-3.010684101363831
-2.647543745821112,-2.786676241316571
-2.6460085726224163,-2.6988667740159027
-2.6405917069492935,-2.598471342206658
-2.639541274914628,-2.610501313741929
-2.639429423411725,-2.5982624867740927
-2.634851982174075,-2.5211247309543734
-2.6318170687354234,-2.448099289476523
-2.630718957347354,-2.3965758086750037
-2.627692714204729,-2.36954550472793
-2.6236353734129936,-2.2647286721123874
-2.6185848704076884,-2.187276448106171
-2.6185253655181784,-2.1669579658948654
-2.6164208776786775,-2.104159238776102
-2.615973185403468,-2.124588156326988
-2.61467617965225,-2.0568254273656192
-2.6109392116392605,-1.986826519817605
-2.6102818526828226,-1.9919551935372564
-2.605037523963701,-1.854360622818966
-2.5932643379708527,-1.6411133892271128
-2.589752778067103,-1.5884555522015427
-2.584972124759245,-1.4117009785639791
-2.570095120158268,-1.1466324629930822
-2.569936471403758,-1.1637066692072777
-2.5638292067898174,-1.0212994134150954
-2.549588580296989,-0.7318111471415132
-2.537290385763638,-0.5420928194370188
-2.532635965056973,-0.4300378428893517
-2.5286357670243595,-0.387741370668194
-2.5216468454955048,-0.27577807593787984
-2.5106793795445395,-0.17681695497393488
-2.508983088260247,-0.14583761508793666
-2.507872544444629,-0.13465101321518927
-2.5055727080885433,-0.13047779281719415
-2.498283494107169,-0.029023673989300086
-2.493440700745504,0.01717867249716546
-2.4659812537163273,0.17100629635452594
-2.46594932225438,0.17435459279514584
-2.4632435558759065,0.18582861643074614
-2.4550043072890357,0.18299136418844622
-2.447121320983912,0.2531795732580524
-2.4424938627542083,0.22755652788708752
-2.4337305289137667,0.22235935690852504
-2.4119253303710213,0.20154743449578136
-2.4104041143031925,0.2035504747345797
-2.3925788931032126,0.1833402914760741
-2.3850278512586227,0.14965910982819827
-2.3659676294453384,0.07789269688879366
-2.3609911977237417,0.08643930327114444
-2.3606694348125083,0.09495917436567983
-2.358938820661863,0.08241163604423693
-2.3584709094919156,0.08795591203306097
-2.3582317116078397,0.07134420930921076
-2.329830762981151,0.06633004485282712
-2.328314780823071,0.13515230991770716
-2.319030678677062,0.09189044961577975
-2.3159818568639894,0.08757726666454713
-2.293272675371277,0.2412749533881815
-2.2792744839108208,0.3130913483750679
-2.243129523000499,0.8035310183774192
-2.2358205051551865,0.9005383098633417
-2.2199639479452973,1.204602626186622
-2.21419490779719,1.2689582662606271
-2.214039332436866,1.2958227138516716
-2.211680755693501,1.3477367086465157
-2.201587506987534,1.5585279399717449
-2.195351424651724,1.6128686419332945
-2.1697227267218437,2.1710614535617907
-2.1654743561387075,2.2508724272471974
-2.147676021552506,2.593636606146186
-2.1434992560306796,2.614051251704898
-2.1417657708965114,2.671302840415456
-2.1269303909456134,2.9004477765608088
-2.115560859943948,3.0327198703219214
-2.113522910425562,3.0659422566184733
