n_harmonics,base_freq,magnitudes,instruments
8,1.197886978267979,"[-4.75298890e-01  7.30217850e-01 -1.02327278e+00 -1.22971838e+00
 -5.94922149e-01 -3.18659480e-02 -2.35975730e+00  8.19296087e-04]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.995936490988057,-0.01934475411135935
-2.9904134335106183,0.13136143629204192
-2.983740241096368,0.34657982590550096
-2.979616644864879,0.41252832775153403
-2.969086085691905,0.7141428955922432
-2.9671989922564244,0.7919404193401576
-2.966807456044074,0.8037285434721403
-2.952000553273928,1.1808970564649834
-2.9417668089086675,1.4182483664185435
-2.9395990654714774,1.4658727420564692
-2.9052054465611237,2.246046660974955
-2.9038002334496733,2.2333009000795583
-2.9023089071069084,2.2992881086692853
-2.8996149938298172,2.3543688903339763
-2.895435708203202,2.4368662313782683
-2.8867733841633085,2.504741794958582
-2.8851253106586636,2.5840124040541204
-2.884233975139442,2.5978386728476432
-2.8841094620485705,2.6047609450817144
-2.8792780857700224,2.6610890144679735
-2.877286676923621,2.727983902882855
-2.8724351851431216,2.7892701678694425
-2.8702310244818086,2.8223639303757206
-2.8669945399084327,2.861723682046187
-2.8642914760455067,2.8914763220965733
-2.856152261389049,2.961662105451374
-2.84106358900142,3.094311534696014
-2.8364027624446657,3.1621733126570373
-2.834115386821965,3.179555835473499
-2.8314435990040474,3.221233433859981
-2.8185800358834223,3.269084147163574
-2.816897910457835,3.301341371345429
-2.8138805346828155,3.2520393335408206
-2.806871440733463,3.3061596503761517
-2.8014252134734856,3.2798209078969776
-2.795075685044922,3.3245492214340984
-2.778281616734592,3.271409905334903
-2.770054395056099,3.284623605489999
-2.769594688302668,3.3138608117110415
-2.7612301034105258,3.2443467090125635
-2.7543434021489155,3.1769724898906713
-2.7430698709254333,3.086998251749519
-2.7404086310292817,3.0846259989027662
-2.7298244445862165,2.9528948894372333
-2.7236689292925114,2.9187820303416383
-2.708851908362018,2.801071754931855
-2.707954306226763,2.7603598581268654
-2.7051468494732167,2.7348827456825213
-2.702902259554093,2.706455942710919
-2.700907283402545,2.679004104217419
-2.6994622141555924,2.681811764492895
-2.6976040394753595,2.649410904468027
-2.6972840464253567,2.6546330939207885
-2.6962657479488708,2.6004650552738866
-2.685423351862461,2.4823513617494353
-2.671180666891371,2.295966808843015
-2.670589622298727,2.303375512480042
-2.6642963315036856,2.1701986195120693
-2.660930732148805,2.1438496256909216
-2.6554905447688912,2.0310156174063394
-2.6416236145210945,1.8902628668929373
-2.633606879065897,1.7392962171426676
-2.6276438366403623,1.6518770088216705
-2.6261372842662136,1.638783787152868
-2.624678498174748,1.6295445334622654
-2.622922635988342,1.5861777455858799
-2.6212929094375426,1.6117940817508718
-2.614043129015327,1.487380913115313
-2.613794180983654,1.467616830339844
-2.603994185257047,1.3657733641109386
-2.6016650070896925,1.2934183144577573
-2.5921314669741613,1.1777395785306382
-2.583470199910797,1.0504698354282223
-2.5795491482792414,1.0321148625175076
-2.575877893810997,0.9758896785642605
-2.574779812045351,0.9896759808356697
-2.5648504545380875,0.8823187796915533
-2.5618319281290223,0.8590581661066629
-2.560923428237607,0.8430256319371873
-2.550738273640973,0.7397593707451752
-2.5478550737814034,0.7280458446572409
-2.5388672678075284,0.6439256676402983
-2.52371485892118,0.5877820721295463
-2.5186588048936507,0.5421801991116624
-2.509530162612922,0.47061879411582586
-2.5035233298170354,0.46560882454107055
-2.4993218393952326,0.4599944849548063
-2.4979327017801003,0.441830371339796
-2.484372631795004,0.4464329687544143
-2.4669469647676374,0.4934900009096281
-2.4610036692104376,0.4673507298747834
-2.460727020961027,0.4809857447064402
-2.460539682432393,0.5025664473712247
-2.458236144109347,0.5080282467641549
-2.4421929637604327,0.5217747749215117
-2.4409827144919647,0.55432915486597
-2.440416148998844,0.5119141434732154
-2.4279196793850306,0.6224639333342218
-2.423746630553187,0.651766551333179
-2.4219952437141306,0.6481055069979369
-2.419209425069213,0.6844199805878133
-2.4153544966235723,0.7221840336119215
-2.413953519253046,0.67896674337769
-2.395504553572964,0.8564922670611149
-2.3951766017288243,0.8442844305037811
-2.3924993027993873,0.8893974512823846
-2.3847563790598385,0.9519346742607913
-2.369892898963971,1.1159728985430528
-2.3657413765178146,1.1394045202922987
-2.352134809307502,1.2635790958683069
-2.341152990721809,1.4113586175408168
-2.3364774124584486,1.4826891541907348
-2.33156598172153,1.5281196385292195
-2.3297348102981896,1.524958933264837
-2.3239888778282536,1.6321220079935148
-2.3218213793691396,1.642869530937337
-2.3206917872288777,1.6582461811158533
-2.318642420785695,1.6764479465185778
-2.3131598773443587,1.7783324783201628
-2.3035286783600055,1.8144833043517818
-2.2987128930082883,1.8819476130913853
-2.2978236262757727,1.884191410586227
-2.292535468364524,1.956116408856039
-2.273735265325723,2.099184237991452
-2.270106604421042,2.1738028455882747
-2.2698139166191083,2.1434115552771087
-2.263521184778424,2.2211735391319665
-2.2594213335080164,2.2309646362071933
-2.2571646304818254,2.2231441622236843
-2.2509115032100797,2.287814967122578
-2.2442513835597144,2.3359354353898394
-2.2362422529593795,2.3716015812339335
-2.2348327831886463,2.3606434319318716
-2.2339572555381078,2.4219091505044408
-2.2337488861334256,2.3897769686999717
-2.22309327872866,2.4160872053708013
-2.210101745062906,2.4288490522500212
-2.2095502309975,2.4544959908906407
-2.2052875200131865,2.4777423405444745
-2.2028828406375673,2.4629930072008093
-2.198944622226252,2.480026768967728
-2.191439867543682,2.4599733846876792
-2.1791061589285796,2.402213262524622
-2.1724787678435535,2.3744525245244232
-2.1656298535677427,2.3752799967392386
-2.160784574342519,2.3480003979194253
-2.15559855880295,2.3661253137738525
-2.150369942256324,2.2763457513057044
-2.141535824681081,2.224449171334337
-2.1374166822208123,2.183293158301933
-2.13237886013788,2.121424984721837
-2.128905432860145,2.081363545342535
-2.128166311692844,2.097040111651223
-2.1281373201277445,2.039221254467521
-2.119958394507715,1.9511454219106934
-2.1183853978403313,1.9472994831825223
-2.1150660994475006,1.8755540126343626
-2.1138488304729757,1.8853066023509268
-2.1069401840282325,1.80109496227182
-2.1003084443856403,1.7055212073144441
-2.095332755109512,1.5990942336867449
-2.093377634127374,1.5830315066770833
-2.089953038943325,1.526230702969487
-2.076851179200392,1.320019580524618
-2.063647652977237,1.1240847630626112
-2.0558796012048486,0.96532630749809
-2.05586277257643,0.9577170452255355
-2.042486587119665,0.6969592901914136
-2.0341183180732214,0.5249023137332939
-2.0253278637138856,0.3474118116637816
-2.01919787533914,0.19451252446544137
-2.0124695291471095,0.051793495418558294
