n_harmonics,base_freq,magnitudes,instruments
10,4.174016647375,"[ 0.21863222  1.65958469 -0.03004904 -0.03995095  0.56466743  0.78027879
  1.19050059 -0.40566196  0.10454212 -0.52616998]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9984767241418466,0.4900375605646189
-2.994327014654304,0.2294194580387705
-2.9918496193557345,0.08927849383422137
-2.954298083558041,-1.063015920214538
-2.945587969492845,-0.9405155226273987
-2.9268477927141743,-0.12849847076838672
-2.926183140186444,-0.10464388855296386
-2.9236973108706277,0.04578884132615676
-2.9219308216527953,0.16674671986912468
-2.920657897433531,0.24993425236797454
-2.9166515188386657,0.538014485933417
-2.9161268417639867,0.5753001788944759
-2.913474988674072,0.7590425801870057
-2.9025683797225525,1.5910835523057372
-2.8935282919908465,2.2310799595063204
-2.881291595090217,2.8971064183515938
-2.8693112314333273,3.1968394143759777
-2.8636167949493796,3.2412060277020145
-2.8520869229227093,2.9689292945458132
-2.8445683146966827,2.5977946771693827
-2.844008942245476,2.5560830878378415
-2.842627044111466,2.4648441505390095
-2.824061417613957,0.9363228136514814
-2.8229768834040545,0.8389837365887088
-2.8090297825324826,-0.4294740800439003
-2.8039425977520693,-0.8556583197685144
-2.8019297753870473,-0.9958415379856557
-2.748234078370831,-0.5272080965392754
-2.738314829091011,0.41424184794084085
-2.7377273082320985,0.47997676043855
-2.735872372240337,0.6598233928631951
-2.734574040902162,0.7931217625629212
-2.734439883724752,0.7977048909887502
-2.7300005280181416,1.2723113719849883
-2.7273350366134714,1.5469580609838331
-2.7268756806407177,1.5776730410939426
-2.7194482053480122,2.2734110559562453
-2.717165772686326,2.4660429253714855
-2.709528913420236,3.0441020335871185
-2.7074519002707786,3.193813621714284
-2.703575801667454,3.4042070368374193
-2.7028228848218587,3.460079272175684
-2.7025355594546476,3.4546706502946587
-2.6999470365866673,3.5575974205979533
-2.6948272294557594,3.702238846834297
-2.6902087868120486,3.76579487083384
-2.6817592402156474,3.6966561123629194
-2.6762527908249925,3.5044866977773976
-2.671010446399234,3.2617210472165077
-2.6694284784396096,3.1564795607074783
-2.665483760331944,2.89284098168636
-2.652485616451525,1.8647284423448867
-2.641386292676558,0.8621279995131619
