n_harmonics,base_freq,magnitudes,instruments
7,2.282513784367929,"[ 1.12563913 -0.03640483 -0.12710132  0.6019959  -0.52630723  1.95269394
 -2.1983261 ]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.994802964408959,-0.1376896495724548
-2.9870956708387433,-0.1534573058290678
-2.9823104549354253,-0.11482045680522003
-2.978015194247669,-0.09491300439192427
-2.9768819225591376,-0.08466199339721775
-2.9707373665922026,-0.09222311623670806
-2.9686377333715415,-0.11191736189196898
-2.965301326211043,-0.11477625251930525
-2.9637255389405164,-0.06052892727781002
-2.9596352429798474,-0.055390581854603625
-2.9582093201393262,-0.11411439181251345
-2.958082537100478,-0.0671466246434029
-2.954019079524338,6.066409482358148e-05
-2.9399841041859185,-0.09623505549276218
-2.93911135483895,-0.06619904472893157
-2.9390430659452926,-0.07713715416132069
-2.9386555851389105,-0.08286175422532793
-2.922019783273549,-0.15513236593607796
-2.9194746660340503,-0.09670783191695305
-2.9130697812396162,-0.19901207481247732
-2.909631280129711,-0.21172086197509185
-2.9087705706392226,-0.26918370978153316
-2.9037093299802175,-0.3228196476772356
-2.901313650976442,-0.23497926752728107
-2.8955497057413817,-0.3308758853084668
-2.89362464951739,-0.28400634821208953
-2.8838418691239776,-0.4324133474450822
-2.8751671530609424,-0.5479322589476964
-2.874941506906152,-0.528543900079686
-2.859865917435985,-0.753209869191893
-2.8526371605638685,-0.8036067719060337
-2.8499852808047166,-0.8611470923114971
-2.844082088071916,-0.9000138463436469
-2.8367360569016933,-1.1390671882592993
-2.8231410049853927,-1.2910241185582811
-2.816342813208835,-1.4441235639732517
-2.8148851827087817,-1.4355828255262875
-2.808378713937379,-1.6040808368188157
-2.806045432243755,-1.593715960716251
-2.7950803293280284,-1.8297367228510588
-2.7921735532494036,-1.8858275270422316
-2.788432822747474,-1.9055085126711635
-2.786620572098773,-2.0228081712067567
-2.7863310810482913,-1.9398001911066525
-2.7789462061190724,-2.1435073956528434
-2.7708314272209584,-2.2744584979344777
-2.7705392218729763,-2.3221322681338883
-2.7667172882337216,-2.4072596568427813
-2.7644884653162465,-2.3596011734285685
-2.7643001196392323,-2.3870947109388503
-2.7570090070999274,-2.5768532258483168
-2.7456457103612175,-2.716129399408611
-2.744952079959873,-2.750594115905586
-2.738444932386634,-2.780995959937539
-2.7353468787446973,-2.8371094178595166
-2.7330044529091673,-2.8395353490669932
-2.7287389423119075,-2.8964367837678826
-2.724906183245051,-3.0391754045059276
-2.7152800291330115,-3.0998954807459675
-2.708286043953898,-3.180694624669224
-2.6881456268319495,-3.2682015079255478
-2.6846880051145545,-3.2402431500108837
-2.68385117138684,-3.253985046337245
-2.678496420342513,-3.177035199360548
-2.677039004748221,-3.2441540661075687
-2.6750960453067503,-3.2305661906900256
-2.671170132684761,-3.1984016928648384
-2.670784853686902,-3.2164038697788486
-2.669939545936482,-3.1571915113416202
-2.660776166136807,-3.1472166898428053
-2.6504542284706307,-3.0510866129015355
-2.63564168768562,-2.875275427860667
-2.6323863275122665,-2.803065441568762
-2.622446080664469,-2.682448941472394
-2.5832024432950402,-1.802945561391775
-2.5823153279498197,-1.780333473695511
-2.579265052117334,-1.6655363134702046
-2.579224577252939,-1.656939691099253
-2.571795347174775,-1.498162982462245
-2.570400022304455,-1.4827654447270595
-2.5684063128618346,-1.4128142754229047
-2.5665749489283907,-1.322050962702794
-2.566100515902801,-1.328096766260219
-2.564259052479141,-1.3289864106256106
-2.560218894197788,-1.2306563398116763
-2.5558427767076943,-1.0984529434386747
-2.5557047070820698,-1.0911947764931906
-2.547068241713869,-0.8722662148403745
-2.5319044805242337,-0.48263876274231166
-2.528313580916484,-0.36183620111876474
-2.527916706575727,-0.3412065025141951
-2.527072235256492,-0.31473186726975294
-2.526853350497247,-0.32281739510585156
-2.5008107591890605,0.26798889308906987
-2.4637455388549165,0.8025658315757007
-2.4297688959660637,0.9241390575433066
-2.4233199220640342,0.8323021565179823
-2.4184939111811348,0.901594548947569
-2.397701961910428,0.7211668178097954
-2.3876589290371104,0.6020419526212555
-2.384613899624328,0.5588576659209392
-2.381379629540221,0.5421940325067082
-2.366231975625641,0.363072135648934
-2.355505938217777,0.11568321393233932
-2.3547755225451747,0.13441020165154033
-2.3520777154597114,0.043387433743766454
-2.347700046558595,-0.016652644941859113
-2.3472938648703305,-0.026372314447083288
-2.33753081466236,-0.17501765387335086
-2.32756957464726,-0.36343396081755924
-2.320036776033694,-0.4723818516246729
-2.3193013845822144,-0.47623556739483236
-2.305549681424798,-0.6977107246618917
-2.3034273386593087,-0.7038950004581463
-2.3017715701138375,-0.7290656632225747
-2.2978180467910994,-0.8314382883103342
-2.296781380138858,-0.7702896803764923
-2.294709182717706,-0.8448835299559551
-2.280654466468797,-0.9729776554636966
-2.2764118466569894,-0.9988078171220319
-2.2494187989417096,-1.188043806954723
-2.244855535407216,-1.1895634629703011
-2.242202118014921,-1.2286078751041267
-2.2313265991977604,-1.1901461343776474
-2.229458805666016,-1.1685472513601975
-2.225306924254088,-1.1729358446921743
-2.2191298043815033,-1.177084884900632
-2.200893506482825,-0.982578126996469
-2.2001376535299935,-1.0394029833246088
-2.1931135272495084,-0.9483690439414304
-2.1902536979947933,-0.8933038823146615
-2.1886898012544638,-0.8662765375379996
-2.179984562358961,-0.807397676121461
-2.1780012870787884,-0.776450970499911
-2.175211649011076,-0.6893771420750769
-2.1743473310373176,-0.7327830841602566
-2.1694392061336885,-0.6962436178807349
-2.160959726804945,-0.5252801141285846
-2.160081157586885,-0.5535230489595767
-2.1456756431284965,-0.35736256029236185
-2.1437045807989676,-0.2601136004614655
-2.140403304318539,-0.22383430121712186
-2.139093463421433,-0.26312772579774507
-2.136413405701906,-0.1397319954210255
-2.1301903108044096,-0.14331016626142973
-2.1202412423781576,0.041079836672476576
-2.116928507522851,0.07414613480914246
-2.1160431826028905,0.06904303394738885
-2.1144940348519805,0.11157089851383346
-2.1048481505673853,0.21064939609450992
-2.0977390122150155,0.2966352977014274
-2.0959605630786893,0.31411732975255074
-2.0840937099130743,0.3631302347877931
-2.080968130520424,0.45895561960723047
-2.0805958101726083,0.46363246646619577
-2.0804643885905856,0.42806414971010853
-2.080274571900145,0.44560635054498443
-2.0748313566150838,0.5171052140237807
-2.0678765262546523,0.513154259040213
-2.064448143956683,0.565894408915971
-2.051472076807146,0.5719486291917224
-2.048558772510035,0.6080766972047872
-2.03848521916506,0.6479485598880452
-2.033688875045559,0.6461110437943944
-2.028760471585974,0.6481155372934807
-2.028517500208423,0.5924768152760659
-2.022746518455417,0.6747658291661421
-2.0185517855513497,0.6343349124428599
-2.017647134564857,0.6748504897782092
-2.0134819238210175,0.5943430635726958
-2.0130303861619137,0.6674510462411319
-2.0125358043521677,0.6244670486923058
-2.0065708366426365,0.6356480119683945
-1.999389664713818,0.5563260694041215
-1.9862583678133996,0.5026815298428603
-1.9829458618249172,0.5664409292261604
-1.9824381473463066,0.47220429026417654
-1.9807451613564002,0.5088937769646461
-1.9801871354537068,0.45062436577792975
-1.9801158910532897,0.4926664403959939
-1.9751912370205442,0.4671767763086978
-1.972694896277097,0.4356982846644366
-1.972333969061543,0.49557194981594604
-1.968005285625968,0.4246257840234346
-1.9564653776057794,0.4020140728554686
-1.9518367497756328,0.38842134801718925
-1.9489717863404266,0.41798722471675065
-1.9478148142554697,0.3389571479994925
-1.9356448606268293,0.3093256903079742
-1.9335825359311871,0.2909731905753368
-1.9278281021275885,0.32491108156243775
-1.9235969644198687,0.32157609103833995
-1.9186281251177226,0.2672394326965563
-1.91723651924843,0.38422091660224744
-1.906563475942147,0.34885389542512873
-1.9051220238928142,0.34503746586358547
-1.9045228356274524,0.34722248907810893
-1.900587807108452,0.399122462610028
-1.891771421738371,0.4529425115652237
-1.8871238828842516,0.48497842162076893
-1.86216119340589,0.7313649774402033
-1.847666236826404,1.017165334707891
-1.8366548649001686,1.2354155048356448
-1.8297233449838664,1.3123098521901593
-1.825184114442963,1.4849383141538877
-1.8124948643605512,1.6995599203559646
-1.8092551567842738,1.76520075803347
-1.803357731496434,1.9847020016989343
-1.7952067562227847,2.0831939005241797
-1.7923839566487416,2.2587291172813977
-1.788986802689882,2.281095365593101
-1.7641422572778958,2.8047072679029075
-1.7632004370543657,2.880987258060094
-1.7411199568441966,3.2579672488417137
-1.7408886123112088,3.2296786134083506
-1.7351516971349124,3.3034864385492524
-1.7295050252644826,3.402668905486649
-1.7229096131188537,3.4295841042952278
-1.6963900571197785,3.5085364430544907
-1.6707046694287029,3.319423379223776
-1.6615617910006963,3.127898941727156
-1.6536951794814954,2.936157555980948
-1.6461921148296133,2.7486032620124115
-1.6387868930715335,2.5573337219644765
-1.6369723960704354,2.461505940920619
-1.6312247324127134,2.2836469280353033
-1.630818849259259,2.2397948761161057
-1.617795270771243,1.8434828517038926
-1.616446895215576,1.712449661146282
-1.613632737821446,1.649236091992082
-1.6134417180966187,1.6358154635361972
-1.6070794522898588,1.3807679960892167
-1.6025101084379727,1.1736716274691932
-1.601717419435618,1.1879781984043774
-1.6006994271859953,1.1452530137692172
-1.5959169288007466,0.9209033262416677
-1.5891004484176485,0.5853989112582936
-1.5884462852796433,0.556117327405731
-1.587493573500623,0.5247158291244758
-1.5865738480291076,0.4539461244660206
-1.5850448474451535,0.3856114422346046
-1.5780239362121204,0.04242622921713197
-1.576561512648944,0.06618647009128834
-1.5642898302650148,-0.5252468465625338
-1.563485620935821,-0.6315041608444771
-1.5619947135868832,-0.7064228189745656
-1.5618683619670624,-0.6844302339000397
-1.5601046390426907,-0.7399684526238395
-1.5595234452447957,-0.7807842193472014
-1.552561146032764,-1.0852150420846849
-1.551863404821502,-1.1880846060441217
-1.5359395888363658,-1.8302851381644056
-1.5326621180783522,-1.9897316819879505
-1.5266636839048346,-2.2252697466164437
-1.526585911442346,-2.202878784229723
-1.5265803610211433,-2.268368000286497
-1.525931253016448,-2.2655451623891505
-1.5229243051546284,-2.3324977915003577
-1.5216917978969462,-2.4491085234809735
-1.5167603791999933,-2.5620750683380638
-1.5046534148339834,-2.995051749342143
-1.4928120318072233,-3.3712542775906935
-1.4826554216119403,-3.5783933283398706
-1.4755506908665037,-3.6904315997629116
-1.4736356030343916,-3.7904341890423963
-1.4734800442730893,-3.732590953864499
-1.4569642430091825,-3.8943904054677034
-1.4412755621016975,-3.832474371293484
-1.4363355748926367,-3.861373751712369
-1.4314992603717402,-3.81022667089301
-1.4298349018965912,-3.7776216275920573
-1.4294632717407771,-3.804214625264863
-1.4195234187630144,-3.714528859695144
-1.4171828748289705,-3.5960852339759137
-1.4127840094003485,-3.491413347831041
-1.4120396513867683,-3.490477766985994
-1.405006891653427,-3.326912548408473
-1.4024881022045832,-3.2689800732672967
-1.3944233109344637,-3.0965613697775836
-1.3894533617339397,-2.9291219035438356
-1.3865177887838338,-2.823502476847278
-1.376957156803066,-2.4787885623888104
-1.3698254655211861,-2.2569955923820726
-1.3656356068359279,-2.1151795597592953
-1.363498986172078,-2.023133488865454
-1.3541338188849106,-1.6603616363887672
-1.3497945553667563,-1.513229096156252
-1.344001556127436,-1.213629164287678
-1.340912657449123,-1.1559155576736249
