n_harmonics,base_freq,magnitudes,instruments
7,4.125448413041781,"[-0.46503424  0.30776305 -0.46009588 -1.21223508 -1.57343678 -0.32623522
 -1.35080192]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.975819993027086,2.210223028147458
-2.971760203591761,2.377630109370114
-2.9624774479286735,2.7151652066407244
-2.9558154037455386,2.8254023759057083
-2.955277639256907,2.8419956259511925
-2.954850142165373,2.8149463120938476
-2.954650620671603,2.888331874824217
-2.9435264369778738,2.865207732876734
-2.9371376496149426,2.814783911609075
-2.9347999313490325,2.782101363651659
-2.931605864145241,2.68975935866216
-2.9307387076085774,2.6640184342251723
-2.924560835922531,2.4343333053129057
-2.924444202441614,2.4193029435509144
-2.9203942589584697,2.30854567860229
-2.9177278442422274,2.23209306131592
-2.912031329950455,1.8974396758147647
-2.9072491506308835,1.6320758247625253
-2.9005672955392603,1.301482855045584
-2.8942991926070833,0.9015084009893172
-2.877170273311363,-0.2507007541731323
-2.8742858250968304,-0.3751762986072165
-2.872683679231771,-0.5415754365163569
-2.871445432365257,-0.5360029905904786
-2.8570975393932105,-1.2929787135306454
-2.8560899084960947,-1.3336678468511758
-2.8544466112679414,-1.3852575963024005
-2.846872431858885,-1.6630827955452148
-2.8449725311250775,-1.7179991958786576
-2.842691824096299,-1.6905958774853258
-2.8341041606555963,-1.8755330987514625
-2.831004064217437,-1.8338081117279994
-2.8222438952886124,-1.7761007314626465
-2.817118782578295,-1.6790360797503183
-2.8028696603956536,-1.2200690027793475
-2.7919372651547296,-0.6000120288410079
-2.790654390244314,-0.5380071019310174
-2.7813544159019123,-1.1168962824791018e-05
-2.7782674642745793,0.2912333511086994
-2.7680477542744417,0.9648312469762526
-2.761811944011755,1.3766629628360563
-2.7610028163945812,1.4921086385643931
-2.756198050331651,1.7995382579417045
-2.7505785067459847,2.2180202179078035
-2.742550856208827,2.701744337953163
-2.7249379068362645,3.526342893546706
-2.711416557770629,3.9591361990962346
