n_harmonics,base_freq,magnitudes,instruments
8,4.535616510876688,"[-0.22504481 -0.95148961 -0.59288489 -1.37346909 -0.589757   -0.34969479
 -0.00806378 -1.27261981]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9991132082944674,1.8816523537993664
-2.979799175198509,1.921902819476659
-2.9792060233026483,1.9282475782528445
-2.9613100616656505,1.7598503286759575
-2.9602715189634585,1.7666621952754107
-2.9510011098463442,1.6209083014245174
-2.9358756706101956,1.3842746901153236
-2.934637429139185,1.3854092510643838
-2.9342208172051536,1.370941333769393
-2.929108358658823,1.2796047487449236
-2.9203118460854265,1.2076865452033216
-2.9201661955989584,1.2006557051870215
-2.9164203531255506,1.1779931260292904
-2.9129766749998547,1.1738921047384139
-2.911383611092891,1.130581917107805
-2.90745638375414,1.1488434923486903
-2.9042489266001628,1.1274988306316023
-2.900964256025161,1.131546245970008
-2.8976205232538934,1.1351118351724254
-2.890088277949422,1.1691968269430728
-2.8783235967811507,1.2207970854752161
-2.8667778896400544,1.278068886941017
-2.8649042983340403,1.2600956887624157
-2.8625108962429815,1.2684113967933837
-2.8564669531924154,1.2556924457882346
-2.8472525511143076,1.1831303567474718
-2.8467514104970792,1.1726527410732563
-2.842559182123325,1.1110059360879196
-2.826680774246441,0.6504175172809371
-2.822451668937094,0.462072986086121
-2.822213478465997,0.45222820887977944
-2.802831496580391,-0.6085885536607094
-2.8015081234012142,-0.6867453364359307
-2.7967513586064907,-0.9889521367721971
-2.7959385920593793,-1.0292041641224383
-2.7871611200175375,-1.6501311599992867
-2.783480313656216,-1.8820007258237517
-2.7793477768506376,-2.127715675353575
-2.766240755128238,-2.865558681965706
-2.7651218899643997,-2.9168650075361624
-2.7516481353882893,-3.3342384153511144
-2.7371806551786975,-3.3344850588015333
-2.7350279882660007,-3.276277649244737
-2.729353012838118,-3.117628526113313
-2.7291158229267705,-3.0942095122387308
-2.728009000310624,-3.0299316466675603
-2.7279851928073064,-3.0428107211680344
-2.722550481793279,-2.7488471068662017
-2.7214054012016233,-2.682583482561776
-2.721225289397399,-2.6660718731437054
-2.7211550053923843,-2.668208640288169
