n_harmonics,base_freq,magnitudes,instruments
7,3.0143470263508947,"[-1.54273233 -0.19015385  0.10275264  0.82754468 -1.67505099 -0.17256996
 -0.63644148]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9830063955506505,2.1788233464497697
-2.9813966308601842,2.219770942976955
-2.9763620470272087,2.254493081770648
-2.974005294226504,2.301338280826082
-2.968094780641752,2.31382722708982
-2.9648749064577045,2.3236268037997747
-2.960839139798906,2.3397031932344556
-2.948441467055785,2.369864472106485
-2.9400279272719487,2.3504272864642743
-2.93737841097465,2.349271064139277
-2.925064379198007,2.3487380550908386
-2.9066131663094783,2.3003577890320304
-2.906341563410679,2.22555113785093
-2.9027476308227427,2.269824759587675
-2.898858088304072,2.226215913134617
-2.880703316911691,2.10165512893816
-2.86280728316624,1.9212622441956035
-2.8566207778954573,1.8395452731818296
-2.850992541365831,1.7963048792987022
-2.829940626286394,1.418977336584795
-2.826306346413358,1.3356148700627453
-2.8250536740249563,1.3075248976779126
-2.824004197706123,1.28569335461077
-2.8184236396306463,1.1374199637765707
-2.7985683877928604,0.6890417477707144
-2.7957572940388578,0.5916368076437903
-2.793230966034714,0.553824722073807
-2.792102469057107,0.5371096238256764
-2.786383398231008,0.3337085406804947
-2.7856152329105286,0.33359684867590156
-2.774133359189851,0.00858368366723728
-2.771664726685156,-0.06528657419301798
-2.7660302650063335,-0.24790869969592186
-2.7622922468260462,-0.35117493885728646
-2.7608572868530463,-0.4331224836125961
-2.7540958895651966,-0.6110736047332911
-2.751569229591466,-0.7058445632698799
-2.738403764183752,-1.09430186166461
-2.7380809039908938,-1.0784308082188632
-2.7378135306822315,-1.070088412632777
-2.7328754091195187,-1.2157152431313385
-2.729726019213956,-1.3440489379371767
-2.720130936828726,-1.576683905027074
-2.709361954709027,-1.8326764425118893
-2.7086649319316076,-1.804362282781046
-2.7079980675909923,-1.8384390164649609
-2.7039736670067067,-1.9248492300819788
-2.7007814797188456,-1.9843241327094416
-2.6968699846146054,-2.010644046658862
-2.6938422355638396,-2.091567168568048
-2.6882322099388416,-2.133018218538843
-2.680314912907386,-2.179924955274461
-2.674680827747024,-2.2347134574092826
-2.6728628220554986,-2.211019509090572
-2.6604177568589717,-2.1791894319112477
-2.6598710317582888,-2.1660558238894043
-2.655257886882791,-2.137990415378626
