n_harmonics,base_freq,magnitudes,instruments
9,4.764614717951529,"[-0.16212028 -0.21939407 -0.03211511 -1.19771395 -0.27644086  0.97776992
  1.63452512  1.22460208  0.79120945]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.996770503721905,2.045137725865042
-2.9960168998615258,2.099070988588733
-2.992960754978936,2.2386951029625375
-2.988673410397049,2.3543174077188143
-2.986461204060544,2.448716390949336
-2.984909427035119,2.4613401904743792
-2.984130532777776,2.492777921771888
-2.983089743185391,2.4806899643905216
-2.966373678382895,2.5323227401755037
-2.9645458250870753,2.4595440360009713
-2.945913756162028,1.8925626201710193
-2.943616622107129,1.8182767665857675
-2.9405932694519015,1.6923594896000582
-2.940434696040275,1.6698345113844146
-2.928452063980572,1.1525517099400218
-2.9283112331798815,1.1252603128372267
-2.9172792617939107,0.6460449996212969
-2.910623754825098,0.3948371190259314
-2.9090899416324145,0.3635410556762598
-2.9033987504942185,0.1605640933684831
-2.89515442779625,-0.051319943600645165
-2.895020963089908,-0.01773239400454523
-2.887616264656814,-0.1422238135789722
-2.8873974564996123,-0.17587568040608548
-2.8735037877347485,-0.23139376271485104
-2.8522711885746515,0.0537316191669071
-2.848474175895338,0.15256777886367603
-2.8346437525959485,0.7094277032753239
-2.818058479269398,1.5064025870617472
-2.8140178083980234,1.7299739771611862
-2.8091289924861167,2.013661223548305
-2.808073393201453,2.0358712599821005
-2.802732610899968,2.3308593141086003
-2.7960448802140787,2.6890682764747633
-2.791310249573388,2.9292357532274527
-2.7844058095025934,3.2069608261208944
-2.778382964841766,3.4176485890929356
-2.7779047236200443,3.409540349231993
-2.7514376833295024,3.4253478445467325
-2.7334214198010502,2.5189151859390244
-2.72761405437619,2.100391659478219
-2.72624002307315,1.9924462036336934
-2.7240970536691624,1.827184003367783
-2.705189907975079,0.2744206876594432
-2.704838045363065,0.23458882002248352
-2.689321905075142,-0.8074239322588952
-2.6862879530920276,-0.9611331073077357
-2.684151257856069,-1.0918531969763041
-2.674298079229686,-1.3541043981494505
-2.6736731381785583,-1.3606678916725643
-2.6730397773958003,-1.3638636145028638
-2.6711062187201176,-1.3767121054558153
-2.6686340067656427,-1.4489068783140664
-2.6677769579417543,-1.4113521064651326
-2.6653836380905966,-1.409005415711643
-2.6652471711893684,-1.3804142982640046
-2.6632375099330794,-1.4033645083564834
-2.659236494306744,-1.2803298485683208
-2.6576340075194533,-1.2535086498322905
-2.64612902779281,-0.7837347458297567
-2.64514178597164,-0.7465558788304453
-2.6387654984772686,-0.3735392659605832
-2.637295521388152,-0.29910779083057887
-2.634500845967902,-0.11351048364899033
-2.62031932222608,0.6718642669685473
-2.61887949134422,0.7655236719245843
-2.6105774790123855,1.0605430272747889
-2.6019324013483685,1.2135186780695626
-2.5934863325468074,1.0834098606538312
-2.5845273356242107,0.6744705291573371
-2.5840130173065177,0.6414276888207184
-2.577709220307998,0.09947508598537178
-2.5750124624996173,-0.09792306050681754
-2.572179693942748,-0.42165278518445565
-2.568665202192361,-0.8143185311477623
-2.542386804637638,-4.246658191344251
-2.536918777352998,-4.922496663954153
-2.534833585154467,-5.160205653799682
-2.534520318637524,-5.191168920020976
-2.5214829539634205,-6.421857080632424
-2.520233332149867,-6.465787890070587
-2.517557081387353,-6.663409874055425
-2.512353684039679,-6.849473446866188
-2.5103659899252904,-6.894087620040193
-2.486749529179143,-6.122626984344275
-2.4708665058108554,-4.4174986191812
