n_harmonics,base_freq,magnitudes,instruments
9,3.898045421392081,"[-1.15863965 -0.2509366  -0.17645728  0.11582221 -0.78515755 -0.85838725
 -1.53625567 -0.30919434  1.32954589]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9969292540418238,1.5156308031096448
-2.9878736603232703,1.3063634675688438
-2.9796912247607965,1.2388869730217233
-2.9753484019543963,1.2312537796377279
-2.971606940408785,1.2889200923795938
-2.9655256213305394,1.2954298660682992
-2.9590302523398,1.4620730626708114
-2.9589603644921825,1.4257923234343017
-2.9545075464737036,1.5831965436890394
-2.9541963167262604,1.5985204901436205
-2.953457603550154,1.678295044808701
-2.919667850414982,3.5140966891551306
-2.918784116140604,3.5531116403716716
-2.9047096788898905,4.382103108392149
-2.90430976536378,4.448514718245128
-2.8918724636738893,4.963621762730708
-2.88974300950661,5.00917767548643
-2.8777411696575133,5.20768911461624
-2.87741387031095,5.179034165234172
-2.876066443992971,5.191925410721702
-2.853608378282685,4.401584922515889
-2.849873242103115,4.1190432442763
-2.8460774248492653,3.826538201138894
-2.842838207589114,3.5758786278759778
-2.837120789705381,3.0356473315918713
-2.8277802534020804,2.038067430746757
-2.8223313631470575,1.4984688664720935
-2.809725267022553,0.10785694635291483
-2.768075887583837,-2.5837193312911797
-2.7662687504636105,-2.612551216643008
-2.7630761309227916,-2.6150078397067182
-2.75515285590609,-2.4257180594217695
-2.754112303741937,-2.4356999140128246
-2.7464736083563004,-2.10145188119227
-2.7416630608299055,-1.9009286987270368
-2.731062509388119,-1.099658595053661
-2.7155135329366447,0.1644849781721453
-2.7103444488267288,0.554184587067093
-2.708578795535315,0.6968386055313122
-2.70574978319529,0.9051989692863449
-2.7040729161151056,0.9948961148954718
-2.6911810116625263,1.8981727635230068
-2.688521908291335,2.023078454372159
-2.6867755614698066,2.116183613031053
-2.6795476750780787,2.3148122050781574
-2.6691855581019386,2.4406061306779794
-2.6675134176546207,2.4467148698793673
-2.6639801088821686,2.4573575890730814
-2.656216442463484,2.240327620767763
-2.648606143906222,1.9495565578699448
-2.6452693969379526,1.7683099682532786
-2.642452753132618,1.6313889299769022
-2.640206929898577,1.464154283659208
-2.6348209483571425,1.1041657214217206
-2.626701719921511,0.4301856706915215
-2.611531000787671,-0.6881578517870488
-2.605914158994456,-1.1239233510531952
-2.6034351069184893,-1.3089609829328448
-2.598134947131952,-1.6467939169142363
-2.588103203717022,-2.1393353730654523
-2.5789320956076622,-2.459822932924769
-2.5677431563102404,-2.5797360784290015
-2.562727009537498,-2.4876087248814884
-2.5566677655856798,-2.31119814878029
-2.5533682181273285,-2.2410592677521826
-2.552370079228145,-2.1595010904329297
-2.5461792160802963,-1.893529711771736
-2.5400928146944635,-1.5346609908870827
-2.5326958330760148,-1.0689584602446123
-2.515279487249588,0.2851308954411935
-2.5103613702820873,0.643949357774815
-2.507562858901845,0.8507768998046669
-2.506225706986847,0.9663706404817337
-2.504240042552996,1.1730222238946124
-2.502889567827024,1.2335286008168858
-2.501714429839114,1.3204231823311345
-2.4963116678551485,1.6416926879797045
-2.485608080036956,2.2862584218913793
-2.4782375998837836,2.6623090240336156
-2.472344865783398,2.8177698571002203
-2.470803816292224,2.9342757257201884
