n_harmonics,base_freq,magnitudes,instruments
9,3.835310089382299,"[-0.63838244 -1.21437159  0.23874836  1.15556433 -1.07729744 -0.35599158
 -0.39655305 -0.20955407  0.71393092]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9891420414789955,-3.9744609835747
-2.9887534057617655,-3.9446545475736885
-2.9878129493098706,-4.022356177128813
-2.983334888689203,-4.172625863396038
-2.9821461587037676,-4.180584733921397
-2.980639932109532,-4.241854872674199
-2.9710997282054024,-4.33077584209185
-2.968640229793861,-4.3015588975379115
-2.9564655428809914,-3.9998847548085465
-2.955059910854537,-3.9162144602518256
-2.9447642613649405,-3.3165423072933518
-2.9402830966373457,-3.000140577525567
-2.938849403133583,-2.8580142053972235
-2.9356710887865463,-2.594286564937676
-2.9304123361958205,-2.117008591341147
-2.925200518341496,-1.6695110845778844
-2.921930345240569,-1.3148984754892725
-2.919075249663709,-1.0439777025906725
-2.915590003430212,-0.6975289904102955
-2.9151001812561024,-0.6307151381303903
-2.9112240420170443,-0.2981138168152196
-2.904191607877318,0.35398518069814217
-2.8880772772625987,1.6450445415424764
-2.8790798331974994,2.108557510153967
-2.875647641732546,2.282978219982254
-2.861816481296384,2.565948538782781
-2.861787845791991,2.5896015201939044
-2.861440677962162,2.5535634024361276
-2.8605712304889033,2.595206583225872
-2.85948972553296,2.589388542873552
-2.8329242660792007,1.873948757149837
-2.8283163013066064,1.6710009891336284
-2.8167907738481697,1.0881779672237035
-2.8133374970667315,0.8593862354951829
-2.8107162191260464,0.7199052104973512
-2.810175885578169,0.713186822735874
-2.8076829437454327,0.5342906510807839
-2.8056865538828895,0.4324922219880061
-2.7961043206086584,-0.011443561072527388
-2.7943960892371544,-0.11692341724399435
-2.7929480386688814,-0.19611942202816643
-2.773968239574602,-0.8390093857351405
-2.7716651025238033,-0.870301117650792
-2.7697884541696007,-0.9238544823997956
-2.760707021624925,-1.0762437360006947
-2.7567294863855896,-1.0681224224288577
-2.751120939691255,-1.1112326932019443
-2.745147810691144,-1.0706182961465303
-2.7269308213802583,-0.9597338000690564
-2.721943230357417,-0.8855555506449141
-2.7200084112700775,-0.9071772211051106
-2.7172283003803708,-0.8694459119380383
-2.717123458137274,-0.8277464663950581
-2.713649149820659,-0.8303720848876471
-2.713541285412811,-0.8330212034441318
-2.7024118808526865,-0.802821090542878
-2.69531751049517,-0.7985732644411286
-2.690335077365595,-0.7845883244448146
-2.687053546979586,-0.8750477251614535
-2.6795165424347687,-0.9668755686906308
-2.6753636265659164,-0.9810077048392607
-2.6556036240781147,-1.2848515011791504
-2.642173360815496,-1.4571846595809306
-2.6301050891853155,-1.4899660590660397
-2.620297393742833,-1.4012045139664837
-2.613053313039436,-1.2392521702306645
-2.6081082783267764,-1.0956852030157227
-2.603682174665549,-0.9721081660197876
-2.6020798859322345,-0.9553080526004992
-2.585083604911754,-0.10502257801402833
-2.584729018804622,-0.06781094072041187
-2.5778850349341007,0.28872649116513116
-2.576386166061467,0.39225790929327914
-2.5580223018898676,1.4796559198852968
-2.5493893430897354,1.9505776028096689
-2.536130874237899,2.467483428269188
-2.531640500907102,2.563768124683575
-2.528342435173819,2.6421212233082416
-2.504928551918746,2.4345794017896045
-2.5041760345410973,2.381623618031303
-2.5025726643180217,2.3441038135045837
-2.501924648580147,2.2981872042643365
-2.498007409745089,2.1531512313322496
-2.4946862243296692,1.9759605862822107
-2.4838399866323053,1.3062835127144483
-2.4727349922843316,0.4478794219789002
-2.471657572540008,0.3046770174772888
-2.4665803022583592,-0.0649087501576697
-2.459470569630759,-0.7026606870053481
-2.4541894426473165,-1.1839873410730597
-2.441634087668516,-2.202428255282365
-2.4371105698439326,-2.5382092752028065
-2.4339436610351326,-2.783544200323565
-2.4326065863719393,-2.8768533170703607
-2.4310381483299777,-2.980224380328703
-2.421229597965036,-3.5390970223681184
-2.419089964312164,-3.5727585510633117
-2.406341102271078,-4.014063323852291
-2.3959834752357803,-4.168841016308962
-2.383018885101195,-4.032668962530164
-2.382971106813695,-4.063966213909244
-2.3800893649262935,-4.012653499795552
-2.366855414426034,-3.6548762621911774
-2.3624630612893336,-3.467927051067012
-2.360742434592998,-3.425715366650388
-2.3584824563051185,-3.353133024624762
-2.358284185585285,-3.3871010911976267
-2.3573229301689897,-3.3141613266296317
-2.356152769110005,-3.2516339951808932
-2.352235730106896,-3.1286781387487523
-2.3453429635960292,-2.8651713161667303
-2.3289959187588787,-2.2954519441347636
-2.3265520682153733,-2.172394410831193
-2.3244747776477124,-2.1617696974364624
-2.3201335183139773,-1.998494710246775
-2.3107985546837924,-1.8334511566064735
-2.2909582487549516,-1.528415157812134
-2.2869603281754047,-1.4797590553101923
-2.286325894737985,-1.4690138319216235
-2.2817324180120493,-1.4514843921392602
-2.2812353582878337,-1.4751284677249623
-2.2800792985705427,-1.4618293070416357
-2.27259737192401,-1.4260540794237118
-2.2707289501868653,-1.3423349517803604
-2.2705487352643097,-1.3984828908597862
-2.27052864373528,-1.3913647481903668
-2.2614727581136975,-1.3412544975774565
-2.252614136120972,-1.209455295893542
-2.2196421426342963,-0.43882755576966115
-2.21586084525034,-0.27931433020937324
-2.2149636066344507,-0.23103266171088696
-2.1931697509649686,0.5996066911296573
-2.1538426427856665,1.9980641398062684
-2.1335388318744046,2.2769293116383174
-2.128403278340835,2.2659941142391564
-2.1209197912943187,2.2619544889254524
-2.11851235906206,2.254423169369898
-2.1184119887759,2.267712580285775
-2.111216353216853,2.2225570677879034
-2.101427429921703,2.122990967793661
-2.0996804082869347,2.0791208021800505
-2.0992246427291685,2.040651015564994
-2.0977886708864375,2.0497049456664613
-2.0949549807332906,2.0043002973640056
-2.085475955627385,1.9295584236877659
-2.0846532626586214,1.8634443194786228
-2.07541555003384,1.7914688682574087
-2.074602650770974,1.794420957166314
-2.060722994626224,1.7252439328699207
-2.0388531398979044,1.8272511116415457
-2.0275813695955636,1.9451827487741633
