n_harmonics,base_freq,magnitudes,instruments
10,3.736129480812389,"[ 1.68505484  0.40389945  1.10594857  1.02657657  0.00927428  0.10363347
  1.31464733 -0.96807039 -0.98506462  1.12591147]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9991039423974106,-0.4672172187115988
-2.9900036925391644,-0.35955345073024964
-2.988159998063332,-0.34726603306646214
-2.9704204155575633,-0.4307387447967619
-2.9701376981140157,-0.43407116398340534
-2.9676516361035605,-0.4764711191598451
-2.9560421254652582,-0.7620989836406391
-2.9548187016196765,-0.7988834224550662
-2.9485515557432103,-1.016617462094974
-2.947638502864457,-1.0493265873432274
-2.945811507067401,-1.1151562022077455
-2.9435018510197333,-1.2041769581813089
-2.941059443656793,-1.3009037945672917
-2.930673918660447,-1.7349205832546508
-2.926209329727327,-1.921861388257263
-2.915851027638465,-2.3271184712038364
-2.911267333152057,-2.4819809364266376
-2.9075641038826503,-2.595244889109858
-2.9028330153117228,-2.717622859820043
-2.900284904333892,-2.7759384448390354
-2.8997238072530758,-2.789339070933614
-2.889892592531722,-2.918031998764084
-2.8783872111931528,-2.8916438982897117
-2.8603291783509652,-2.4711886204694222
-2.858888877974517,-2.4174362868334933
-2.84194043571642,-1.6592406627549967
-2.832549866325782,-1.158117300385097
-2.8297699304487187,-1.0032720578096368
-2.8262034394159246,-0.8025917228595671
-2.8240532976288852,-0.682495205541753
-2.7831138203012395,1.3456308733741007
-2.780258107897855,1.4567455518206684
-2.775645463985473,1.6279863019184098
-2.7703946222301292,1.8074687087845076
-2.7659306365508582,1.9528044638757274
-2.763132380872955,2.034914477349961
-2.7569487750453314,2.2152221895968953
-2.754965221070359,2.2691622862612677
-2.7478924143339545,2.4566513509931522
-2.7360704269956786,2.7432646017334554
-2.722983060577968,3.0297046203764397
-2.7195357812080734,3.095889862666607
-2.7003976864547328,3.405496167563211
-2.7000732523356694,3.4131022700531557
-2.6956187093995636,3.460733090748629
-2.695533301015793,3.4613664366511534
-2.6870172459733803,3.519227639692431
-2.6788611705921914,3.5287296277632536
-2.675789988980868,3.5232492850182164
-2.6728393836420485,3.502261717832193
-2.6717987415978133,3.4976866863596303
-2.6690354513436194,3.4732258892094183
-2.6627465272145923,3.3996136866693787
-2.66015879764164,3.3579685112995197
-2.6563638089330457,3.2932212631832143
