n_harmonics,base_freq,magnitudes,instruments
10,1.9475154596394662,"[ 1.2605971   1.14969833 -0.36830812 -1.2653684   0.5793771   1.88948714
 -0.29631851 -0.15863084  1.07221676  0.78133003]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9979329244509265,-2.0762407622393586
-2.9920946486633087,-2.2218375638922567
-2.9897800306302944,-2.2857677013899727
-2.968185848574585,-2.8341768203347293
-2.963869914521499,-2.9293616920497847
-2.963437144893821,-2.9440048368866405
-2.9548845304680906,-3.0854648281244876
-2.9538152934002153,-3.1462995369129136
-2.9497309911609624,-3.198608166506072
-2.9423516313396805,-3.356885093620002
-2.9306423335290392,-3.4617145486439767
-2.927056826827241,-3.480935272076344
-2.9220976141393207,-3.5306536626282097
-2.914773584652697,-3.5411893920671034
-2.9111638336451215,-3.520630891088832
-2.9111000778922547,-3.5158426535421623
-2.9078717567859664,-3.5070524721536622
-2.903158710618291,-3.4677249460356583
-2.898306483904573,-3.390844159346735
-2.894076833741459,-3.3547828819747454
-2.883935827710883,-3.114391229415947
-2.877594560427535,-2.904221305541595
-2.8743008233616347,-2.824339407319714
-2.8705647041099676,-2.696086959735891
-2.8694535621909676,-2.659778128549873
-2.867750054159851,-2.642612844263515
-2.862575574029721,-2.3883811688906462
-2.862392551711171,-2.3794174897824223
-2.8609377203731703,-2.352640413796952
-2.8527163414209546,-1.9656552334701405
-2.848073537574144,-1.7502432672391497
-2.841998323034753,-1.4223829508896286
-2.8302677029174097,-0.8084886405886852
-2.826146462052706,-0.5689059895399453
-2.8259748251780827,-0.5516740064623102
-2.8150714344777987,0.08318524398790766
-2.8135007562829255,0.1494947551978265
-2.796572525215221,1.172049885810031
-2.795763381943542,1.19929917209846
-2.792086204172217,1.4385517808582307
-2.790718402453461,1.4984317175647752
-2.788381893243308,1.6284179454544423
-2.7883129968121514,1.6401707215532968
-2.785304382720536,1.8090608811513178
-2.7758208633741797,2.3013295105825287
-2.7734787176052698,2.4442930306385846
-2.7509171355877675,3.398301506762528
-2.747339283684753,3.53988950613631
-2.739107411307713,3.7788551284933853
-2.7369378743185657,3.824611925505505
-2.731651756464779,3.96471537468107
-2.7304629865356205,3.9857869592636344
-2.7221840615302173,4.071545213351756
-2.7187251643425023,4.136532225718547
-2.697673772843488,4.0722661081011235
-2.684036892295677,3.8345559581616473
-2.650628951784645,2.6731282005585917
-2.6412955433260463,2.2588921556722386
-2.6397150073455906,2.1741132871811066
-2.6283673753832186,1.561266394829322
-2.6205811714903042,1.1798746750922773
-2.610119575993127,0.6240595324126992
-2.6086006939095414,0.537257227290996
-2.600066390566031,0.10109537075213987
-2.5935416897878993,-0.23120392133618298
-2.5858624102095114,-0.5932659764064824
-2.5830676299683786,-0.7318104057626247
-2.5747069136626317,-1.0943746654084407
-2.5680127111850783,-1.3622299318593414
-2.5643520038061043,-1.5092702842046102
-2.560714808475892,-1.6239981954889913
-2.539160608853974,-2.212411785762127
-2.5373307389227717,-2.2485846264012475
-2.5354671661326353,-2.284171680664027
-2.527855343271,-2.39136233438038
-2.521975550624771,-2.4275638344876227
-2.5039007184438464,-2.4879717146972644
-2.4997529083449948,-2.4733098602597163
-2.4975072382033927,-2.461108635420554
-2.487855041271799,-2.3642996737781683
-2.48665856274362,-2.2942304409569356
-2.473178622348211,-2.0979990566096856
-2.469315472951687,-2.020110269238867
-2.4672509476592346,-1.975746103133634
-2.456714061759993,-1.7300865614422059
-2.4088675472607886,-0.41083107703931876
-2.408603647091672,-0.3902633694983137
-2.389985466281893,0.0565028312843826
-2.3882594713120335,0.11719121169783836
-2.3810144489172056,0.23097941885356044
-2.3770135766016285,0.2755829908084828
-2.365190191955284,0.48263374949930615
-2.361274726840568,0.5360742168669823
