n_harmonics,base_freq,magnitudes,instruments
10,3.6872319822378015,"[-0.33072222  0.59025785 -0.30335173  1.09817126 -1.66250547 -0.53656561
  0.52322582 -0.1311349  -0.25885402  1.36489762]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9895472692288916,1.1833088527950875
-2.976631296366043,0.5073759381833074
-2.9764696303065614,0.4825309628043283
-2.9760331379686775,0.46920566067054603
-2.9686603887554024,0.09160362130579477
-2.964502745992606,-0.07921363403394348
-2.954799755035314,-0.43120271532635396
-2.9517136037869207,-0.5281376088849952
-2.944021658584255,-0.7005404815745297
-2.9433193172146774,-0.7032064541461577
-2.9417676967111897,-0.7337864531654196
-2.9358359338074167,-0.7933367486735623
-2.932685102418038,-0.794331303484252
-2.9326843024948106,-0.8115688570691976
-2.922260313587465,-0.7843916826494816
-2.900407685988222,-0.5996692677722849
-2.8952928378311746,-0.5458151693312635
-2.891107788493985,-0.4885177213619562
-2.890453316974039,-0.4810236816661284
-2.885354622204189,-0.44666226965285466
-2.8851407442159718,-0.4256279099843241
-2.883470065075193,-0.4230627806061393
-2.878013481184782,-0.4109976025408118
-2.867061656938562,-0.4161324343682693
-2.864467562898147,-0.4422889790850378
-2.8544484163937063,-0.5494888721468238
-2.851352348806023,-0.5765935088745068
-2.822160520901969,-1.0459887226338196
-2.811666801919757,-1.1526494441522817
-2.807660740617962,-1.1770732292117667
-2.7944799790054704,-1.1697681474687696
-2.7918394871271737,-1.165848094701565
-2.787534777191518,-1.1285731687413214
-2.7860692793977124,-1.0954968176920916
-2.7819306418257517,-1.062543697938282
-2.7779285480243994,-1.0113855748616498
-2.770332693659223,-0.9065619563488834
-2.7350767849606377,-0.5477956288993934
-2.731930087345173,-0.5538520633926655
-2.728117646271159,-0.5804417393968382
-2.7268274923048637,-0.6113667678605809
-2.7169155049271865,-0.8200042221699497
-2.715537548404515,-0.8230123660147574
-2.714273753606526,-0.8968088902644447
-2.709179073916606,-1.0594249680939898
-2.704740125202896,-1.187571050171892
-2.69965214404169,-1.4203330809515187
-2.697929841434987,-1.5138947158885983
-2.693063440279545,-1.7257889378373543
-2.6907094336988564,-1.8781003439557216
-2.6875014354039015,-2.0254671359021463
-2.6840088676409724,-2.2121988055491006
-2.676755121611024,-2.5759689809264934
-2.6681362759349585,-3.0418492415812337
-2.6671199870342424,-3.0878923902080846
-2.6460696094751364,-3.8116253906223085
-2.645970316687288,-3.80543385339678
-2.6427457632478157,-3.8551422173116103
-2.6406989699278602,-3.845278473929963
-2.6362828353069245,-3.8658871836132667
-2.6207363512806094,-3.5478667934623664
-2.6064664233777295,-2.8138807519084628
-2.595451635192047,-1.987519046092259
-2.588964218501575,-1.4487407898156668
-2.587630800954697,-1.335754450121943
-2.5853679715644966,-1.1345913766047586
-2.5774234865905328,-0.4287505299773241
-2.5748345569242277,-0.20576389986511437
-2.572404688829315,0.00639326807820597
-2.5706827917826427,0.14941581364353454
-2.5606311701333606,0.9739619965216546
-2.5553448314457325,1.3647234536242265
-2.5483570848121624,1.79287018610878
-2.547146745905203,1.852885623396988
-2.539980430708987,2.1837751478977636
-2.53774929714742,2.2890260131185225
-2.535146334275863,2.3426487491552743
-2.531858233194753,2.4395050156025473
-2.531059624975149,2.4588409957123507
-2.5112297357234397,2.454254884743379
-2.5078685751439824,2.3591477339069407
-2.50225834414959,2.199237060116142
-2.500402858627554,2.139532037299609
-2.4915952130892403,1.7575026970080456
