n_harmonics,base_freq,magnitudes,instruments
10,2.318835907159119,"[ 1.8557672   0.64742222 -0.90405488 -0.30612169  0.08927208 -0.07284426
  1.48336669  0.96983986 -0.58854231 -1.56556979]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.992732090608688,1.4584128595514634
-2.9926076958536525,1.4629998652593468
-2.9914534878550914,1.5176424561986344
-2.9834881479611193,1.6138110585506038
-2.983184694523497,1.6347174739704085
-2.9776007424727364,1.6787271684760228
-2.9705112408893815,1.7165885774588727
-2.965965707683469,1.7241584478591512
-2.9642737483913977,1.7018701017518434
-2.9597779865079445,1.6906272174818762
-2.9452122327525636,1.5283887358412338
-2.9398687800069156,1.4251194254073842
-2.9363610251885315,1.3307413868761782
-2.927404487094645,1.0460315573953576
-2.926089699950814,1.008681400160165
-2.9219188887987837,0.8826518715850358
-2.9201397165457657,0.8037948962280101
-2.9165395589323517,0.6997848740470052
-2.9109345290362767,0.5121699336101648
-2.9092029474528482,0.3943379806078496
-2.904252177486417,0.21329789553097922
-2.8997324091639523,0.037099151839913955
-2.8975819582103215,-0.04460806627246411
-2.891562910084157,-0.30564307758352904
-2.8889735619891592,-0.4325666852904129
-2.888794137680376,-0.4460222151399564
-2.8780819034699308,-0.8651572443336943
-2.857444016038361,-1.717879639910898
-2.853055357968575,-1.8857189081627328
-2.848902408108286,-2.022190530735471
-2.848245925687987,-2.0403933899486333
-2.846359371733057,-2.1091130225784935
-2.8454683691969818,-2.126279093714764
-2.8366400557174334,-2.3986334100168074
-2.836253459558484,-2.3681415364310996
-2.804723739480176,-2.8542880780753084
-2.7948057308774095,-2.9172572663058878
-2.7873264599432366,-2.857113606913008
-2.7720170202982186,-2.6615235671017503
-2.768004902614222,-2.596975001696255
-2.760994906305749,-2.4717719299373586
-2.7597401195218234,-2.4279706818496796
-2.7467072922538645,-2.0312492556128863
-2.7318537432396264,-1.488508558173855
-2.7316043590293075,-1.4889166572191135
-2.7255664177365997,-1.2411985543011652
-2.697399381091217,0.0031047030645692704
-2.6913677673078427,0.26425327198005644
-2.689613204068085,0.34330904306575943
-2.679739619420848,0.768751676513085
-2.6780972226358615,0.8907449037858013
-2.671638285969291,1.197808801928108
-2.6570388906652713,1.7859097546363134
-2.647658157343085,2.150240126623774
-2.646199708374416,2.208279542297821
-2.6368714520194327,2.539815348375115
-2.6364963163747657,2.557432430943974
-2.62173628080648,2.94552989608025
-2.6215793777615195,2.967923591761741
-2.6169811634976896,3.1160925488307045
-2.6155342921935225,3.124467625241136
-2.6048697014462237,3.32923437068909
-2.588436042555343,3.471706349761558
-2.587902049769582,3.48886250078074
-2.579380208552971,3.4296509467494625
-2.578818197107095,3.4613658937338956
-2.5657840997018777,3.3629701724307477
-2.565717141245182,3.3429130715345683
-2.5416681327569233,2.802800623588004
-2.5335418985627793,2.496929002565381
-2.531875946298169,2.439910930842835
-2.5261619120042393,2.215199042467064
-2.517020934495812,1.8789538952670757
-2.503791689387967,1.2218930274583895
-2.5014060931913535,1.105406869777122
-2.4922561639943126,0.6221136351388381
-2.4856536144418055,0.34380949028376323
-2.482708631501721,0.15014296290466675
-2.4562160696332116,-1.1962702002447485
-2.4525887633822583,-1.3085606082951955
-2.4460615935805357,-1.5880299455623168
-2.4428856786856143,-1.741694628953209
-2.4343195837047262,-2.03981011636327
-2.4257663840905774,-2.28501754414373
-2.419698426926944,-2.444291398403333
-2.4165736054356515,-2.5171067273709498
-2.394768397630704,-2.6892955502266433
-2.3925574033502115,-2.6534374996704337
-2.381763928162924,-2.5670499942610907
-2.378119905585826,-2.497868910017684
-2.3704371165266274,-2.323277792423436
-2.359080321578622,-1.951658947252186
-2.3587960484316124,-1.9714180852543792
-2.3560991965538447,-1.84554223805055
-2.348923649203474,-1.5572182434783794
-2.345923631665549,-1.4054675774693803
-2.343872110554339,-1.2982354359616497
-2.3417993651806674,-1.1681801842225443
-2.338264343692999,-1.01245841168492
-2.331080575589248,-0.6490398225355546
-2.330203728540412,-0.5738134820014503
-2.320953913142022,-0.04551865022039145
-2.3148481254367166,0.28011297335973195
-2.31163951538636,0.49376702219154817
-2.3114335962793806,0.5012869606493929
-2.307585840372932,0.7675161082863342
-2.3070175302354325,0.7661567472840114
-2.3055449307437756,0.8438038281204553
-2.293802925389522,1.5206176595817003
