n_harmonics,base_freq,magnitudes,instruments
10,2.1523258857309746,"[ 0.3434892   0.47137427 -0.69835182 -1.09978124 -0.28910758 -1.46718774
 -0.14624152  0.03925068  0.63542612 -0.31475894]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9978799543179937,0.22267848017616382
-2.9969133229845903,0.21553191208543762
-2.991295221463644,0.19397199571363707
-2.986240150973061,0.11987392511730921
-2.9849795225099434,0.11240321931956382
-2.978580993647479,0.06676834839274019
-2.9777609666527693,0.06042428878211329
-2.977756942131122,0.04250335195496459
-2.9758769042052706,0.046545450145678346
-2.973423148406227,0.024652654261263326
-2.954066778943469,-0.11834393117042223
-2.9528636223577354,-0.14128589673844974
-2.952226585677524,-0.14643891858111646
-2.9517460017783885,-0.14759292365020163
-2.9403000986647077,-0.22301030171741204
-2.9310817182737052,-0.22990682797372608
-2.923079198948084,-0.26377103676659597
-2.9164132683400767,-0.2675170472877986
-2.899300117179669,-0.21778903446018302
-2.887594829506122,-0.10050886116500216
-2.8830620899186457,-0.0405453853932712
-2.8682577617344016,0.1434725034882432
-2.8598666807876745,0.3037349383619792
-2.8462102126504076,0.5703782258642
-2.8410455668071037,0.641439819208303
-2.8395340348351708,0.6722705867296437
-2.837479604872833,0.7279818875344376
-2.836097224336337,0.7498008742052735
-2.8109396353891425,1.2593091937705765
-2.7990516741816434,1.548401347267733
-2.7971704572282867,1.5698624338142024
-2.7968512585873855,1.5644285516838123
-2.787731017788022,1.7210070969759046
-2.765255055808558,2.0795256040890893
-2.762058073351823,2.116489774876949
-2.7495782442072563,2.209541825016877
-2.6990215431242777,2.242889576082082
-2.691763210644206,2.169232724919519
-2.6905880072383352,2.187394874044957
-2.6771301642156544,2.0987649923963207
-2.6766196719693878,2.0786884827598806
-2.673201301996766,2.015395379223724
-2.665132654975152,1.9564633902863453
-2.6629163306030557,1.9339029201615547
-2.660082398575134,1.879350409244537
-2.655809786708561,1.85410613559057
-2.6300853119030556,1.5354311831044007
-2.627229397083709,1.5729173059097596
-2.6269572239063557,1.5415872501366243
-2.625830039916666,1.54909179845289
-2.6197807519991043,1.502674226835608
-2.618847252971432,1.475363013933432
-2.602457700221675,1.3371508293741177
-2.5967716914514565,1.2938961662673916
-2.5967554014997343,1.2700123944246817
-2.589757867315992,1.2325886479432837
-2.580818358734617,1.1606287018626462
-2.574109162951461,1.1166697571760986
-2.5705944712843434,1.0996423158794697
-2.5649638886725104,1.0387857761779578
-2.5570086691867697,0.9583666610878953
-2.547686767291808,0.864991072004714
-2.541019156904164,0.771334859900815
-2.536361965350454,0.7499128115806379
-2.5345209595901137,0.6933331104095383
-2.5273277788845694,0.6115784638936661
-2.525526703134495,0.5701818315403753
-2.520526267023146,0.4845267237589295
-2.5185783281735343,0.4576403544399643
-2.5177957452085638,0.4549262384590568
-2.5157998895126523,0.4001455951444431
-2.5116059188391646,0.31896379897729865
-2.5074666754205595,0.21510444789014208
-2.505295068620997,0.16885622834369907
-2.484712893070422,-0.37447698804612073
-2.481206276264926,-0.48407499666858733
-2.477937143541607,-0.5822721229311958
-2.471809634426325,-0.8136726434201521
-2.4641381799124353,-1.078500967275714
-2.454119604885003,-1.4993005976077145
-2.452004149452578,-1.5998436004802996
-2.4496521286191975,-1.683323146118955
-2.4328828677867245,-2.3993243325204516
-2.4309723527994134,-2.4947881345405016
-2.4136577836808635,-3.239075848364456
-2.4103159523153206,-3.3581839936144253
-2.4072546400421198,-3.5066739027865355
-2.3919078942775127,-4.079180884687184
-2.3833271897437616,-4.360539364199766
-2.3832969678672637,-4.362913200716948
-2.3810361944170704,-4.425086868868355
-2.380809068032817,-4.433186678830552
-2.3691736270050914,-4.734041952309194
