n_harmonics,base_freq,magnitudes,instruments
8,2.165938957096958,"[-0.1011718  -1.55081264 -0.0979301   0.91315787 -0.21675677  0.51621783
  0.4483355  -1.0747501 ]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9999117887634146,-3.1667457997621526
-2.9947884437915873,-3.1163178656987847
-2.992338534239461,-3.12073823360979
-2.9799141011115067,-2.959554582513075
-2.9792562823188984,-2.961001197831134
-2.9778213467738395,-2.937454413813849
-2.9707531663336155,-2.9509073357500806
-2.9685559878916132,-2.8829344038427984
-2.9648048602909203,-2.862700230861783
-2.9646232914846635,-2.8916179166801155
-2.9584459028055736,-2.7962330839664475
-2.957775681559471,-2.7698040147302603
-2.9538996272672646,-2.721650419465268
-2.9521666437530754,-2.661996379591922
-2.9493582853574365,-2.666594893202096
-2.9468352371125235,-2.638027104167975
-2.935567699445971,-2.4830617037031093
-2.9324726533539742,-2.4470998816444087
-2.929589033142957,-2.439029134821753
-2.927923010995832,-2.4859994837370367
-2.927181889311466,-2.435007881347234
-2.908475710638104,-2.2626590443855488
-2.9027820587763475,-2.1560177643238503
-2.8974921359296477,-2.142296773329833
-2.893130446398327,-2.114250240847361
-2.8907940836860995,-2.0958730615322385
-2.8835081589237888,-2.0525010405626736
-2.881133188512229,-2.064296227561209
-2.865173877795054,-2.03476388266231
-2.8642327544295196,-2.035944016017626
-2.858452985080471,-2.084584992180064
-2.8555776956931265,-2.037012216055327
-2.8537901419710776,-2.0860140869829813
-2.852380552549117,-2.085572018206676
-2.847838431233243,-2.075577378332699
-2.8476195373870494,-2.114150673606922
-2.8447881750207333,-2.0594712876817525
-2.8433039061527006,-2.065842302301415
-2.8372575587212303,-2.0414118372628813
-2.8355184849354798,-2.129344334441591
-2.827486538988304,-2.021737052610315
-2.807022882208681,-2.180616760418585
-2.801127470816982,-2.2780783198906014
-2.8001869779013853,-2.2709743268629667
-2.7763719201780246,-2.289156540151415
-2.7698580828295825,-2.2819887385583555
-2.7659422152276507,-2.287659951976557
-2.760537785497216,-2.2499389896914783
-2.7587868595918796,-2.3041840888064544
-2.758573304683951,-2.3292239014109253
-2.7528982189451177,-2.3262794063364747
-2.7510247534979007,-2.3205832655000433
-2.7201971730572705,-2.176369695852896
-2.717330276715731,-2.1316722325535986
-2.7146155930226996,-2.1146948142757496
-2.709575047997416,-2.095281751680659
-2.7049295446308728,-2.007877376794782
-2.704015960730451,-1.9220807712304009
-2.7021406901155407,-1.961976523107771
-2.6946430479164807,-1.8388156520977064
-2.6847713912523234,-1.7798376007548387
-2.6744339736110154,-1.5699974370746148
-2.6658891570191057,-1.3704956086961355
-2.660289693737339,-1.2941467853255748
-2.646547092283391,-0.9274226807291461
-2.645369075386914,-0.9372133576336406
-2.6421561360852426,-0.8695116177477454
-2.624249007834152,-0.4032892710730326
-2.622990439741262,-0.33947365822003944
-2.616414741178035,-0.21713933073559283
-2.5942559745415696,0.3480772481921911
-2.5942192676684357,0.3170178337555039
-2.5934336168364593,0.33209767075923236
-2.5862396699927546,0.5646701305299847
-2.5831667009901746,0.6263848035982318
-2.5806298751416747,0.6742895212431184
-2.5779748433671763,0.6794473752271513
-2.5774736900587234,0.7648434727235806
-2.576303258639852,0.7720682195600566
-2.5716370787663045,0.8128086798551385
-2.568700915749378,0.9389087491508531
-2.5396769228350204,1.379587025504048
-2.5393774503508126,1.3746747480652797
-2.539039296296609,1.4861169562143346
-2.5354098659430977,1.4533692614285743
-2.5268492117609185,1.7075685307744808
-2.5170053565215573,1.7885189153823047
-2.5071855914677483,1.9029757267426972
-2.500306418767021,1.8787449795748332
-2.484620045800627,1.971929095531422
-2.4829939080153487,1.954726910511391
-2.4777499412613353,1.9890633487567542
-2.476223485537142,2.0124369990071056
-2.475082388354818,1.9978095301020042
-2.474418930489265,2.0335696800943484
-2.474058070760758,2.0490122302618774
-2.473929699619942,1.9916112667928698
-2.471793793250863,2.0429869967799217
-2.4714964955760967,2.0680276385132705
-2.4695096276138173,1.9558887588440772
-2.465612747361093,2.0198580199634675
-2.4612004711547417,2.0221531652964546
-2.4502949426975213,1.9329153420927894
-2.4454313952227613,1.907592505560964
-2.441627567537088,1.8942444268831522
-2.440753237384558,1.8883124790679762
-2.432705697284387,1.8425856396369846
-2.4205096084957978,1.7490994091218175
-2.4184151244646235,1.736903951878827
-2.4124662192294593,1.6739168037104128
-2.3974768820213974,1.501991797724454
-2.3860989385555573,1.4082994554931128
-2.371749213902134,1.1526502991626453
-2.3621767343049265,1.0339596312346628
-2.3606540898163804,1.0012150527077672
-2.357095107543714,0.9828925378294977
-2.355021694203635,0.8728255271526643
-2.3355028404059013,0.5786387304854729
-2.2719261678555265,-0.5168605746845201
-2.2631010337780184,-0.6431347234113652
-2.252969410188476,-0.7935960820806396
-2.233235964695429,-1.190797811046068
-2.2265287680619954,-1.3299315963332243
-2.219154515514039,-1.5205543836907252
-2.218083789749368,-1.520658989343868
-2.2169962345964747,-1.4902987102957452
-2.20455346182987,-1.6361911024510307
-2.186392109037594,-1.9364169151826651
-2.1802429295627848,-1.9998512819546232
-2.175049173521172,-2.08923013785467
-2.174303293068464,-2.1094399856449
-2.171639108808481,-2.1531717807820057
-2.171244070268224,-2.151604074686316
-2.169765231665081,-2.188313470167126
-2.1693726226304215,-2.129337470115532
-2.1677931950056943,-2.175140957073959
-2.1628489233807047,-2.160418747305095
-2.147614918030296,-2.3041085036909945
-2.1432409667889503,-2.34904951097291
-2.128234367053876,-2.3789423883030807
-2.1084441702694883,-2.265132668393711
-2.100983922147905,-2.218871249572093
-2.098713243843198,-2.263736238923078
-2.0969401925255537,-2.142059353388057
-2.0906531596912745,-2.120893479909747
-2.0830776188405693,-2.033608700208987
-2.072472439144023,-1.7995535925581887
-2.0651425649254667,-1.6932888386613167
-2.0496384514364294,-1.377031403931752
-2.0326974259437818,-0.9136590578462986
-2.030223379193308,-0.8822914410906341
-2.0219638279856476,-0.6718717696379323
-2.0202517851684956,-0.6512160397141874
-2.0190670995750954,-0.579822425161381
-2.0147839430386716,-0.40859553615052585
-2.0109094602152053,-0.3737681217726465
-1.9952882537464642,0.07358703575489722
-1.9943979312875502,0.05257894790225168
-1.9812454954593588,0.3742218415396129
-1.9806953977262443,0.46517453203482284
-1.951574558612736,1.0451360106774004
-1.946727812776109,1.2042958747823638
-1.9427899438717837,1.2030486164248257
-1.93827466795255,1.1928321650299305
-1.9366403014623872,1.3156067559067723
-1.934720408381277,1.2952242294465637
-1.9347056189220657,1.2954393883213484
-1.9216960805823091,1.413302938460046
-1.9151580058458681,1.3592138136354242
-1.913684219136112,1.4610482592841894
-1.9122559001260293,1.4717076437809695
-1.9086196768795773,1.4618510664564788
-1.9013797766750051,1.416153180070613
-1.893695854971798,1.3952916706190925
-1.8913540222362146,1.338710259950423
-1.8890599304146447,1.3101863537074183
-1.8777255550392944,1.1724815239611053
-1.8725824545574201,1.0924303367312018
-1.8708365685512989,1.1074837211919648
-1.8533785829008895,0.7147931607474282
-1.837088335970532,0.22460237023630453
-1.8335452904299376,0.10404703129956691
-1.823552812309893,-0.22651273017012447
-1.8162465488990605,-0.5357139851439874
-1.8160817407641598,-0.5343974357426022
-1.8063098496468863,-0.8403685714567503
-1.8048361772620864,-0.8687324927490041
-1.7938558158914117,-1.277803191942565
-1.7937107439243585,-1.3115598302945042
-1.789230613958958,-1.483442060590399
-1.7858140840205343,-1.6196997873399919
-1.7608238317160871,-2.434705604583312
-1.7590501485291814,-2.518271556693112
-1.7569259160997819,-2.5279995287260317
-1.7556074112126134,-2.5723041452104067
-1.7398022798556598,-3.052956017400228
-1.7292678321532524,-3.1892185290520594
-1.728914540249021,-3.242700455622994
-1.725261634045176,-3.2624396312647437
-1.7228114970249069,-3.293385174596164
-1.7220839686094178,-3.2735485490845946
-1.7157752677684621,-3.3806072063969235
