n_harmonics,base_freq,magnitudes,instruments
8,2.940015368913203,"[-0.52940355  1.08267733  0.28852688 -1.08652461  0.06462024 -0.87389583
  0.03185028 -0.0326315 ]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.989448548662768,0.7832602007535785
-2.9762617141487593,0.9461317168220552
-2.9761976431869313,0.9473123601919766
-2.9755836058953324,0.957497760176421
-2.9732728315456907,0.9751747359827648
-2.972768560747161,0.9752768227663144
-2.967464943386091,1.0389445575868632
-2.9625394864852552,1.0745260580185232
-2.9583224286886503,1.1021821031595895
-2.9516135310960943,1.1460601770703824
-2.936198492206647,1.1682602075170225
-2.9353095883451084,1.167341025617024
-2.926713180632618,1.1262885068484947
-2.9240023542139193,1.1059641265924327
-2.9235994610245353,1.1020889240344087
-2.9201587510300597,1.0605181345596195
-2.919715771427495,1.05466931681937
-2.912871327903131,0.9788570127212696
-2.9014088089983074,0.7529318609756753
-2.8813678622138097,0.21692724703510832
-2.880609279739283,0.19869323254194038
-2.872963085459091,-0.07205967983242886
-2.8650551000652964,-0.34678340572537547
-2.861038400313488,-0.49400867219155886
-2.85595433951755,-0.6969366312688955
-2.841803670902821,-1.2419837076288394
-2.8303814612412337,-1.6455992721013397
-2.8258620219054706,-1.8133064642711112
-2.82517850783322,-1.8422260880014616
-2.817039232389291,-2.0973099055584843
-2.8129823988039924,-2.207979795050135
-2.812153519482883,-2.2390386707492476
-2.8119582445922324,-2.241868130815675
-2.805438714180222,-2.4147984873554713
-2.7987085762454353,-2.5461664775542645
-2.7932365316080405,-2.6554526061368335
-2.791916365757337,-2.6637074653091983
-2.790561417428768,-2.681320151371385
-2.7849588124716704,-2.748343064202495
-2.7829035921812424,-2.7736275989792993
-2.7757668045377146,-2.79204971462673
-2.7612646238011407,-2.7450519983593367
-2.7378769158548213,-2.324135253536334
-2.7088681311195355,-1.4297517371882542
-2.705026825403845,-1.3076062622699116
-2.700344647159559,-1.1488260079278276
-2.6894915305220835,-0.7900667648556707
-2.6759163229978764,-0.38370909422591076
-2.6705795807298784,-0.24812823403428155
-2.6665871518203352,-0.17223473060142677
-2.6641900146149515,-0.13121961931603135
-2.656618906357733,0.004566146958257411
-2.634620224024402,0.1078328641086797
-2.626076174026749,0.05697068065032657
