n_harmonics,base_freq,magnitudes,instruments
10,3.277655430950509,"[-0.53252308  0.9207441  -0.48731789  2.24503692 -1.63648671 -1.58076898
 -0.7819608  -0.06498464  1.09982033  0.48096618]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9928126755308826,-1.3322058025552947
-2.9836900587274684,-1.4730519339060926
-2.9726399603112257,-1.6786723778709878
-2.9649080239236723,-1.7780932999298171
-2.9536504901274334,-1.875713414220015
-2.9509525550979188,-1.8800126683151235
-2.948499287813121,-1.8947700888236187
-2.946844228824069,-1.9238155214191102
-2.940573665329511,-1.8919880332218673
-2.9364613747042045,-1.862926033561395
-2.929267174857923,-1.7892975628225596
-2.925766249253933,-1.7239305595465122
-2.9227785794806227,-1.658318348805618
-2.9054262031599642,-1.2015845000188317
-2.902527781120505,-1.080029297425052
-2.8961458951916423,-0.9093149969948544
-2.895667266231327,-0.8338828358696811
-2.895605107828943,-0.8752197493907605
-2.894033040514606,-0.7703357656238475
-2.8771841313096456,-0.10614147760247182
-2.8740842062275993,0.041395941112781255
-2.8429086783698474,0.9613715520002749
-2.8385199830686885,0.9786829709721858
-2.8312940134490083,1.097675889613407
-2.8227120567239314,1.0036575481760432
-2.8216748351895227,1.002065176875884
-2.8215274675643727,1.000238699003493
-2.8150995526868905,0.9100776445355203
-2.80680090938665,0.6170610351606043
-2.80425641543936,0.5727195154719751
-2.8009711790315164,0.4751097413373756
-2.7908967898062476,-0.09722901441509142
-2.787838550261369,-0.19392218895383206
-2.787044256805938,-0.2440214122941133
-2.7865443937506935,-0.29582360284291565
-2.7765325059788495,-0.8084067496929797
-2.770372524111369,-1.2690042536889086
-2.7591813097297475,-1.9103319483584829
-2.7579119588366643,-1.989225410585376
-2.748108267680293,-2.49440404804865
-2.747737043279627,-2.509249660189186
-2.737282165799421,-2.9816544448292395
-2.7276909677191616,-3.261616326790945
-2.7195296534720774,-3.4110290064761726
-2.717912306551293,-3.4402426417787693
-2.7173840090935437,-3.4298416444325923
-2.707816370663391,-3.456986103557939
-2.7011817874352575,-3.323987461527183
-2.6848084719599807,-2.8744463985012603
-2.680975546807395,-2.7234354343354137
-2.6806562472558735,-2.6613994371854655
-2.680136431377544,-2.6671404685751323
-2.680084224254546,-2.631628699845864
-2.680012462038513,-2.628132179621467
-2.657651210611977,-1.6195065381085738
-2.652404231541678,-1.424210027891479
-2.647579385686721,-1.116754379933425
-2.6417903047378672,-0.923993319034102
-2.639823937480992,-0.8480237733078739
-2.633635924787124,-0.6478923845931933
-2.629608406537226,-0.5567206205014744
-2.6280375812333197,-0.5405272824628491
-2.6213727715145163,-0.41309950302167736
-2.62000924984641,-0.39291327019306704
-2.6177559345052264,-0.4254692474700896
-2.6079127180687722,-0.4052580188124461
-2.6054617401712097,-0.4606830883374652
-2.5950830141346217,-0.6339479297922598
-2.5911642214579467,-0.7417006200414946
-2.5865351673970234,-0.9333564844379925
-2.566501559466371,-1.6534934299446133
-2.5634581011272015,-1.7374956083916233
-2.5474860164396382,-2.258697726434445
-2.543988759457214,-2.26054135662878
-2.538484471131763,-2.3682407385397095
-2.5376107315078062,-2.3737010756511916
-2.5357963738242333,-2.3764011055091463
-2.533448207087592,-2.416454502536669
