n_harmonics,base_freq,magnitudes,instruments
6,3.8897062832224947,"[-1.64676024e-04  1.57123863e-01 -8.36816816e-01  4.24257459e-02
 -5.69745849e-02 -1.30095960e+00]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'>]"
x,y
-2.9990653575165442,-0.7328342855047426
-2.9902834253993418,-0.7146006811367092
-2.989001605005282,-0.7541051307883813
-2.9887513962070056,-0.7344219106967083
-2.986563238602458,-0.7164194265886653
-2.9787220803795704,-0.7472535836974945
-2.97820035972301,-0.7498779341096743
-2.97347963831242,-0.7210008699866839
-2.966067629776786,-0.6816961010614208
-2.9629520150875717,-0.6612577639963633
-2.9599976143057054,-0.7147447095289765
-2.9583916862206543,-0.6645872760323078
-2.947183271793934,-0.6109162432563012
-2.9444170260581037,-0.5745883108272218
-2.9359870320405204,-0.49267070864779855
-2.928573509466359,-0.41265862803298264
-2.9263604570689967,-0.4027189944128799
-2.9231075994055713,-0.3222797432594442
-2.919296360603184,-0.2993130987279062
-2.9189813442121983,-0.2920268751640109
-2.905565196556282,-0.02220250876605996
-2.904346434855234,-0.029371493722473246
-2.9020972952843747,-0.019739806067966027
-2.895825059152967,0.13930316107824897
-2.8789304505701687,0.48078764290159826
-2.8687948892391626,0.7044444387457599
-2.866270317737646,0.8311987072752876
-2.8501899571274505,1.1446302947946494
-2.8467046126627373,1.2310195326727824
-2.840965095602829,1.328033552752735
-2.8373851776206513,1.444608075998688
-2.821942040755804,1.620206368173826
-2.821483343292016,1.692766600638597
-2.817155928544336,1.736920013603095
-2.8091879609454287,1.8190736225203914
-2.7981109169101863,1.8047247965382365
-2.7868572673063694,1.8186162589989041
-2.7765632522114876,1.6246982391782523
-2.7722168161464182,1.6245217962756533
-2.7676759739130574,1.5537523664351134
-2.7639753099691458,1.42796227043252
-2.7630106298923685,1.4529606044873888
-2.7622980698183817,1.3915248054302936
-2.755411043801253,1.2574688925623563
-2.740891625833262,0.7779764322898585
-2.740585662987658,0.7408721754080653
-2.7299072904633115,0.30921699471184216
-2.6900419791292123,-1.41669683948886
-2.6888859888982988,-1.4352994616743229
-2.687736504204387,-1.5111400390447471
-2.687589347335075,-1.522888114575796
-2.684464465775642,-1.6172300381282647
-2.6784976560226763,-1.8999184973329553
-2.6727986478187242,-2.1023404996892125
-2.669469848764357,-2.2115433743888127
-2.6682617899386156,-2.252597242531003
-2.66723216460048,-2.284676322646983
-2.667005503183977,-2.244910086695894
-2.6514095738068404,-2.7073643814137625
-2.646918520129481,-2.7987614588702554
-2.645136479615825,-2.8532800186845706
-2.643737174893702,-2.8549485395283787
-2.643623119565452,-2.8765736356951668
-2.627390656791622,-3.023322454960793
-2.624710136240499,-3.0412791810854887
-2.62151193950063,-3.086145177759193
-2.6207220266299704,-3.03399255503998
-2.6155732897822848,-2.969306855317597
-2.6141575909705197,-2.978312301596611
-2.6092836161956194,-2.899365247161804
-2.6050517131533697,-2.832517332533229
-2.6032587822842608,-2.8229499515253145
-2.6004513988431173,-2.772231202394642
-2.5974376493592404,-2.7226368890045602
-2.5882941856339388,-2.4601020877779898
-2.584637066328655,-2.3370372666627213
-2.573897554940399,-1.995363202252256
-2.5709786495107254,-1.912625187565248
-2.557133328517213,-1.3865526088437174
-2.5566640536263874,-1.3216156536261605
-2.5428945796060627,-0.6514609329381092
-2.5400160407716292,-0.5905862277224505
-2.536925138457745,-0.5050561842787841
-2.534447284934406,-0.3687108837083545
-2.5138923056801126,0.4125139635112692
-2.513350057633582,0.41563336320785194
-2.5089579989768174,0.556061061069761
-2.507480326465651,0.6133168291248534
-2.503140734248811,0.6795032287304231
-2.486324275895599,1.049513268825577
-2.463519167558056,1.2522159030273377
-2.4551370893950266,1.2130580220824287
-2.4433781820387623,1.0418953316670503
-2.4431220400118643,1.0823574841129768
-2.442697160834081,1.0400840678879038
-2.4393829612993554,1.0351631062071935
-2.4358649924203064,0.9508151582328065
-2.433611429925499,0.9868633776843965
-2.427585400792659,0.8203126747627975
-2.4261326607624962,0.7769114311711681
-2.4222802486911235,0.7276080121457921
-2.417993506383147,0.6263620015233122
-2.4031679862170665,0.3488058286717891
-2.4005444089532704,0.3160515811519746
-2.390199319025916,0.0710831186321792
-2.3804657942081526,-0.041662481098471135
-2.374092677387453,-0.18497559172803346
-2.3687780316578184,-0.27771321676843463
-2.333935041070207,-0.33029495626444744
-2.328756143593613,-0.35092815026060076
-2.3269496689468876,-0.2627805500868926
-2.312644017629252,-0.11188126371763382
-2.3085355970935524,0.001342725828306586
-2.301896845914853,0.09388426961369718
-2.2942201612815207,0.21852862887646662
-2.2914648042794448,0.2641069991225089
-2.282249678557606,0.4471763597905543
-2.275377573563313,0.5193906162072148
-2.2740701955344758,0.5110886604220993
-2.2683728260441223,0.5988338882452372
-2.2671729671432583,0.6364364498816194
-2.263001676829794,0.6881488799861147
-2.259819029171906,0.7336115520341571
-2.2379371753296224,0.8212829897601279
-2.221308953021304,0.6421657540799832
-2.220705341188202,0.6513117256743586
-2.2174485690140915,0.6326235435101055
-2.2074945545476083,0.4292894646799623
-2.1938493537636816,-0.004355539739507374
-2.1892987450973207,-0.15791909040058993
-2.1843181516461003,-0.34064765634437566
-2.1782413763408814,-0.5857542382904821
-2.176106384460941,-0.6661921968150413
-2.167825940037103,-1.0729824280156743
-2.166407823924972,-1.1951850344510777
-2.157325052200257,-1.5938794092856536
-2.1572765983212765,-1.6469057373402218
-2.148518531174648,-2.0066739503636053
-2.1467083962504034,-2.0810247173029977
-2.136092339061331,-2.6314164140118446
-2.131283815202174,-2.8735523175914106
-2.113645571201819,-3.558406243083035
-2.1118009292208253,-3.6299507796062005
-2.107781150701291,-3.732995556068373
-2.1028178174494716,-3.915432979501149
-2.1018782230048485,-3.8905571660273224
-2.0990511753993726,-3.942271457563835
-2.0883991235045043,-4.116907837931561
-2.074946802217524,-4.224061303945167
-2.0649815725924423,-4.146231299663727
