n_harmonics,base_freq,magnitudes,instruments
10,2.3327104581006792,"[-0.6146515   0.57525235  0.03130681  0.18267537  0.12679146 -0.69732783
  0.98538644 -1.2125978   2.15845157 -1.62315172]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9884185513921024,-0.8827831709553026
-2.982990443899744,-0.7645742882943659
-2.9817813187376063,-0.7527866328815194
-2.9785601388726475,-0.6245706210686471
-2.9768102596653265,-0.589187340832705
-2.96570978219263,-0.25900718035458375
-2.9652264964176673,-0.2688848572234725
-2.961299446662,-0.16285335133970935
-2.956365268971505,-0.049211393670498045
-2.949808851985442,0.10228228497433413
-2.9490641392113504,0.14043052156823188
-2.941862163110491,0.24340935859578336
-2.9396219889644595,0.30999637074739556
-2.936027748178308,0.36343661660416327
-2.93454585082975,0.4371521383184037
-2.932766408111436,0.4262128775709576
-2.932456251686533,0.45871408581761025
-2.9314871436085026,0.42867759631852426
-2.9282433487234245,0.4967101777266681
-2.9221129276866256,0.5798224477585906
-2.919266055076089,0.6106792879772004
-2.918640840287955,0.6121285096469957
-2.912474918872266,0.6719283861040084
-2.8957316227420704,0.6222604576722282
-2.8901665486271564,0.6264483294909446
-2.889764222157117,0.6504609069677877
-2.8792219067504976,0.52143851874037
-2.876745841546818,0.491133887365957
-2.8697776517428037,0.39646241637100865
-2.863909094115467,0.3736594278194858
-2.849786325696474,0.0471603583119984
-2.8416287006730476,-0.05093164647399079
-2.8040564164125885,-0.8701977915996538
-2.802761032132455,-0.9122229174776714
-2.7991280198417616,-0.8977899851981274
-2.7883250919734364,-1.0511402153019902
-2.785611108300027,-1.0806658255911397
-2.781625643128662,-1.1363452722601792
-2.781598821153299,-1.1229344403797084
-2.780031066200544,-1.122552710814251
-2.7796063147541745,-1.1146108843221638
-2.772811681070143,-1.196001929078973
-2.7659004477423634,-1.1310187161881071
-2.7621913273482566,-1.2016356851494197
-2.7604327175725882,-1.1546327034744308
-2.7581883539771552,-1.1084853404283694
-2.7528748667073266,-1.0514388269494932
-2.7397956839881505,-0.9334300570690777
-2.724683946374337,-0.5599375646504049
-2.72428116024465,-0.5450868379223212
-2.7127775220778,-0.2111417252724222
-2.7107859111505386,-0.17275056215009776
-2.7104830724686755,-0.21466240798627725
-2.704773310136569,-0.01987478661692089
-2.692460635866065,0.33126885916166143
-2.685872227574217,0.5892649867155816
-2.682811037759572,0.6739762677211021
-2.6809842032293862,0.6576943501622378
-2.680849054765539,0.6875043248268797
-2.6781223184785805,0.7903501638637339
-2.6771969839986083,0.7612666676840101
-2.6771244207229445,0.7875459219732334
