n_harmonics,base_freq,magnitudes,instruments
10,2.2716333724756104,"[-1.25036262 -1.61102439 -0.2995057  -0.45365183  0.66625917 -0.47266392
  2.13160994  0.03372671  1.63281873  1.22945052]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9938346131741547,0.1484885971526949
-2.992466638796241,0.18561356757677347
-2.990090120879339,0.28326581278149304
-2.971357849848646,0.8330548904236112
-2.9632519479774393,0.9897377537353793
-2.9559183162221236,1.0733062860168132
-2.9478137073509325,1.1135798993424473
-2.9437260414595663,1.096418524121538
-2.943085553703468,1.1045777089693245
-2.937628156437598,1.0450703945910873
-2.937615289902932,1.0693433459612836
-2.9356416436987676,1.0306703121536749
-2.9316806478906017,0.9336426824022226
-2.9298993384546215,0.9201102803738517
-2.929129633677052,0.9298992125149597
-2.9270766332925353,0.8852473874906132
-2.9145370788026286,0.5317114942448358
-2.911008213888585,0.41207495240710534
-2.9096539169239213,0.37075634424352344
-2.9079305428648077,0.30724173551523054
-2.901026469138964,0.02228001658911424
-2.8934928102273485,-0.3155064472715434
-2.8930213386359673,-0.34389213365719634
-2.886609644056498,-0.6655342945960434
-2.8857955318613238,-0.685078471048857
-2.8836521958481747,-0.830262955190673
-2.8797989242547244,-1.0157654158141483
-2.869152355532082,-1.5931102489296296
-2.8617887392696697,-1.9733229698641974
-2.859813482897856,-2.0789160658837287
-2.855074522237988,-2.336281344191441
-2.8458750809628692,-2.8005793570527118
-2.840307105025664,-3.0138565516118554
-2.828968846793283,-3.483474942715175
-2.8214520682454416,-3.6918702616463617
-2.8039141741612443,-4.008025511214842
-2.8039037751785063,-4.019502602619808
-2.8017227415552735,-4.040774989182501
-2.800690682386482,-4.033387582224547
-2.800689257205586,-4.048652333724992
-2.8004837153874016,-4.0679982246351765
-2.7986874015691487,-4.048943650225552
-2.7913751714971635,-4.043349301832158
