n_harmonics,base_freq,magnitudes,instruments
8,2.6135057467757017,"[ 0.22097232  1.75660453  1.90727554 -1.17711673  0.30210032 -0.99735657
 -1.36825649 -0.620796  ]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.998567065117083,2.2095351121234
-2.9909163987352367,2.2837195275666087
-2.9904092889736296,2.274572220725004
-2.9795279503126406,2.229072482748379
-2.9771815617742474,2.344833492450956
-2.975126530281454,2.2888148031815025
-2.9740298644492205,2.2762311215831463
-2.9697233556213147,2.2255710684816097
-2.9607827429307383,2.0890274186602986
-2.960010457184441,2.090880691353356
-2.9588282889813806,2.0752349718191487
-2.955812999215488,1.9797092438151278
-2.9545761959060344,1.9630123465421603
-2.9443643902060304,1.7658415924925048
-2.9393985293902025,1.6732364504207131
-2.931326418394094,1.4530510321521255
-2.908906769501227,0.7017785193907669
-2.9033448374493185,0.5384992838699687
-2.894153361965791,0.190441629872762
-2.890282804630117,0.05484337661449776
-2.8878691218025043,-0.02702732885921912
-2.8863583180875967,-0.07362153113773398
-2.879837046422668,-0.2752976186005363
-2.8774946394665344,-0.35648856885381186
-2.871544971972754,-0.5435584296349231
-2.8668605842089407,-0.6968428242609161
-2.8627019336049155,-0.7633992066858293
-2.8568104555111593,-0.9040540550184845
-2.8483187912802324,-1.1304298877423584
-2.836317319056965,-1.3029665552540641
-2.834019280545504,-1.3398295908554856
-2.8183910527114606,-1.4413432569853417
-2.8162895644236445,-1.3958856340537058
-2.8130467575316938,-1.4856510219791677
-2.8069366397234887,-1.4486643931916008
-2.7969039619321237,-1.3923234377634113
-2.796118215039357,-1.3256236421249903
-2.7955890997364365,-1.3677944459616043
-2.794679466014667,-1.3017070429548565
-2.762049360677237,-0.727309121782551
-2.756816483625591,-0.5665620173064938
-2.755237398557439,-0.5389027445169976
-2.754506140419149,-0.5383227732262429
-2.7544510193404523,-0.5024719992056556
-2.7508503622538467,-0.41531541263392113
-2.7487198539036575,-0.2946475982204244
-2.7480479735097294,-0.2971895967609023
-2.7401858819641016,-0.06739841779604203
-2.73193468488218,0.1689120747517253
-2.7233058449617475,0.3871808406406411
-2.721593133726616,0.45851575698711666
-2.7188082124714024,0.5284968743036785
-2.707338698441392,0.8648500038986423
-2.7050906106035706,0.9161652971240626
-2.702299280059565,0.9094316458325733
-2.7002689956071757,1.0089496633678283
-2.6969683771384902,1.0147814142751423
-2.6916199543313,1.1565969447522364
-2.6903878088473716,1.187401931446285
-2.679899103358081,1.3331257452152665
-2.6645590613882204,1.4707484868035743
-2.657532786602939,1.5229774228399358
-2.6465031821399343,1.451841791080805
-2.6451814214674947,1.511049598262541
-2.6258778138155257,1.3460376402489311
-2.5959696772802587,0.7771318844956933
-2.586726286681432,0.598580441514031
-2.582235459011147,0.45381941426312505
-2.5762832031864686,0.361850137324018
-2.5673745941034456,0.1653519873600939
-2.56356133115345,0.07310400522086452
-2.5495412508106736,-0.24763535014223836
-2.5442483090658454,-0.2747353342695739
-2.5433069284753724,-0.23846656801589883
-2.531469060830033,-0.4191936507609679
-2.516195177273846,-0.5316634422922484
-2.515971910414607,-0.5799478876224271
-2.5144449120771175,-0.5703758340592492
-2.5087579257709622,-0.6039186783407701
-2.5083944107021576,-0.5898595292935838
-2.506074194336364,-0.6214239707652871
-2.4996126429095784,-0.5873532330112903
-2.496300037535999,-0.631188461161915
-2.4912469759967872,-0.5493108874224155
-2.4855454579902867,-0.5436061429639267
-2.482829677511454,-0.48991623411339574
-2.4813283372500283,-0.5511058713988103
-2.4811732008484406,-0.4641128697235132
-2.472133685013719,-0.39058714053863375
-2.4675770405897897,-0.3844692399729716
-2.463248199676573,-0.246055241638363
-2.459059201356416,-0.22636648356336042
-2.448107629091121,-0.010335111612570946
-2.438135183886825,0.10523858133130382
-2.4380923012543603,0.13539423374486054
-2.42328126287054,0.43040281394971225
