n_harmonics,base_freq,magnitudes,instruments
7,3.9649593281755635,"[ 2.04769914  0.10009936 -1.26483414  1.75904153  0.64433216 -0.1417982
 -1.19285949]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9847833235096886,0.4800317589521888
-2.983341389016485,0.4160135011609573
-2.9767616959298993,0.12147125959328071
-2.9733286125235256,-0.058886242702858534
-2.9244129574688698,-1.8139768251267203
-2.922705655969915,-1.8567908973269847
-2.9189948410000435,-1.8894286878021522
-2.914403891471445,-1.9328624496239388
-2.901843522997594,-1.881596184153022
-2.895614259718989,-1.7880680561859714
-2.8928460074793674,-1.7243119475382895
-2.88914172128666,-1.6281905218726986
-2.8855990263255475,-1.5370529813190077
-2.88105457018331,-1.3967165424885668
-2.853710269157058,-0.2681766353486206
-2.844382897006624,0.14402466830630714
-2.839513784383188,0.3789384254079536
-2.8205700187319356,1.0942182921565455
-2.807402608951854,1.4231197867436616
-2.8036977038244384,1.4637996751022524
-2.7962441076608258,1.5541168356321158
-2.776479475418843,1.3983640234267904
-2.765605693392165,1.106003449242683
-2.763008660376025,1.03478778789113
-2.762929197300893,1.0494718018157694
-2.7537773798856247,0.7051378223133369
-2.7528426951267058,0.6805797482669501
-2.749208403542446,0.5024521736603743
-2.742513177370408,0.2098218736020219
-2.737897726441163,0.013838960385249892
-2.735690689883289,-0.11608951805145537
-2.72750376673731,-0.49350977786218914
-2.7086398695498244,-1.3292768570483668
-2.7076674724998044,-1.3567410900579837
-2.7051628334297364,-1.4854688067399793
-2.704330339818182,-1.482116062195387
-2.6840106110171984,-2.0762998900452287
-2.682895389011209,-2.064833867844258
-2.6679631287657335,-2.2124616862557214
-2.665909688366925,-2.220467805133122
-2.665444455033518,-2.219212470806667
-2.664891809343567,-2.2216539306464687
-2.658287159931496,-2.1532967376234526
-2.6529964584621233,-2.113576396618212
-2.64911307617263,-1.9949983706288377
-2.6279362173042955,-1.4478756963481296
-2.624297451749536,-1.3092614182827522
-2.618790436300672,-1.1294552043257828
-2.608587226725435,-0.7325102711055408
-2.597690814644901,-0.3664960217873459
-2.5826310136653667,0.05836506762047995
-2.5613308179378977,0.3409860503772592
-2.557964375138275,0.3459368209905569
-2.553000934901493,0.30374662539293296
-2.5379074276454654,0.12334408630056794
-2.527723958323534,-0.12893202822556443
-2.5253948408180547,-0.20424989403107557
-2.5162836025092217,-0.49807150460939126
-2.499668613008137,-1.106959835954465
-2.4981097883365058,-1.1667969208979991
-2.491222204465886,-1.441868099836872
-2.4753428153629615,-1.9782517763815304
-2.4661105238861754,-2.2193151975651904
-2.4650267028399915,-2.247759476883941
-2.4639313630498876,-2.275825603105982
-2.460672557718666,-2.3297413954854904
-2.45360118839658,-2.4594322876589243
-2.444005928011838,-2.526874185479707
-2.435402274537747,-2.5231739081523363
-2.434712639832009,-2.5356145498745346
-2.4344280856250613,-2.5139869315266803
-2.4292312302389982,-2.4651683745207156
-2.413363976497337,-2.2160398108314823
-2.4086245380271043,-2.0817360979876716
-2.40820273168529,-2.0823345545928404
-2.4034399338534183,-1.9408523898309307
-2.400754652221707,-1.8632750300477467
-2.386710316556232,-1.4257815706866108
-2.3852912779411892,-1.4052296313492338
-2.3798989027985487,-1.218594033314095
-2.3742217034789794,-1.0574289981927119
-2.364038015518781,-0.7757040176596119
-2.3606095841154344,-0.684684206682788
-2.360486829812894,-0.6767719627540548
-2.349854614074811,-0.5073621064287378
-2.3436451608141002,-0.4368931944831399
-2.339022863463792,-0.36852922380119235
-2.3355379012776556,-0.35701486038515545
-2.3270544917802685,-0.39840933418159136
-2.3184770369918724,-0.4918448038232482
-2.311661646500507,-0.617096318078879
-2.3115509728273635,-0.6060592478050199
-2.305077666094627,-0.7344752285529427
-2.3022562612790964,-0.8209084419458083
-2.3013493220122254,-0.857657488964015
-2.300888311997247,-0.8580892947974903
-2.294247182923577,-1.0473336288379798
-2.2899525489757195,-1.1854651112431
-2.2894296239168446,-1.2281834814284676
-2.285609076657538,-1.3275066277405951
-2.284485117363543,-1.3825164475061904
-2.2835566188470695,-1.4140740312332953
-2.278515827781159,-1.592689908288112
-2.2781953153594285,-1.5893736805248138
-2.273818865291742,-1.7463200527486684
-2.268775622969605,-1.9139569774748744
-2.2675270061317327,-1.9513970762646096
-2.266621743478912,-2.002291721383354
-2.2664640114431673,-1.9783267789044316
-2.264722879053492,-2.028818980816883
-2.2508486956621465,-2.44295749339637
-2.2264675974584067,-2.689444426362038
-2.2259915973314963,-2.689680061211148
-2.218418797486457,-2.59572353740316
-2.2074145097301,-2.3519524856859797
-2.2029181924632812,-2.200168586894109
-2.194696400234709,-1.839160779196465
-2.193036693721024,-1.7682324524251232
-2.191957706762981,-1.721406246531097
-2.189131200291153,-1.5565845163760337
-2.183011029440358,-1.2025735539423974
-2.1807795835325803,-1.0742412282134166
-2.1796050539622085,-0.9908975684447866
-2.176520635321343,-0.7699271265837994
-2.175021132081161,-0.6778463780019995
-2.1730731598597295,-0.552764274744894
-2.1634231088966684,0.16096650404424384
-2.159671103619562,0.4783105006590978
-2.158594095571731,0.5640939217635671
-2.154568828434226,0.89435480401069
-2.1515923901723797,1.1360964502470567
-2.150412721921059,1.22991596752167
-2.1234828198629554,3.3423713210515
-2.113293770938415,4.044617226445218
-2.1115344999896957,4.172949852835631
-2.1027804754478483,4.6372892916510455
-2.101364445101159,4.6978531114851165
-2.072640057941686,5.519486359914811
-2.0685728397861247,5.550413769533968
-2.0667658724370286,5.531710315869376
-2.06450291710619,5.506539935544944
-2.0628790305823403,5.514954154503202
-2.0583272771813723,5.470896655586642
-2.0557378655911185,5.429584469588922
-2.048923649823918,5.309370541647348
-2.0443206911586893,5.147975968376095
-2.04322726478412,5.126424563575616
-2.033838495716161,4.766853169097952
-2.0270340056900977,4.480267241129561
-2.0261941016241147,4.450174062646468
-2.0213793148816124,4.188268773019294
-2.019754481014581,4.110825871211659
-2.0098783427293783,3.5596820650203402
-1.9981379419508263,2.893621299743389
-1.9980192324253627,2.8831081160985335
-1.995176461528285,2.70583935540186
-1.99420149688098,2.6640084565030446
-1.9924129390749525,2.5692316539106326
-1.9910555577963074,2.48053703119251
-1.9865614717905955,2.232985882370976
-1.9807431576306622,1.8754266928652237
-1.9806155176273728,1.866092487872796
-1.971888441270138,1.3944355535430553
-1.963716052118167,0.9687499211443964
-1.9609185050435194,0.818890106573286
-1.9328133230134468,-0.3215450660156602
-1.9306667970898366,-0.40986033704421265
-1.9300243612068344,-0.4283023250540752
-1.9192866835756819,-0.7193913489044342
-1.9187399972160584,-0.7261013481759625
-1.9060524538334547,-1.0084620176538843
-1.9036060832889035,-1.0361738604227255
-1.9023101907600861,-1.048391219846344
-1.8771809361525484,-1.3233222259175659
-1.8769046948275272,-1.300860610071974
-1.8480354839740494,-1.2310712523735117
-1.843267282466122,-1.1971611499228854
-1.8425791527037136,-1.1943161789044734
-1.835178066724081,-1.118487330951045
-1.82994756065819,-1.0555510892998203
-1.8257817705485204,-0.9917463378643243
-1.824851562063565,-0.9884295790804865
-1.7984983239453514,-0.439962208899179
-1.7855382547316576,-0.14156617406314045
-1.77501821776627,0.14893858686687972
-1.7697925377103174,0.2806650059506249
-1.764784268979294,0.4465886177278133
-1.7630683343149176,0.4837951858889786
-1.7601370178029216,0.5617488963803209
-1.755506734359879,0.6503804965550041
