n_harmonics,base_freq,magnitudes,instruments
9,3.447742298116149,"[-0.97485588 -1.02603529  1.34868122 -1.43804217 -2.4963484  -0.20225709
  1.48393459 -0.90541425  0.15464495]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.996600469807013,1.1127244298805696
-2.992151926928427,1.1225025163700508
-2.9914609707423585,1.1131104308007724
-2.9898270494126233,1.120747829956313
-2.9744346790651033,1.0740464845269697
-2.9712881639302626,1.0576049767168645
-2.964272786824301,0.9970707197886118
-2.958516341563147,0.9372726362196893
-2.9468538135663502,0.7917818875415121
-2.946140325942645,0.7753156911866654
-2.94466514910871,0.7556180108839486
-2.942582323786058,0.7253872901303622
-2.9348028034251428,0.6111883176759195
-2.9318859297715485,0.5647127041056241
-2.929676102681704,0.520476575540713
-2.92583746635168,0.4653179607769064
-2.9077389683389123,0.14242974872993416
-2.905551737331614,0.10445095479414811
-2.9043133651443918,0.07910327160146652
-2.903240018579651,0.0578464688178603
-2.9031454790977924,0.0557726198182129
-2.898883614420944,-0.023960218127335807
-2.8961390479104647,-0.08253761177104336
-2.892256536343508,-0.15738673162112793
-2.885360616822088,-0.30897302076245353
-2.883930278098675,-0.3346088143744791
-2.8777707337941973,-0.4698880969721431
-2.8760697002490434,-0.5089497645416274
-2.8732412409723853,-0.5736986042282346
-2.873132976318119,-0.5823531816437643
-2.8696901396470187,-0.6500657530281304
-2.8685175414336133,-0.6832297448293059
-2.867806947215908,-0.6915278814689599
-2.856331289807804,-0.9659322445168537
-2.8310240247707434,-1.5484863567496887
-2.8259866228601203,-1.6517205872229501
-2.8139188776992405,-1.8675212951725564
-2.812021018476859,-1.8993204395638261
-2.8120020807776758,-1.8866292336982777
-2.811844681321605,-1.90034392578043
-2.805914780925087,-1.9683664748018868
-2.8034110085412944,-1.9943485034311212
-2.8033037433209222,-1.9911693817703533
-2.7984995471748553,-2.0408049329353224
-2.796852178341581,-2.0452524399905236
-2.793506624295947,-2.0644959440175317
-2.788205987319789,-2.0682921936599135
-2.7784357670170614,-2.0146154210710274
-2.772162849481593,-1.9388467396794973
-2.767310722613571,-1.864230951400273
-2.767142022060975,-1.856786822917446
-2.7582812553190177,-1.6677069460027845
-2.7551242379113727,-1.5835537686687584
-2.7487264311390316,-1.393519528233218
-2.742673897079001,-1.1943737360643782
-2.737932892946098,-1.0169305063821796
-2.736974264887641,-0.9808003509976723
-2.7344465567364455,-0.890397403750963
-2.716276486282588,-0.15015827983128843
-2.716224442911522,-0.15298465999792582
-2.71308645141052,-0.026920225894427777
-2.7112517863498575,0.0516551493502004
-2.7068829353119437,0.22967724135102469
-2.7067300174085087,0.23332000446624546
-2.700585395740066,0.46635129894075233
-2.680365568958352,1.070054680745083
-2.6699087757689393,1.25388534635842
-2.6607681420063996,1.3135630837583778
-2.6589742796900064,1.318442037707069
-2.6581337538068794,1.3224465647062622
-2.647871566265182,1.2670753221643403
-2.6478285908307537,1.263615623204437
-2.6462080226196503,1.2508580450096864
-2.643534028644545,1.2147238235416418
-2.6308363137247945,0.971578308528778
-2.620609619163478,0.7034446145800163
-2.6168875068219952,0.6023389561920448
-2.6040109368994413,0.23555700326006065
-2.6006610025915853,0.1538806105020206
-2.5988833837845733,0.09856351697400362
-2.5952263248727103,0.007258517345834406
-2.5865326581991246,-0.17452775221208544
-2.579031881348607,-0.28207233984042934
-2.5561561173852025,-0.25447296074474585
-2.549721018459964,-0.13415721363230623
-2.5494311975606965,-0.13050941357811402
-2.5486480815415193,-0.10630122591313297
-2.543938014365823,0.018585724543757627
-2.537266451743928,0.22665842094634928
-2.52880142689912,0.5468265716776605
-2.5172128316866926,1.0475502940898904
-2.511588195082905,1.3017819113572155
-2.510619706637179,1.3501092595362716
-2.4980667498164575,1.9004354598202062
-2.4970485336144606,1.9470843566117213
-2.491907083830508,2.1323459081579843
-2.490718797122776,2.1767530563272435
-2.4447647180430074,2.132502358247433
