n_harmonics,base_freq,magnitudes,instruments
8,3.9951311256896758,"[-0.6181079   0.3581354  -0.24172316  0.77765122 -0.17814691  0.16186864
  0.17244396  0.47732149]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9829785341798285,1.5002029912471262
-2.981334915020258,1.5130733381743386
-2.979163983013392,1.5111059893578513
-2.978207805366827,1.5137219639981012
-2.9734914174054645,1.528072912529785
-2.968262390655384,1.552284101339714
-2.9681446160744196,1.5544745328725937
-2.959610765652858,1.6002125764027662
-2.9415727243166563,1.6498977083501074
-2.93633922317954,1.6494136873473457
-2.935852866476277,1.643676730169949
-2.930373195123366,1.6040020423867247
-2.928359315695071,1.5890511217173948
-2.9121229677814773,1.2788152804883466
-2.911718949986742,1.260233898632275
-2.910347256587282,1.2245179008548353
-2.904232352091765,1.043118419008497
-2.8939543525930014,0.6366355755885545
-2.891233732660818,0.5154209690168869
-2.8879471018354046,0.3663119710824982
-2.8861203856024,0.2797834593585578
-2.876310359005934,-0.2065348663147052
-2.875031822283783,-0.26397247746377556
-2.8724525699451995,-0.39876716632931847
-2.850151741271368,-1.452770008935446
-2.850129540737959,-1.462093726142031
-2.849377574659749,-1.4848634549071953
-2.8460461681838876,-1.6136209434315167
-2.8402303710695973,-1.7972444112741441
-2.8263149316786045,-2.0493900677347026
-2.8250903612484395,-2.0506918696714647
-2.821841673291412,-2.0585926918011532
-2.813167235942088,-1.9999638174962373
-2.8131295127303284,-2.0022673825910675
-2.8062633568897013,-1.8488723679355736
-2.801396860226378,-1.6960102823884704
-2.7622251323757085,0.6138462603465082
-2.7424965700752963,1.9139153430836695
-2.7420333951531766,1.929306661038369
-2.7385310828828633,2.1260581374816163
-2.7295494951604606,2.5351127436389205
-2.7244639510290076,2.697508804963134
-2.70522442852163,2.875043413049041
-2.6938420906210068,2.60425230667238
-2.6905339789127547,2.4667548099262087
-2.6839793536374073,2.1475843442026963
-2.683420378731028,2.1140694542549325
-2.6817319049542787,2.0181246846163416
-2.6780989239378434,1.787179823100251
-2.671550777931645,1.3400063751563072
-2.657509892429962,0.20504452186924232
-2.6537314923552886,-0.1193117599753492
-2.6497932539027707,-0.46440165299386615
-2.648279509607879,-0.6045597374852061
-2.6374308485045566,-1.516479289769079
-2.635012443027348,-1.6976000138230054
-2.632979476925614,-1.8607085020531737
-2.6216112329571155,-2.6596478167324693
-2.6186318407020845,-2.84433748099837
-2.617147925561822,-2.9285119908097537
-2.61300252595654,-3.132432799695386
-2.609121726883331,-3.3035197373561656
-2.6001089086776172,-3.5793926384235197
-2.598017825067953,-3.6205169545776577
-2.5977865872424655,-3.6179447095048487
-2.5949045156038535,-3.6586055108980466
-2.589094029788442,-3.6877585032520654
-2.585266382654255,-3.667318880583292
-2.56942762707762,-3.275113272449838
-2.5693330332054005,-3.282558629425197
-2.563332803249083,-3.023483889638365
-2.5591835308028332,-2.8150576523055895
-2.550927586776778,-2.362126754083075
-2.547681316641034,-2.15853498414084
-2.54308410990203,-1.8806383411748229
-2.540326869039246,-1.7002694526811732
-2.536608309385522,-1.4537238278943079
-2.5321857336480633,-1.171117046741277
-2.529095213204692,-0.9807339006289335
-2.5288926013528332,-0.9704627147257251
-2.5262641213543535,-0.8117203701535332
-2.5004574981510466,0.4612414980161197
-2.4921303263595216,0.6843560530228114
-2.4886587819030623,0.7412324335113468
-2.4879694031696102,0.7666256756711942
-2.4800405435753383,0.8144952249687016
-2.461543462754149,0.6068355932708048
-2.4600581368107974,0.5642098970542795
-2.450410600823199,0.2602569907808526
-2.4485621768885677,0.2015230759255169
-2.447801436581594,0.1620454218700137
-2.447239821407508,0.15104888627855942
-2.4440457238233364,0.011351224653356685
-2.4402498647368254,-0.1511314065637941
-2.42761674475652,-0.7153472114823687
-2.4232451455320323,-0.9300832470201194
-2.4088036680985985,-1.596261780370227
-2.408212082436274,-1.6241199499084953
-2.407819315055728,-1.6344784694202723
-2.398131080281347,-2.0239263546492605
-2.3888854317775343,-2.311970536908685
-2.3735765602260273,-2.644239285928993
-2.3684429250420638,-2.6944028523873684
-2.3542197428830582,-2.7282028710362103
-2.353083629239706,-2.7269907497120354
-2.339542849937943,-2.6045098733375176
-2.337155038616662,-2.577945388854532
-2.310926850243418,-2.0526427987024687
-2.296363920599707,-1.7109739336395604
-2.2941552390509905,-1.6662926321629439
-2.2785566940016952,-1.322345075226095
-2.2759776388319093,-1.2739922547931244
-2.26558402723685,-1.0687786953562424
-2.262104957908093,-1.0096290714940626
-2.2597499181044753,-0.9817301597855839
-2.255864686963778,-0.9117351178874251
-2.24372052751795,-0.7411204708603626
-2.2388909061103757,-0.6762026173347399
-2.2261992868162985,-0.5309777093853145
-2.2178643476492765,-0.45176914637828997
-2.2117869316144763,-0.37962394363385005
-2.2045810704085613,-0.34010819615694554
-2.2020917957115023,-0.30009362339611045
-2.200798242388385,-0.3074701011471131
-2.195456708193629,-0.27947872938530227
-2.195314764943176,-0.2771479063757235
-2.190148018247913,-0.2562318722008374
-2.1764312361397655,-0.22862299200591044
-2.167651120816505,-0.24086931396960481
-2.1617418649918956,-0.2668223962831305
-2.157289180308867,-0.2921193347408424
-2.1442329411258436,-0.40716061376037194
-2.142626507036179,-0.4147515415208082
-2.139578221385273,-0.4572102866890812
-2.133739958763461,-0.5278643080952757
-2.1296308912190822,-0.5830350355906496
-2.1128025904799483,-0.8146820428867906
-2.1121310228213908,-0.8247629392835115
-2.1025186587438727,-0.9450948082095338
-2.1007046247813506,-0.9716061932433075
-2.10034290368682,-0.9746281889677211
-2.09820510954001,-0.9973907165571252
-2.0954918213283236,-1.0183873936319545
-2.0912238051238186,-1.0555393041504921
-2.0797172616261372,-1.0889718626747826
-2.077267702833517,-1.0901246583158017
-2.075819881356221,-1.0945743890286734
-2.0733653564999934,-1.0735245005779914
-2.0732554533234433,-1.07050600197311
-2.061604705222673,-0.9624100204850738
-2.0609746439957597,-0.9466661764471248
-2.049464700223028,-0.6977835505202403
-2.049402986293555,-0.6997874233472988
-2.04868696252555,-0.6728174019825647
-2.040546968660866,-0.4212364848142732
-2.0315883605720306,-0.07846975616569331
-2.0250141169259863,0.21378877188002357
-2.023753800722459,0.26674783116730943
-2.0234629923590632,0.2854797884981388
-2.0098471873709,0.9849626269953856
-1.9989102669641698,1.5641966114866124
-1.9979318711974516,1.6135513511570714
-1.99159157371091,1.960705280224763
-1.9907711504365684,1.99368946474963
-1.9736551739091592,2.780397471072956
-1.9713306573963782,2.87304849890796
-1.9579480343078361,3.2788623931099874
-1.948123294483215,3.4365764112581054
-1.9437547222523532,3.4772165174422445
-1.941211275433289,3.489397853707528
-1.9174295219993844,3.1788438097735314
-1.9067316347055296,2.8541756379625043
-1.8985136946201493,2.5740972955940555
-1.892834972056175,2.3633590805679923
-1.8812268810375359,1.9338642047091845
-1.8674101422908886,1.4837107346998621
-1.8607371260424392,1.3229434023440318
-1.860424684225721,1.3200118643846814
-1.8595776457297002,1.296148696518915
-1.8511248426911222,1.162779886411982
-1.8285968545309332,1.1516659174905468
-1.8260332170808953,1.19106418252344
-1.8238071668539952,1.222278888917806
-1.8229777222891583,1.233996152970201
-1.8198441620544021,1.2863066648093302
-1.8156403719945633,1.3755798538044208
-1.811468900851093,1.4781504531291834
-1.8026482160579156,1.6946096941785678
-1.7926756892234545,1.94293944206483
-1.7901543015483858,2.00667528447279
-1.7835456127535576,2.164224013809051
-1.7809096478668958,2.2007289911300796
-1.7630260256220385,2.363151089012214
-1.7266614186613058,1.2451959354807707
-1.7244750452686852,1.1099976862611105
-1.7224948716220032,0.986424419377005
-1.7203505463272115,0.8384195652464738
-1.7187422828580547,0.7313446552260389
-1.7165073046122685,0.5722871725391623
