n_harmonics,base_freq,magnitudes,instruments
10,1.8859595061313033,"[-1.04417569  0.36317147 -0.10230233 -0.36205018  0.82053888  1.40161958
  0.86006305  0.53663608  0.90583284  0.84267188]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.98631878208963,0.9331823019891122
-2.978509026648934,1.3205557808937867
-2.978198728772042,1.3357595181468673
-2.9728813400236036,1.5899897579755202
-2.968020284197433,1.8112237247184206
-2.9614945497033016,2.093083963731599
-2.95302657736672,2.4275048130957475
-2.951874386751883,2.468692877259641
-2.947730640273152,2.6141650625072694
-2.940104114459451,2.849017296841497
-2.9332036356672693,3.0291464651361077
-2.9307341290749744,3.085007885269414
-2.928817509761118,3.1254125024918955
-2.924606029109328,3.2021991438527087
-2.912881612350651,3.3446385863113095
-2.912535342406267,3.3461194355132275
-2.9114689428584386,3.3539836472360505
-2.9101926798626714,3.3591541867080634
-2.904198230743031,3.375139571419912
-2.9025559619947616,3.3747750474218052
-2.898679140665531,3.3634546730874884
-2.8985150679511373,3.362377957831552
-2.897220014202885,3.355614799783798
-2.871303903646617,2.939209218911021
-2.8633315934514934,2.712640715140117
-2.848474185143955,2.181746317339635
-2.844391603448444,2.013405705667622
-2.843785442170712,1.988369231671308
-2.8408142957546385,1.8609505018031847
-2.838172585653998,1.7447444876831557
-2.837944967187744,1.7345980967018286
-2.830622730783558,1.397116997325023
-2.823024563020047,1.0291206707023792
-2.820495647000155,0.9023566055841027
-2.8199502120454065,0.8759317607542331
-2.8192324982867376,0.8400364125725791
-2.817698056812614,0.7630614675902152
-2.814579675793684,0.604133799098063
-2.807917750850276,0.2614835869899697
-2.805036218372019,0.11266639685011423
-2.7941558602022845,-0.4507673784641924
-2.7918966027340684,-0.5661815302892307
-2.774630675670066,-1.4248293265101908
-2.7691435426394237,-1.681262950330731
-2.757532831723063,-2.192165433816595
-2.7490719251299858,-2.5285742421377146
-2.748987147730503,-2.529933939977216
-2.7458888250080724,-2.6460087007271698
-2.73703433446405,-2.9484094079632923
-2.7326541859562843,-3.0819097607942867
-2.710899739022346,-3.5924292770528385
-2.704918199306669,-3.688624187484099
-2.68883579550631,-3.842861887737727
-2.6857074530429577,-3.8558461564770607
-2.682436772372892,-3.8664472540737798
-2.6819020358244092,-3.8676014605289946
-2.6720839540653722,-3.862588051985853
-2.671296701419622,-3.858798308364925
-2.671060881800968,-3.857796529360545
-2.6709499501828335,-3.8581068957781284
-2.670942709343689,-3.857366726895843
-2.663863440618613,-3.824953853399926
-2.6637358235591666,-3.823501134125326
-2.6461176922324694,-3.6563953513617795
-2.6352698914730324,-3.503911352286606
-2.626464867649972,-3.3607203550571727
-2.6228669204439417,-3.2969905318657844
-2.6204840440173727,-3.2552908392901747
-2.6201362591066495,-3.248540785855897
-2.617800412800963,-3.205438005463656
-2.600804728521351,-2.880963757260485
-2.5947876994278927,-2.760767204879307
-2.594581946494626,-2.7578980316848565
-2.593516908536123,-2.7365644105369493
